,buying,maint,doors,persons,lug_boot,safety,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
533,2,3,3,2,0,2,unacc,44,15,unacc,True,6
1036,1,2,2,1,0,1,unacc,130,62,acc,False,6
144,3,2,1,1,0,0,unacc,1,0,unacc,True,6
0,3,3,0,0,0,0,unacc,1,0,unacc,True,6
282,3,1,2,1,1,0,unacc,1,0,unacc,True,6
218,3,1,0,0,0,2,unacc,4,2,unacc,True,6
526,2,3,3,1,1,1,unacc,57,18,unacc,True,6
1209,1,0,0,2,1,0,unacc,1,0,unacc,True,6
629,2,2,3,0,2,2,unacc,4,2,unacc,True,6
108,3,2,0,0,0,0,unacc,1,0,unacc,True,6
1431,0,2,1,0,0,0,unacc,1,0,unacc,True,6
74,3,3,2,2,0,2,unacc,40,14,unacc,True,6
251,3,1,1,0,2,2,unacc,4,2,unacc,True,6
434,2,3,0,0,0,2,unacc,4,2,unacc,True,6
506,2,3,2,2,0,2,unacc,44,15,unacc,True,6
885,1,3,0,2,1,0,unacc,1,0,unacc,True,6
677,2,1,1,0,0,2,unacc,4,2,unacc,True,6
570,2,2,1,0,1,0,unacc,1,0,unacc,True,6
195,3,2,3,0,2,0,unacc,1,0,unacc,True,6
842,2,0,3,0,1,2,unacc,4,2,unacc,True,6
756,2,0,0,0,0,0,unacc,1,0,unacc,True,6
1546,0,1,1,0,2,1,unacc,8,3,unacc,True,6
658,2,1,0,1,0,1,unacc,135,65,unacc,True,6
518,2,3,3,0,1,2,unacc,4,2,unacc,True,6
515,2,3,3,0,0,2,unacc,4,2,unacc,True,6
445,2,3,0,1,1,1,unacc,57,18,unacc,True,6
648,2,1,0,0,0,0,unacc,1,0,unacc,True,6
157,3,2,1,2,1,1,unacc,156,76,unacc,True,6
96,3,3,3,1,2,0,unacc,1,0,unacc,True,6
1149,1,1,2,1,2,0,unacc,1,0,unacc,True,6
1276,1,0,3,0,2,1,unacc,8,3,unacc,True,6
1063,1,2,3,1,0,1,unacc,131,62,acc,False,6
237,3,1,0,2,1,0,unacc,1,0,unacc,True,6
479,2,3,1,2,0,2,unacc,44,15,unacc,True,6
309,3,1,3,1,1,0,unacc,1,0,unacc,True,6
1347,0,3,1,2,2,0,unacc,1,0,unacc,True,6
534,2,3,3,2,1,0,unacc,1,0,unacc,True,6
530,2,3,3,1,2,2,unacc,29,11,unacc,True,6
1269,1,0,3,0,0,0,unacc,1,0,unacc,True,6
613,2,2,2,2,0,1,unacc,73,22,unacc,True,6
999,1,2,1,0,0,0,unacc,1,0,unacc,True,6
947,1,3,3,0,0,2,unacc,4,2,unacc,True,6
1167,1,1,3,0,2,0,unacc,1,0,unacc,True,6
1387,0,3,3,1,0,1,unacc,125,59,acc,False,6
1425,0,2,0,2,1,0,unacc,1,0,unacc,True,6
739,2,1,3,1,0,1,unacc,138,65,acc,False,6
1303,0,3,0,0,2,1,unacc,8,3,unacc,True,6
176,3,2,2,1,1,2,unacc,26,10,unacc,True,6
240,3,1,0,2,2,0,unacc,1,0,unacc,True,6
330,3,0,0,0,2,0,unacc,1,0,unacc,True,6
903,1,3,1,1,1,0,unacc,1,0,unacc,True,6
386,3,0,2,0,2,2,unacc,4,2,unacc,True,6
974,1,2,0,0,0,2,unacc,4,2,unacc,True,6
537,2,3,3,2,2,0,unacc,1,0,unacc,True,6
977,1,2,0,0,1,2,unacc,4,2,unacc,True,6
1593,0,1,3,0,0,0,unacc,1,0,unacc,True,6
747,2,1,3,2,0,0,unacc,1,0,unacc,True,6
1300,0,3,0,0,1,1,unacc,8,3,unacc,True,6
470,2,3,1,1,0,2,unacc,29,11,unacc,True,6
1050,1,2,2,2,2,0,unacc,1,0,unacc,True,6
261,3,1,1,2,0,0,unacc,1,0,unacc,True,6
1713,0,0,3,1,1,0,unacc,1,0,unacc,True,6
784,2,0,1,0,0,1,unacc,8,3,unacc,True,6
1354,0,3,2,0,1,1,unacc,8,3,unacc,True,6
849,2,0,3,1,1,0,unacc,1,0,unacc,True,6
1208,1,0,0,2,0,2,unacc,51,16,vgood,False,6
729,2,1,3,0,0,0,unacc,1,0,unacc,True,6
45,3,3,1,2,0,0,unacc,1,0,unacc,True,6
86,3,3,3,0,1,2,unacc,4,2,unacc,True,6
1595,0,1,3,0,0,2,unacc,4,2,unacc,True,6
301,3,1,3,0,1,1,unacc,8,3,unacc,True,6
1409,0,2,0,0,1,2,unacc,4,2,unacc,True,6
2,3,3,0,0,0,2,unacc,4,2,unacc,True,6
952,1,3,3,0,2,1,unacc,8,3,unacc,True,6
139,3,2,1,0,1,1,unacc,8,3,unacc,True,6
1681,0,0,2,0,2,1,unacc,8,3,unacc,True,6
957,1,3,3,1,1,0,unacc,1,0,unacc,True,6
1368,0,3,2,2,0,0,unacc,1,0,unacc,True,6
435,2,3,0,0,1,0,unacc,1,0,unacc,True,6
1115,1,1,1,0,2,2,unacc,4,2,unacc,True,6
548,2,2,0,0,2,2,unacc,4,2,unacc,True,6
65,3,3,2,1,0,2,unacc,25,10,unacc,True,6
474,2,3,1,1,2,0,unacc,1,0,unacc,True,6
90,3,3,3,1,0,0,unacc,1,0,unacc,True,6
1647,0,0,1,0,0,0,unacc,1,0,unacc,True,6
119,3,2,0,1,0,2,unacc,26,10,unacc,True,6
217,3,1,0,0,0,1,unacc,8,3,unacc,True,6
459,2,3,1,0,0,0,unacc,1,0,unacc,True,6
1170,1,1,3,1,0,0,unacc,1,0,unacc,True,6
1088,1,1,0,0,2,2,unacc,4,2,unacc,True,6
153,3,2,1,2,0,0,unacc,1,0,unacc,True,6
622,2,2,3,0,0,1,unacc,8,3,unacc,True,6
642,2,2,3,2,1,0,unacc,1,0,unacc,True,6
328,3,0,0,0,1,1,unacc,8,3,unacc,True,6
775,2,0,0,2,0,1,unacc,73,22,unacc,True,6
1246,1,0,2,0,1,1,unacc,8,3,unacc,True,6
188,3,2,2,2,2,2,unacc,41,14,unacc,True,6
1651,0,0,1,0,1,1,unacc,8,3,unacc,True,6
333,3,0,0,1,0,0,unacc,1,0,unacc,True,6
426,3,0,3,2,1,0,unacc,1,0,unacc,True,6
135,3,2,1,0,0,0,unacc,1,0,unacc,True,6
1004,1,2,1,0,1,2,unacc,4,2,unacc,True,6
654,2,1,0,0,2,0,unacc,1,0,unacc,True,6
1056,1,2,3,0,1,0,unacc,1,0,unacc,True,6
603,2,2,2,1,0,0,unacc,1,0,unacc,True,6
623,2,2,3,0,0,2,unacc,4,2,unacc,True,6
1531,0,1,0,2,0,1,unacc,154,75,acc,False,6
109,3,2,0,0,0,1,unacc,8,3,unacc,True,6
491,2,3,2,0,1,2,unacc,4,2,unacc,True,6
1428,0,2,0,2,2,0,unacc,1,0,unacc,True,6
236,3,1,0,2,0,2,unacc,43,14,acc,False,6
813,2,0,2,0,1,0,unacc,1,0,unacc,True,6
1281,1,0,3,1,1,0,unacc,1,0,unacc,True,6
1074,1,2,3,2,1,0,unacc,1,0,unacc,True,6
82,3,3,3,0,0,1,unacc,8,3,unacc,True,6
1263,1,0,2,2,1,0,unacc,1,0,unacc,True,6
580,2,2,1,1,1,1,unacc,126,61,acc,False,6
1047,1,2,2,2,1,0,unacc,1,0,unacc,True,6
1011,1,2,1,1,1,0,unacc,1,0,unacc,True,6
1601,0,1,3,0,2,2,unacc,4,2,unacc,True,6
1497,0,2,3,1,1,0,unacc,1,0,unacc,True,6
527,2,3,3,1,1,2,unacc,29,11,unacc,True,6
980,1,2,0,0,2,2,unacc,4,2,unacc,True,6
1683,0,0,2,1,0,0,unacc,1,0,unacc,True,6
23,3,3,0,2,1,2,unacc,40,14,unacc,True,6
383,3,0,2,0,1,2,unacc,4,2,unacc,True,6
721,2,1,2,2,0,1,unacc,73,22,unacc,True,6
121,3,2,0,1,1,1,unacc,60,19,unacc,True,6
379,3,0,2,0,0,1,unacc,8,3,unacc,True,6
6,3,3,0,0,2,0,unacc,1,0,unacc,True,6
561,2,2,0,2,1,0,unacc,1,0,unacc,True,6
519,2,3,3,0,2,0,unacc,1,0,unacc,True,6
545,2,2,0,0,1,2,unacc,4,2,unacc,True,6
1005,1,2,1,0,2,0,unacc,1,0,unacc,True,6
358,3,0,1,0,2,1,unacc,8,3,unacc,True,6
329,3,0,0,0,1,2,unacc,4,2,unacc,True,6
660,2,1,0,1,1,0,unacc,1,0,unacc,True,6
1185,1,1,3,2,2,0,unacc,1,0,unacc,True,6
1380,0,3,3,0,1,0,unacc,1,0,unacc,True,6
170,3,2,2,0,2,2,unacc,4,2,unacc,True,6
666,2,1,0,2,0,0,unacc,1,0,unacc,True,6
645,2,2,3,2,2,0,unacc,1,0,unacc,True,6
183,3,2,2,2,1,0,unacc,1,0,unacc,True,6
294,3,1,2,2,2,0,unacc,1,0,unacc,True,6
1320,0,3,0,2,2,0,unacc,1,0,unacc,True,6
598,2,2,2,0,1,1,unacc,8,3,unacc,True,6
68,3,3,2,1,1,2,unacc,25,10,unacc,True,6
979,1,2,0,0,2,1,unacc,8,3,unacc,True,6
1323,0,3,1,0,0,0,unacc,1,0,unacc,True,6
1309,0,3,0,1,1,1,unacc,123,59,unacc,True,6
599,2,2,2,0,1,2,unacc,4,2,unacc,True,6
576,2,2,1,1,0,0,unacc,1,0,unacc,True,6
191,3,2,3,0,0,2,unacc,4,2,unacc,True,6
1598,0,1,3,0,1,2,unacc,4,2,unacc,True,6
628,2,2,3,0,2,1,unacc,8,3,unacc,True,6
1188,1,0,0,0,0,0,unacc,1,0,unacc,True,6
793,2,0,1,1,0,1,unacc,69,21,acc,False,6
717,2,1,2,1,2,0,unacc,1,0,unacc,True,6
706,2,1,2,0,1,1,unacc,8,3,unacc,True,6
1557,0,1,1,2,0,0,unacc,1,0,unacc,True,6
366,3,0,1,1,2,0,unacc,1,0,unacc,True,6
510,2,3,2,2,2,0,unacc,1,0,unacc,True,6
636,2,2,3,1,2,0,unacc,1,0,unacc,True,6
1360,0,3,2,1,0,1,unacc,125,59,acc,False,6
89,3,3,3,0,2,2,unacc,4,2,unacc,True,6
492,2,3,2,0,2,0,unacc,1,0,unacc,True,6
411,3,0,3,0,2,0,unacc,1,0,unacc,True,6
726,2,1,2,2,2,0,unacc,1,0,unacc,True,6
298,3,1,3,0,0,1,unacc,8,3,unacc,True,6
1128,1,1,1,2,1,0,unacc,1,0,unacc,True,6
1517,0,1,0,0,1,2,unacc,4,2,unacc,True,6
1516,0,1,0,0,1,1,unacc,8,3,unacc,True,6
569,2,2,1,0,0,2,unacc,4,2,unacc,True,6
1547,0,1,1,0,2,2,unacc,4,2,unacc,True,6
116,3,2,0,0,2,2,unacc,4,2,unacc,True,6
1111,1,1,1,0,1,1,unacc,8,3,unacc,True,6
9,3,3,0,1,0,0,unacc,1,0,unacc,True,6
56,3,3,2,0,0,2,unacc,4,2,unacc,True,6
1650,0,0,1,0,1,0,unacc,1,0,unacc,True,6
814,2,0,2,0,1,1,unacc,8,3,unacc,True,6
1298,0,3,0,0,0,2,unacc,4,2,unacc,True,6
1031,1,2,2,0,1,2,unacc,4,2,unacc,True,6
1297,0,3,0,0,0,1,unacc,8,3,unacc,True,6
104,3,3,3,2,1,2,unacc,40,14,unacc,True,6
933,1,3,2,1,2,0,unacc,1,0,unacc,True,6
567,2,2,1,0,0,0,unacc,1,0,unacc,True,6
762,2,0,0,0,2,0,unacc,1,0,unacc,True,6
707,2,1,2,0,1,2,unacc,4,2,unacc,True,6
1423,0,2,0,2,0,1,unacc,153,75,unacc,True,6
476,2,3,1,1,2,2,unacc,29,11,unacc,True,6
663,2,1,0,1,2,0,unacc,1,0,unacc,True,6
895,1,3,1,0,1,1,unacc,8,3,unacc,True,6
1541,0,1,1,0,0,2,unacc,4,2,unacc,True,6
758,2,0,0,0,0,2,unacc,4,2,unacc,True,6
208,3,2,3,2,0,1,unacc,72,22,unacc,True,6
279,3,1,2,1,0,0,unacc,1,0,unacc,True,6
649,2,1,0,0,0,1,unacc,8,3,unacc,True,6
408,3,0,3,0,1,0,unacc,1,0,unacc,True,6
804,2,0,1,2,1,0,unacc,1,0,unacc,True,6
949,1,3,3,0,1,1,unacc,8,3,unacc,True,6
205,3,2,3,1,2,1,unacc,60,19,unacc,True,6
877,1,3,0,1,1,1,unacc,121,58,acc,False,6
774,2,0,0,2,0,0,unacc,1,0,unacc,True,6
385,3,0,2,0,2,1,unacc,8,3,unacc,True,6
312,3,1,3,1,2,0,unacc,1,0,unacc,True,6
894,1,3,1,0,1,0,unacc,1,0,unacc,True,6
413,3,0,3,0,2,2,unacc,4,2,unacc,True,6
101,3,3,3,2,0,2,unacc,40,14,unacc,True,6
549,2,2,0,1,0,0,unacc,1,0,unacc,True,6
594,2,2,2,0,0,0,unacc,1,0,unacc,True,6
633,2,2,3,1,1,0,unacc,1,0,unacc,True,6
1485,0,2,3,0,0,0,unacc,1,0,unacc,True,6
625,2,2,3,0,1,1,unacc,8,3,unacc,True,6
612,2,2,2,2,0,0,unacc,1,0,unacc,True,6
1665,0,0,1,2,0,0,unacc,1,0,unacc,True,6
57,3,3,2,0,1,0,unacc,1,0,unacc,True,6
1594,0,1,3,0,0,1,unacc,8,3,unacc,True,6
926,1,3,2,0,2,2,unacc,4,2,unacc,True,6
1482,0,2,2,2,2,0,unacc,1,0,unacc,True,6
596,2,2,2,0,0,2,unacc,4,2,unacc,True,6
1071,1,2,3,2,0,0,unacc,1,0,unacc,True,6
651,2,1,0,0,1,0,unacc,1,0,unacc,True,6
1287,1,0,3,2,0,0,unacc,1,0,unacc,True,6
271,3,1,2,0,0,1,unacc,8,3,unacc,True,6
50,3,3,1,2,1,2,unacc,40,14,unacc,True,6
667,2,1,0,2,0,1,unacc,73,22,unacc,True,6
807,2,0,1,2,2,0,unacc,1,0,unacc,True,6
801,2,0,1,2,0,0,unacc,1,0,unacc,True,6
201,3,2,3,1,1,0,unacc,1,0,unacc,True,6
91,3,3,3,1,0,1,unacc,56,18,unacc,True,6
253,3,1,1,1,0,1,unacc,133,64,unacc,True,6
1053,1,2,3,0,0,0,unacc,1,0,unacc,True,6
444,2,3,0,1,1,0,unacc,1,0,unacc,True,6
484,2,3,1,2,2,1,unacc,171,81,unacc,True,6
517,2,3,3,0,1,1,unacc,8,3,unacc,True,6
184,3,2,2,2,1,1,unacc,156,76,unacc,True,6
1704,0,0,3,0,1,0,unacc,1,0,unacc,True,6
152,3,2,1,1,2,2,unacc,26,10,unacc,True,6
535,2,3,3,2,1,1,unacc,162,77,acc,False,6
1467,0,2,2,1,0,0,unacc,1,0,unacc,True,6
1533,0,1,0,2,1,0,unacc,1,0,unacc,True,6
193,3,2,3,0,1,1,unacc,8,3,unacc,True,6
817,2,0,2,0,2,1,unacc,8,3,unacc,True,6
1266,1,0,2,2,2,0,unacc,1,0,unacc,True,6
339,3,0,0,1,2,0,unacc,1,0,unacc,True,6
1542,0,1,1,0,1,0,unacc,1,0,unacc,True,6
467,2,3,1,0,2,2,unacc,4,2,unacc,True,6
134,3,2,0,2,2,2,unacc,41,14,unacc,True,6
1369,0,3,2,2,0,1,unacc,153,75,unacc,True,6
224,3,1,0,0,2,2,unacc,4,2,unacc,True,6
1065,1,2,3,1,1,0,unacc,1,0,unacc,True,6
440,2,3,0,0,2,2,unacc,4,2,unacc,True,6
141,3,2,1,0,2,0,unacc,1,0,unacc,True,6
285,3,1,2,1,2,0,unacc,1,0,unacc,True,6
846,2,0,3,1,0,0,unacc,1,0,unacc,True,6
1590,0,1,2,2,2,0,unacc,1,0,unacc,True,6
165,3,2,2,0,1,0,unacc,1,0,unacc,True,6
187,3,2,2,2,2,1,unacc,169,80,unacc,True,6
490,2,3,2,0,1,1,unacc,8,3,unacc,True,6
306,3,1,3,1,0,0,unacc,1,0,unacc,True,6
272,3,1,2,0,0,2,unacc,4,2,unacc,True,6
1332,0,3,1,1,0,0,unacc,1,0,unacc,True,6
683,2,1,1,0,2,2,unacc,4,2,unacc,True,6
1504,0,2,3,2,0,1,acc,153,75,unacc,False,6
1388,0,3,3,1,0,2,acc,89,37,acc,True,6
635,2,2,3,1,1,2,acc,30,11,acc,True,6
614,2,2,2,2,0,2,acc,104,45,acc,True,6
1397,0,3,3,2,0,2,acc,112,52,acc,True,6
1477,0,2,2,2,0,1,acc,153,75,unacc,False,6
610,2,2,2,1,2,1,acc,126,61,acc,True,6
1373,0,3,2,2,1,2,acc,112,52,acc,True,6
1471,0,2,2,1,1,1,acc,63,19,acc,True,6
422,3,0,3,1,2,2,acc,28,10,acc,True,6
1576,0,1,2,1,0,1,acc,139,67,acc,True,6
638,2,2,3,1,2,2,acc,30,11,acc,True,6
943,1,3,2,2,2,1,acc,178,82,good,False,6
616,2,2,2,2,1,1,acc,160,77,unacc,False,6
1201,1,0,0,1,1,1,acc,146,70,good,False,6
1339,0,3,1,1,2,1,acc,124,59,unacc,False,6
1073,1,2,3,2,0,2,acc,109,48,acc,True,6
821,2,0,2,1,0,2,acc,32,11,acc,True,6
1402,0,3,3,2,2,1,acc,83,24,good,False,6
430,3,0,3,2,2,1,acc,169,80,unacc,False,6
1720,0,0,3,2,0,1,acc,155,75,acc,True,6
556,2,2,0,1,2,1,acc,126,61,acc,True,6
965,1,3,3,2,0,2,acc,49,16,acc,True,6
1118,1,1,1,1,0,2,acc,84,35,acc,True,6
997,1,2,0,2,2,1,acc,175,82,acc,True,6
1558,0,1,1,2,0,1,acc,154,75,acc,True,6
1534,0,1,0,2,1,1,acc,167,79,unacc,False,6
1366,0,3,2,1,2,1,acc,125,59,acc,True,6
914,1,3,1,2,1,2,acc,49,16,acc,True,6
725,2,1,2,2,1,2,acc,46,15,acc,True,6
1144,1,1,2,1,0,1,acc,66,20,acc,True,6
1453,0,2,1,2,1,1,acc,167,79,unacc,False,6
989,1,2,0,1,2,2,acc,34,12,acc,True,6
392,3,0,2,1,1,2,acc,28,10,acc,True,6
913,1,3,1,2,1,1,acc,163,78,acc,True,6
1510,0,2,3,2,2,1,acc,83,24,good,False,6
875,1,3,0,1,0,2,acc,33,12,acc,True,6
911,1,3,1,2,0,2,acc,49,16,acc,True,6
1393,0,3,3,1,2,1,acc,125,59,acc,True,6
266,3,1,1,2,1,2,acc,43,14,acc,True,6
1633,0,0,0,1,1,1,acc,147,71,acc,True,6
691,2,1,1,1,2,1,acc,136,65,unacc,False,6
319,3,1,3,2,1,1,acc,158,76,acc,True,6
1120,1,1,1,1,1,1,acc,66,20,acc,True,6
421,3,0,3,1,2,1,acc,143,68,acc,True,6
1103,1,1,0,2,1,2,acc,110,50,acc,True,6
1505,0,2,3,2,0,2,acc,114,53,acc,True,6
1552,0,1,1,1,1,1,acc,139,67,acc,True,6
1180,1,1,3,2,0,1,acc,150,74,unacc,False,6
230,3,1,0,1,1,2,acc,27,10,acc,True,6
1307,0,3,0,1,0,2,acc,89,37,acc,True,6
961,1,3,3,1,2,1,acc,122,58,acc,True,6
1603,0,1,3,1,0,1,acc,139,67,acc,True,6
968,1,3,3,2,1,2,acc,49,16,acc,True,6
797,2,0,1,1,1,2,acc,32,11,acc,True,6
1399,0,3,3,2,1,1,acc,168,79,good,False,6
689,2,1,1,1,1,2,acc,31,11,acc,True,6
724,2,1,2,2,1,1,acc,160,77,unacc,False,6
1015,1,2,1,1,2,1,acc,128,62,unacc,False,6
1390,0,3,3,1,1,1,acc,125,59,acc,True,6
674,2,1,0,2,2,2,acc,46,15,acc,True,6
1025,1,2,1,2,2,2,acc,107,48,acc,True,6
971,1,3,3,2,2,2,acc,49,16,acc,True,6
347,3,0,0,2,1,2,acc,102,42,acc,True,6
368,3,0,1,1,2,2,acc,28,10,acc,True,6
1642,0,0,0,2,1,1,acc,167,79,unacc,False,6
916,1,3,1,2,2,1,acc,177,82,acc,True,6
283,3,1,2,1,1,1,acc,132,64,unacc,False,6
1252,1,0,2,1,0,1,acc,144,70,acc,True,6
335,3,0,0,1,0,2,acc,28,10,acc,True,6
1279,1,0,3,1,0,1,acc,144,70,acc,True,6
808,2,0,1,2,2,1,acc,174,81,acc,True,6
851,2,0,3,1,1,2,acc,32,11,acc,True,6
419,3,0,3,1,1,2,acc,28,10,acc,True,6
232,3,1,0,1,2,1,acc,134,64,acc,True,6
1346,0,3,1,2,1,2,acc,112,52,acc,True,6
404,3,0,2,2,2,2,acc,101,42,acc,True,6
1040,1,2,2,1,1,2,acc,34,12,acc,True,6
632,2,2,3,1,0,2,acc,30,11,acc,True,6
1337,0,3,1,1,1,2,acc,98,39,acc,True,6
257,3,1,1,1,1,2,acc,27,10,acc,True,6
1159,1,1,2,2,2,1,acc,178,82,good,False,6
1522,0,1,0,1,0,1,acc,139,67,acc,True,6
1064,1,2,3,1,0,2,acc,34,12,acc,True,6
1450,0,2,1,2,0,1,acc,153,75,unacc,False,6
962,1,3,3,1,2,2,acc,33,12,acc,True,6
1334,0,3,1,1,0,2,acc,89,37,acc,True,6
1313,0,3,0,1,2,2,acc,93,38,acc,True,6
934,1,3,2,1,2,1,acc,122,58,acc,True,6
254,3,1,1,1,0,2,acc,27,10,acc,True,6
983,1,2,0,1,0,2,acc,34,12,acc,True,6
389,3,0,2,1,0,2,acc,28,10,acc,True,6
1414,0,2,0,1,0,1,acc,63,19,acc,True,6
902,1,3,1,1,0,2,acc,33,12,acc,True,6
742,2,1,3,1,1,1,acc,138,65,acc,True,6
1417,0,2,0,1,1,1,acc,63,19,acc,True,6
1340,0,3,1,1,2,2,acc,93,38,acc,True,6
1426,0,2,0,2,1,1,acc,167,79,unacc,False,6
643,2,2,3,2,1,1,acc,162,77,acc,True,6
823,2,0,2,1,1,1,acc,69,21,acc,True,6
403,3,0,2,2,2,1,acc,169,80,unacc,False,6
620,2,2,2,2,2,2,acc,104,45,acc,True,6
1456,0,2,1,2,2,1,acc,83,24,good,False,6
367,3,0,1,1,2,1,acc,143,68,acc,True,6
611,2,2,2,1,2,2,acc,30,11,acc,True,6
1042,1,2,2,1,2,1,acc,130,62,acc,True,6
830,2,0,2,2,0,2,acc,47,15,acc,True,6
233,3,1,0,1,2,2,acc,27,10,acc,True,6
1210,1,0,0,2,1,1,acc,166,78,good,False,6
365,3,0,1,1,1,2,acc,28,10,acc,True,6
374,3,0,1,2,1,2,acc,102,42,acc,True,6
1172,1,1,3,1,0,2,acc,84,35,acc,True,6
1372,0,3,2,2,1,1,acc,168,79,good,False,6
671,2,1,0,2,1,2,acc,46,15,acc,True,6
1445,0,2,1,1,1,2,acc,98,39,acc,True,6
832,2,0,2,2,1,1,acc,160,77,unacc,False,6
1181,1,1,3,2,0,2,acc,110,50,acc,True,6
1147,1,1,2,1,1,1,acc,66,20,acc,True,6
1117,1,1,1,1,0,1,acc,66,20,acc,True,6
859,2,0,3,2,1,1,acc,162,77,acc,True,6
269,3,1,1,2,2,2,acc,43,14,acc,True,6
398,3,0,2,2,0,2,acc,100,42,unacc,False,6
1154,1,1,2,2,0,2,acc,110,50,acc,True,6
1660,0,0,1,1,1,1,acc,147,71,acc,True,6
242,3,1,0,2,2,2,acc,43,14,acc,True,6
418,3,0,3,1,1,1,acc,141,68,unacc,False,6
1150,1,1,2,1,2,1,acc,66,20,acc,True,6
998,1,2,0,2,2,2,acc,106,48,unacc,False,6
314,3,1,3,1,2,2,acc,27,10,acc,True,6
1375,0,3,2,2,2,1,acc,83,24,good,False,6
322,3,1,3,2,2,1,acc,169,80,unacc,False,6
377,3,0,1,2,2,2,acc,101,42,acc,True,6
887,1,3,0,2,1,2,acc,49,16,acc,True,6
986,1,2,0,1,1,2,acc,34,12,acc,True,6
1400,0,3,3,2,1,2,acc,112,52,acc,True,6
1156,1,1,2,2,1,1,acc,165,78,acc,True,6
1498,0,2,3,1,1,1,acc,63,19,acc,True,6
320,3,1,3,2,1,2,acc,43,14,acc,True,6
295,3,1,2,2,2,1,acc,169,80,unacc,False,6
773,2,0,0,1,2,2,acc,32,11,acc,True,6
1480,0,2,2,2,1,1,acc,168,79,good,False,6
1420,0,2,0,1,2,1,acc,63,19,acc,True,6
268,3,1,1,2,2,1,acc,169,80,unacc,False,6
781,2,0,0,2,2,1,acc,174,81,acc,True,6
664,2,1,0,1,2,1,acc,135,65,unacc,False,6
425,3,0,3,2,0,2,acc,100,42,unacc,False,6
260,3,1,1,1,2,2,acc,27,10,acc,True,6
878,1,3,0,1,1,2,acc,33,12,acc,True,6
692,2,1,1,1,2,2,acc,31,11,acc,True,6
848,2,0,3,1,0,2,acc,32,11,acc,True,6
917,1,3,1,2,2,2,acc,49,16,acc,True,6
1070,1,2,3,1,2,2,acc,34,12,acc,True,6
835,2,0,2,2,2,1,acc,174,81,acc,True,6
1321,0,3,0,2,2,1,acc,83,24,good,False,6
1718,0,0,3,1,2,2,vgood,96,38,vgood,True,6
1148,1,1,2,1,1,2,vgood,84,35,acc,False,6
1556,0,1,1,1,2,2,vgood,95,38,vgood,True,6
1499,0,2,3,1,1,2,vgood,97,39,vgood,True,6
1670,0,0,1,2,1,2,vgood,55,17,unacc,False,6
1724,0,0,3,2,1,2,vgood,55,17,unacc,False,6
1430,0,2,0,2,2,2,vgood,116,53,vgood,True,6
1688,0,0,2,1,1,2,vgood,99,39,vgood,True,6
1529,0,1,0,1,2,2,vgood,95,38,vgood,True,6
1184,1,1,3,2,1,2,vgood,110,50,acc,False,6
1619,0,1,3,2,2,2,vgood,118,54,vgood,True,6
1583,0,1,2,1,2,2,vgood,95,38,vgood,True,6
1097,1,1,0,1,2,2,vgood,85,35,vgood,True,6
1538,0,1,0,2,2,2,vgood,118,54,vgood,True,6
1697,0,0,2,2,1,2,vgood,55,17,unacc,False,6
1502,0,2,3,1,2,2,vgood,94,38,vgood,True,6
1295,1,0,3,2,2,2,vgood,51,16,vgood,True,6
1187,1,1,3,2,2,2,vgood,111,50,vgood,True,6
1256,1,0,2,1,1,2,vgood,87,36,vgood,True,6
1580,0,1,2,1,1,2,vgood,99,39,vgood,True,6
1268,1,0,2,2,2,2,vgood,51,16,vgood,True,6
1130,1,1,1,2,1,2,vgood,110,50,acc,False,6
1484,0,2,2,2,2,2,vgood,116,53,vgood,True,6
1292,1,0,3,2,1,2,vgood,51,16,vgood,True,6
1727,0,0,3,2,2,2,vgood,55,17,unacc,False,6
1673,0,0,1,2,2,2,vgood,55,17,unacc,False,6
1672,0,0,1,2,2,1,good,83,24,good,True,6
1523,0,1,0,1,0,2,good,91,37,good,True,6
1667,0,0,1,2,0,2,good,55,17,unacc,False,6
1229,1,0,1,1,1,2,good,87,36,vgood,False,6
1661,0,0,1,1,1,2,good,98,39,acc,False,6
1262,1,0,2,2,0,2,good,51,16,vgood,False,6
1555,0,1,1,1,2,1,good,140,67,good,True,6
1559,0,1,1,2,0,2,good,117,54,good,True,6
1579,0,1,2,1,1,1,good,139,67,acc,False,6
1717,0,0,3,1,2,1,good,148,71,good,True,6
1643,0,0,0,2,1,2,good,55,17,unacc,False,6
1202,1,0,0,1,1,2,good,87,36,vgood,False,6
1685,0,0,2,1,0,2,good,92,37,good,True,6
1631,0,0,0,1,0,2,good,92,37,good,True,6
1615,0,1,3,2,1,1,good,168,79,good,True,6
1211,1,0,0,2,1,2,good,51,16,vgood,False,6
1289,1,0,3,2,0,2,good,51,16,vgood,False,6
1235,1,0,1,2,0,2,good,51,16,vgood,False,6
1285,1,0,3,1,2,1,good,145,70,good,True,6
1294,1,0,3,2,2,1,good,176,82,acc,False,6
1634,0,0,0,1,1,2,good,98,39,acc,False,6
1609,0,1,3,1,2,1,good,140,67,good,True,6
1240,1,0,1,2,2,1,good,177,82,acc,False,6
1213,1,0,0,2,2,1,good,175,82,acc,False,6
1553,0,1,1,1,1,2,good,98,39,acc,False,6
1226,1,0,1,1,0,2,good,88,36,good,True,6
1588,0,1,2,2,1,1,good,168,79,good,True,6
1690,0,0,2,1,2,1,good,148,71,good,True,6
