,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat,18,8,republican,False,3
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat,28,20,democrat,True,3
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,26,19,democrat,True,3
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,25,19,democrat,True,3
342,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,democrat,24,19,republican,False,3
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat,18,8,republican,False,3
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat,28,20,democrat,True,3
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat,26,19,democrat,True,3
360,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,26,19,democrat,True,3
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat,26,19,democrat,True,3
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat,26,19,democrat,True,3
366,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,democrat,25,19,democrat,True,3
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat,26,19,democrat,True,3
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat,26,19,democrat,True,3
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat,21,15,democrat,True,3
381,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,democrat,26,19,democrat,True,3
382,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,democrat,21,15,democrat,True,3
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat,26,19,democrat,True,3
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat,26,19,democrat,True,3
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat,14,5,republican,False,3
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat,18,8,republican,False,3
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat,18,8,republican,False,3
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat,18,8,republican,False,3
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat,26,19,democrat,True,3
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat,26,19,democrat,True,3
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat,21,15,democrat,True,3
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat,25,19,democrat,True,3
418,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,democrat,25,19,democrat,True,3
419,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,25,19,democrat,True,3
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat,26,19,democrat,True,3
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,26,19,democrat,True,3
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,26,19,democrat,True,3
424,-1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,1,1,democrat,24,19,republican,False,3
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat,25,19,democrat,True,3
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,25,19,democrat,True,3
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
113,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
279,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
303,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
89,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,0,republican,25,21,republican,True,4
49,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
251,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
166,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,republican,26,21,democrat,False,4
313,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
339,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,18,11,democrat,False,4
420,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,republican,25,21,republican,True,4
59,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican,22,14,democrat,False,4
324,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,18,11,democrat,False,4
204,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
351,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,republican,15,10,republican,True,4
401,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican,18,11,democrat,False,4
0,-1,1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican,25,21,republican,True,4
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,republican,3,0,democrat,False,4
224,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican,22,14,democrat,False,4
99,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,republican,22,14,democrat,False,4
8,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
207,1,0,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
14,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,0,-1,0,republican,26,21,democrat,False,4
107,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,republican,3,0,democrat,False,4
267,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,republican,2,0,democrat,False,4
410,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,18,11,democrat,False,4
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,18,11,democrat,False,4
347,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
126,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,25,21,republican,True,4
327,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican,3,0,democrat,False,4
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican,22,14,democrat,False,4
217,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
357,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
117,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
188,1,0,-1,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,republican,26,21,democrat,False,4
353,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,republican,18,11,democrat,False,4
356,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
195,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,25,21,republican,True,4
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican,25,21,republican,True,4
15,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,0,republican,25,21,republican,True,4
73,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,republican,15,10,republican,True,4
135,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican,25,21,republican,True,4
136,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,republican,18,11,democrat,False,4
335,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,republican,18,11,democrat,False,4
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,26,21,democrat,False,4
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
250,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,22,14,democrat,False,4
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,25,21,republican,True,4
225,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
283,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
281,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,republican,22,14,democrat,False,4
343,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,republican,15,10,republican,True,4
56,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican,18,11,democrat,False,4
223,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican,25,21,republican,True,4
242,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,republican,2,0,democrat,False,4
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,25,21,republican,True,4
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican,18,11,democrat,False,4
378,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,25,21,republican,True,4
340,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,republican,18,11,democrat,False,4
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat,2,0,democrat,True,4
185,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,democrat,2,0,democrat,True,4
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat,2,0,democrat,True,4
114,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
41,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat,2,0,democrat,True,4
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat,2,0,democrat,True,4
192,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat,18,11,democrat,True,4
168,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,0,democrat,15,10,republican,False,4
75,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat,18,11,democrat,True,4
13,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0,democrat,2,0,democrat,True,4
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat,2,0,democrat,True,4
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
48,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,democrat,2,0,democrat,True,4
5,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,democrat,2,0,democrat,True,4
332,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
387,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,democrat,2,0,democrat,True,4
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat,2,0,democrat,True,4
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat,2,0,democrat,True,4
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat,2,0,democrat,True,4
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat,2,0,democrat,True,4
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat,2,0,democrat,True,4
128,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
209,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat,2,0,democrat,True,4
42,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat,2,0,democrat,True,4
226,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat,2,0,democrat,True,4
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat,2,0,democrat,True,4
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,2,0,democrat,True,4
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat,2,0,democrat,True,4
365,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat,2,0,democrat,True,4
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat,25,21,republican,False,4
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat,2,0,democrat,True,4
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat,2,0,democrat,True,4
245,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat,2,0,democrat,True,4
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat,18,11,democrat,True,4
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat,2,0,democrat,True,4
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat,2,0,democrat,True,4
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat,2,0,democrat,True,4
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat,2,0,democrat,True,4
80,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,democrat,2,0,democrat,True,4
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat,2,0,democrat,True,4
318,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
115,-1,0,1,-1,0,0,1,1,1,1,0,0,-1,-1,1,1,democrat,2,0,democrat,True,4
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat,3,0,democrat,True,4
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat,2,0,democrat,True,4
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
216,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,0,democrat,2,0,democrat,True,4
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
244,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,2,0,democrat,True,4
292,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,democrat,2,0,democrat,True,4
138,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,democrat,2,0,democrat,True,4
333,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
428,0,0,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,2,0,democrat,True,4
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat,2,0,democrat,True,4
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,3,0,democrat,True,4
102,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,democrat,2,0,democrat,True,4
62,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,democrat,2,0,democrat,True,4
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat,2,0,democrat,True,4
269,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
265,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,2,0,democrat,True,4
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat,2,0,democrat,True,4
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat,3,0,democrat,True,4
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat,3,0,democrat,True,4
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat,2,0,democrat,True,4
177,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,democrat,2,0,democrat,True,4
110,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat,2,0,democrat,True,4
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat,2,0,democrat,True,4
118,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,democrat,2,0,democrat,True,4
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat,2,0,democrat,True,4
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat,2,0,democrat,True,4
0,-1,1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican,10,5,republican,True,5
7,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,republican,16,14,democrat,False,5
10,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,republican,10,5,republican,True,5
36,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,republican,15,14,republican,True,5
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,16,14,democrat,False,5
38,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,14,republican,True,5
49,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
51,-1,1,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
61,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
66,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,republican,10,5,republican,True,5
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
73,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,republican,12,9,democrat,False,5
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,14,republican,True,5
84,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
87,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
111,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,14,republican,True,5
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican,13,11,republican,True,5
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
122,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,15,14,republican,True,5
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
132,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican,15,14,republican,True,5
134,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,16,14,democrat,False,5
136,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,republican,10,5,republican,True,5
142,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,republican,12,9,democrat,False,5
154,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
158,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,12,9,democrat,False,5
176,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,republican,12,9,democrat,False,5
188,1,0,-1,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,republican,12,9,democrat,False,5
190,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,16,14,democrat,False,5
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican,15,14,republican,True,5
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,16,14,democrat,False,5
