,buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med
1006,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1007,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1012,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1014,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1017,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1018,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
1020,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1026,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1027,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1028,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1029,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1030,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1031,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1032,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1033,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1034,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1036,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
1038,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1041,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1045,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
1047,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1050,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1053,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1054,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1055,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
1056,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1057,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1058,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
1059,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1060,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
1061,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1062,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1063,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1065,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1072,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1074,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1077,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
1080,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1081,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1082,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1083,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1084,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1085,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1086,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1087,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1088,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1089,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1092,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1095,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1098,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1099,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1100,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1101,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
1104,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1107,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
1108,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1109,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
1110,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1112,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1113,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1114,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1115,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1116,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1119,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1122,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1125,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1128,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1131,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1134,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1135,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1136,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1137,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1139,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1140,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1141,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1142,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1143,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1146,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1149,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1152,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1155,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1158,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1161,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1162,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1163,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
1165,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1166,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
1167,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1168,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
1169,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1170,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1173,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1176,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1179,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
1185,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
1188,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1189,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1190,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1191,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1193,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1194,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1195,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1197,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1200,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1203,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1206,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1207,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1208,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1212,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1215,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
1216,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1217,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
1218,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1219,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1220,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1221,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1222,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1224,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1230,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1236,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1239,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1242,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1244,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1245,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1247,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1249,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1250,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1251,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1257,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1263,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1269,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1270,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1271,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
1272,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1273,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1274,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
1275,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1276,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
1277,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1278,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1284,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1287,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
1290,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1293,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
1298,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False
1300,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
1301,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False
1302,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
1303,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
1304,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
1305,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
1306,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
1308,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
1311,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
1314,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
1315,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
1316,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False
1317,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
1318,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True
1320,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
1323,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
1324,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
1325,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
1326,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
1328,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
1329,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
1330,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
1331,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
1332,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1333,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
1335,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1336,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1338,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1341,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
1342,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1344,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
1347,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
1350,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
1352,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
1355,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
1356,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
1357,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
1358,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
1360,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
1362,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1368,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1369,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1374,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1377,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1379,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
1380,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
1381,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
1382,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
1384,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
1385,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
1387,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
1389,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1392,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1395,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
1396,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1398,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1401,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1404,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1405,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1407,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1409,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1410,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1413,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1416,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1419,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1422,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1423,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1424,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1428,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1432,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1433,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
1434,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1435,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1436,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1437,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1438,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1439,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1440,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1443,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1446,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1449,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1452,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1458,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1460,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1461,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1462,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1464,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1465,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1473,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1476,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1479,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1482,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1485,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1486,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1488,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1489,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1490,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
1493,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1494,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1497,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1500,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1503,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
1509,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
1512,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1513,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1514,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1515,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1516,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1517,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1520,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1521,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1527,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1530,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1531,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1532,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1533,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
1536,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1539,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
1544,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1545,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1546,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1547,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1548,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1551,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1554,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1557,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1560,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1563,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1566,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1567,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1568,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1569,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1570,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1571,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1572,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1574,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1575,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1578,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1581,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1584,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1587,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1590,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1593,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1594,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1595,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
1597,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1599,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1600,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
1601,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1602,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1605,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1611,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
1617,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
1620,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1624,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1625,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1626,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1627,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1629,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1632,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1638,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1639,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1640,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
