,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
3734,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,240,148,11.49134948096886,2.2241232743860904,4
376,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,240,148,11.49134948096886,0.24142431244836887,4
74,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13,239,148,11.535836177474405,2.143775699192763,4
2726,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,212,124,11.333333333333334,18.777777777777782,4
2793,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12,240,148,11.49134948096886,0.2587253505106473,4
2781,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10,240,148,11.49134948096886,2.2241232743860904,4
2224,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,239,148,11.535836177474405,6.430465118988001,4
3220,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,170,93,8.705882352941176,5.262975778546716,4
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,239,148,11.535836177474405,0.2871204090903817,4
2954,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12,240,148,11.49134948096886,0.2587253505106473,4
2890,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8,240,148,11.49134948096886,12.189521198261534,4
345,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,170,93,8.705882352941176,18.439446366782015,4
2542,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,239,148,11.535836177474405,6.072103344243954,4
4161,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11,239,148,11.535836177474405,0.2871204090903817,4
4032,I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8,212,124,11.333333333333334,11.111111111111114,4
2225,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,240,148,11.49134948096886,2.2760263885729257,4
3627,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,240,148,11.49134948096886,2.2241232743860904,4
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,240,148,11.49134948096886,6.206822236323812,4
3723,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,212,124,11.333333333333334,5.444444444444447,4
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,170,93,8.705882352941176,0.4982698961937706,4
3886,F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,198,113,9.2,4.839999999999997,4
80,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9,239,148,11.535836177474405,6.430465118988001,4
4038,I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11,212,124,11.333333333333334,0.11111111111111151,4
3120,F,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9,198,113,9.2,0.039999999999999716,4
951,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,170,93,8.705882352941176,0.4982698961937706,4
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,170,93,8.705882352941176,1.6747404844290676,4
1784,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8,170,93,8.705882352941176,0.4982698961937706,4
2725,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,212,124,11.333333333333334,11.111111111111114,4
928,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,212,124,11.333333333333334,28.44444444444445,4
331,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,198,113,9.2,1.4399999999999984,4
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,212,124,11.333333333333334,18.777777777777782,4
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,240,148,11.49134948096886,12.310628464697484,4
1292,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,212,124,11.333333333333334,5.444444444444447,4
409,M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,170,93,8.705882352941176,0.4982698961937706,4
2471,M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,240,148,11.49134948096886,72.39713365500887,4
2897,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10,212,124,11.333333333333334,1.7777777777777795,4
2449,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,198,113,9.2,0.039999999999999716,4
2469,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,240,148,11.49134948096886,2.2760263885729257,4
3405,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,212,124,11.333333333333334,18.777777777777782,4
1235,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,212,124,11.333333333333334,18.777777777777782,4
2610,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,239,148,11.535836177474405,6.430465118988001,4
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,239,148,11.535836177474405,2.3587927640391912,4
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11,239,148,11.535836177474405,0.2871204090903817,4
2898,I,0.55,0.435,0.165,0.804,0.34,0.194,0.244,8,241,148,12.03448275862069,16.277051129607617,4
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,240,148,11.49134948096886,20.172220160199256,4
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,212,124,11.333333333333334,1.7777777777777795,4
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8,212,124,11.333333333333334,11.111111111111114,4
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,239,148,11.535836177474405,6.430465118988001,4
166,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20,239,148,11.535836177474405,71.6420692145511,4
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,212,124,11.333333333333334,18.777777777777782,4
437,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,212,124,11.333333333333334,7.111111111111108,4
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,170,93,8.705882352941176,5.262975778546716,4
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,239,148,11.535836177474405,20.57380982888562,4
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6,212,124,11.333333333333334,28.44444444444445,4
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,170,93,8.705882352941176,10.851211072664364,4
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,239,148,11.535836177474405,2.3587927640391912,4
3525,I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,212,124,11.333333333333334,28.44444444444445,4
4009,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8,240,148,11.49134948096886,12.189521198261534,4
2932,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10,240,148,11.49134948096886,2.2241232743860904,4
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,212,124,11.333333333333334,18.777777777777782,4
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,212,124,11.333333333333334,11.111111111111114,4
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11,240,148,11.49134948096886,0.24142431244836887,4
1818,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,239,148,11.535836177474405,2.3587927640391912,4
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,239,148,11.535836177474405,6.430465118988001,4
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,241,148,12.03448275862069,8.79429250891795,4
2254,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,240,148,11.49134948096886,6.293327426635204,4
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,170,93,8.705882352941176,7.321799307958473,4
85,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12,239,148,11.535836177474405,0.21544805414157234,4
2304,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,240,148,11.49134948096886,0.24142431244836887,4
1288,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,212,124,11.333333333333334,18.777777777777782,4
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,212,124,11.333333333333334,28.44444444444445,4
2173,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,170,93,8.705882352941176,1.6747404844290676,4
4157,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8,170,93,8.705882352941176,0.4982698961937706,4
2637,I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,212,124,11.333333333333334,18.777777777777782,4
241,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,212,124,11.333333333333334,40.11111111111112,4
3804,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,212,124,11.333333333333334,18.777777777777782,4
4054,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10,239,148,11.535836177474405,2.3587927640391912,4
3554,I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,212,124,11.333333333333334,11.111111111111114,4
430,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,239,148,11.535836177474405,41.78541392444872,4
2133,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,170,93,8.705882352941176,0.08650519031141912,4
3635,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,212,124,11.333333333333334,28.44444444444445,4
3869,F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,198,113,9.2,0.039999999999999716,4
2215,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,198,113,9.2,0.6400000000000011,4
2519,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,212,124,11.333333333333334,18.777777777777782,4
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,240,148,11.49134948096886,0.24142431244836887,4
4076,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8,241,148,12.03448275862069,16.277051129607617,4
4096,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12,239,148,11.535836177474405,0.21544805414157234,4
575,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,239,148,11.535836177474405,0.2871204090903817,4
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,240,148,11.49134948096886,0.24142431244836887,4
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5,212,124,11.333333333333334,40.11111111111112,4
3797,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,240,148,11.49134948096886,2.2760263885729257,4
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,240,148,11.49134948096886,0.2587253505106473,4
1857,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8,212,124,11.333333333333334,11.111111111111114,4
2766,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,239,148,11.535836177474405,12.50213747393681,4
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,240,148,11.49134948096886,0.24142431244836887,4
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11,198,113,9.2,3.2400000000000024,4
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,170,93,8.705882352941176,2.910034602076122,4
516,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,170,93,8.705882352941176,0.08650519031141912,4
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,240,148,11.49134948096886,0.2587253505106473,4
2525,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,240,148,11.49134948096886,6.206822236323812,4
2784,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9,240,148,11.49134948096886,6.206822236323812,4
1859,I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10,241,148,12.03448275862069,4.139120095124855,4
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,198,113,9.2,33.64000000000001,4
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,212,124,11.333333333333334,28.44444444444445,4
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,170,93,8.705882352941176,1.6747404844290676,4
3857,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,240,148,11.49134948096886,20.327929502759762,4
1114,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9,212,124,11.333333333333334,5.444444444444447,4
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12,239,148,11.535836177474405,0.21544805414157234,4
173,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,198,113,9.2,1.4399999999999984,4
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,239,148,11.535836177474405,12.000430989295143,4
610,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12,198,113,9.2,7.840000000000004,4
197,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16,240,148,11.49134948096886,20.327929502759762,4
3807,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,198,113,9.2,1.4399999999999984,4
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6,212,124,11.333333333333334,28.44444444444445,4
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,170,93,8.705882352941176,0.08650519031141912,4
230,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,240,148,11.49134948096886,2.2760263885729257,4
2816,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6,212,124,11.333333333333334,28.44444444444445,4
4106,F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11,239,148,11.535836177474405,0.2871204090903817,4
997,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8,240,148,11.49134948096886,12.189521198261534,4
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,170,93,8.705882352941176,0.08650519031141912,4
2654,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,198,113,9.2,0.039999999999999716,4
3083,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4,212,124,11.333333333333334,53.777777777777786,4
1246,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,212,124,11.333333333333334,18.777777777777782,4
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,240,148,11.49134948096886,12.310628464697484,4
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,212,124,11.333333333333334,18.777777777777782,4
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,240,148,11.49134948096886,30.34523054082204,4
2075,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,240,148,11.49134948096886,6.206822236323812,4
3655,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,170,93,8.705882352941176,0.08650519031141912,4
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,212,124,11.333333333333334,28.44444444444445,4
3272,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,170,93,8.705882352941176,5.262975778546716,4
1437,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,212,124,11.333333333333334,28.44444444444445,4
2705,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,240,148,11.49134948096886,2.2760263885729257,4
4031,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8,212,124,11.333333333333334,11.111111111111114,4
3545,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,212,124,11.333333333333334,11.111111111111114,4
3258,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,170,93,8.705882352941176,2.910034602076122,4
1763,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12,240,148,11.49134948096886,0.2587253505106473,4
4116,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9,240,148,11.49134948096886,6.206822236323812,4
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,241,148,12.03448275862069,1.0701545778834736,4
1830,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7,212,124,11.333333333333334,18.777777777777782,4
3172,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11,198,113,9.2,3.2400000000000024,4
3386,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,240,148,11.49134948096886,2.2760263885729257,4
1125,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10,170,93,8.705882352941176,1.6747404844290676,4
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,240,148,11.49134948096886,2.2241232743860904,4
2216,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7,212,124,11.333333333333334,18.777777777777782,4
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,212,124,11.333333333333334,18.777777777777782,4
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,240,148,11.49134948096886,2.2760263885729257,4
2289,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10,239,148,11.535836177474405,2.3587927640391912,4
1278,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,212,124,11.333333333333334,11.111111111111114,4
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,239,148,11.535836177474405,2.143775699192763,4
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,170,93,8.705882352941176,1.6747404844290676,4
799,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,198,113,9.2,3.2400000000000024,4
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,212,124,11.333333333333334,1.7777777777777795,4
2912,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9,241,148,12.03448275862069,9.208085612366235,4
2462,M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,170,93,8.705882352941176,0.4982698961937706,4
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,239,148,11.535836177474405,6.430465118988001,4
3385,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,198,113,9.2,14.440000000000005,4
2625,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,240,148,11.49134948096886,2.2241232743860904,4
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7,212,124,11.333333333333334,18.777777777777782,4
1483,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,240,148,11.49134948096886,12.189521198261534,4
132,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7,198,113,9.2,4.839999999999997,4
3273,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,198,113,9.2,14.440000000000005,4
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,239,148,11.535836177474405,6.430465118988001,4
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7,170,93,8.705882352941176,2.910034602076122,4
2192,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,239,148,11.535836177474405,6.072103344243954,4
2613,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,239,148,11.535836177474405,0.2871204090903817,4
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,212,124,11.333333333333334,11.111111111111114,4
228,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,239,148,11.535836177474405,0.2871204090903817,4
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,212,124,11.333333333333334,28.44444444444445,4
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,170,93,8.705882352941176,1.6747404844290676,4
454,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,239,148,11.535836177474405,6.072103344243954,4
3565,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,239,148,11.535836177474405,6.430465118988001,4
3438,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,212,124,11.333333333333334,28.44444444444445,4
1179,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11,240,148,11.49134948096886,0.24142431244836887,4
1921,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10,240,148,11.49134948096886,2.2241232743860904,4
894,I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3,212,124,11.333333333333334,69.44444444444446,4
3890,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16,170,93,8.705882352941176,53.20415224913496,4
3104,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,240,148,11.49134948096886,2.2241232743860904,4
3516,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,239,148,11.535836177474405,0.2871204090903817,4
1484,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,239,148,11.535836177474405,6.430465118988001,4
2861,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12,239,148,11.535836177474405,0.21544805414157234,4
3239,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,239,148,11.535836177474405,12.000430989295143,4
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,240,148,11.49134948096886,0.2587253505106473,4
3470,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,240,148,11.49134948096886,0.24142431244836887,4
2773,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,239,148,11.535836177474405,0.2871204090903817,4
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,240,148,11.49134948096886,6.293327426635204,4
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8,241,148,12.03448275862069,16.277051129607617,4
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,239,148,11.535836177474405,2.3587927640391912,4
2343,I,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6,212,124,11.333333333333334,28.44444444444445,4
3261,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,239,148,11.535836177474405,0.21544805414157234,4
2199,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21,239,148,11.535836177474405,89.57039685960228,4
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,240,148,11.49134948096886,2.2760263885729257,4
3747,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,212,124,11.333333333333334,28.44444444444445,4
2339,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,240,148,11.49134948096886,30.34523054082204,4
3461,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,239,148,11.535836177474405,0.2871204090903817,4
2051,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,198,113,9.2,1.4399999999999984,4
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,239,148,11.535836177474405,0.2871204090903817,4
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,212,124,11.333333333333334,28.44444444444445,4
1719,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11,240,148,11.49134948096886,0.24142431244836887,4
3808,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,170,93,8.705882352941176,1.6747404844290676,4
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8,170,93,8.705882352941176,0.4982698961937706,4
609,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,170,93,8.705882352941176,10.851211072664364,4
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,170,93,8.705882352941176,0.4982698961937706,4
3196,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5,212,124,11.333333333333334,40.11111111111112,4
3840,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,239,148,11.535836177474405,6.430465118988001,4
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,240,148,11.49134948096886,2.2241232743860904,4
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8,212,124,11.333333333333334,11.111111111111114,4
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,212,124,11.333333333333334,5.444444444444447,4
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18,239,148,11.535836177474405,41.78541392444872,4
2549,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,212,124,11.333333333333334,40.11111111111112,4
371,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,239,148,11.535836177474405,19.928758634346334,4
1797,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8,241,148,12.03448275862069,16.277051129607617,4
3394,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,240,148,11.49134948096886,2.2760263885729257,4
15,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,240,148,11.49134948096886,0.2587253505106473,4
2997,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9,239,148,11.535836177474405,6.430465118988001,4
3300,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,239,148,11.535836177474405,19.928758634346334,4
2664,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,198,113,9.2,0.039999999999999716,4
4160,F,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11,239,148,11.535836177474405,0.2871204090903817,4
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12,239,148,11.535836177474405,0.21544805414157234,4
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,170,93,8.705882352941176,0.08650519031141912,4
3020,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8,212,124,11.333333333333334,11.111111111111114,4
81,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12,240,148,11.49134948096886,0.2587253505106473,4
3523,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,212,124,11.333333333333334,53.777777777777786,4
3675,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,240,148,11.49134948096886,2.2241232743860904,4
1516,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,240,148,11.49134948096886,2.2241232743860904,4
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,212,124,11.333333333333334,5.444444444444447,4
3906,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,170,93,8.705882352941176,22.145328719723178,4
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,240,148,11.49134948096886,72.39713365500887,4
3912,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,212,124,11.333333333333334,13.44444444444444,4
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,241,148,12.03448275862069,4.139120095124855,4
3981,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8,240,148,11.49134948096886,12.189521198261534,4
3421,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,240,148,11.49134948096886,0.24142431244836887,4
2406,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,239,148,11.535836177474405,2.3587927640391912,4
3813,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,212,124,11.333333333333334,11.111111111111114,4
3951,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13,198,113,9.2,14.440000000000005,4
2720,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,212,124,11.333333333333334,18.777777777777782,4
519,F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,198,113,9.2,10.239999999999995,4
324,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,170,93,8.705882352941176,2.910034602076122,4
2349,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,198,113,9.2,0.039999999999999716,4
