,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,13,6,144.0,16384.0,8
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,13,6,144.0,17424.0,8
46,810.0,512.0,512.0,8.0,1.0,1.0,18,13,6,144.0,15876.0,8
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,13,6,144.0,14161.0,8
25,320.0,512.0,2000.0,4.0,1.0,3.0,69,13,6,144.0,5625.0,8
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,13,6,144.0,15376.0,8
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,13,6,144.0,13924.0,8
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,24,15,450.75,99067.5625,8
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,13,6,144.0,4096.0,8
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,13,6,144.0,11664.0,8
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,13,6,144.0,14641.0,8
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,24,15,450.75,112057.5625,8
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,13,6,144.0,9604.0,8
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,24,15,450.75,159800.0625,8
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,13,6,144.0,8836.0,8
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,13,6,144.0,900.0,8
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,13,6,144.0,7056.0,8
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,13,6,144.0,11236.0,8
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,13,6,144.0,18769.0,8
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,13,6,144.0,4624.0,8
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,13,6,144.0,13689.0,8
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,13,6,144.0,5476.0,8
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,13,6,144.0,5929.0,8
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,24,15,450.75,114075.0625,8
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,13,6,144.0,6561.0,8
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,24,15,450.75,41107.5625,8
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,13,6,144.0,50176.0,8
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,13,6,144.0,13924.0,8
99,480.0,96.0,512.0,0.0,1.0,1.0,6,13,6,144.0,19044.0,8
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,13,6,144.0,2025.0,8
28,320.0,512.0,5000.0,4.0,1.0,5.0,77,13,6,144.0,4489.0,8
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,24,15,450.75,109395.5625,8
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,13,6,144.0,10816.0,8
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,13,6,144.0,6084.0,8
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,13,6,144.0,10816.0,8
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,13,6,144.0,18496.0,8
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,24,15,450.75,94710.0625,8
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,13,6,144.0,17424.0,8
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,13,6,144.0,12321.0,8
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,13,6,144.0,17689.0,8
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,13,6,144.0,12544.0,8
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,13,6,144.0,10816.0,8
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,13,6,144.0,10816.0,8
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,13,6,144.0,12544.0,8
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,24,15,450.75,3510.5625,8
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,13,6,144.0,19044.0,8
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,13,6,144.0,6724.0,8
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,13,6,144.0,14400.0,8
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,13,6,144.0,17161.0,8
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,24,15,450.75,127985.0625,8
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,24,15,450.75,173680.5625,8
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,13,6,144.0,8836.0,8
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,13,6,144.0,26569.0,8
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,13,6,144.0,9801.0,8
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,24,15,450.75,58927.5625,8
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26,13,6,144.0,13924.0,8
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,13,6,144.0,8464.0,8
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,24,15,450.75,167076.5625,8
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,13,6,144.0,2704.0,8
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,13,6,144.0,15129.0,8
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,13,6,144.0,12996.0,8
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,13,6,144.0,12544.0,8
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,13,6,144.0,2916.0,8
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,41,23,497.3636363636364,19220.041322314046,9
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,38,19,202.25,26978.0625,9
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,38,19,202.25,26325.0625,9
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,41,23,497.3636363636364,164319.67768595042,9
15,200.0,512.0,16000.0,0.0,4.0,32.0,35,38,19,202.25,27972.5625,9
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,38,19,202.25,33580.5625,9
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,38,19,202.25,28645.5625,9
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,38,19,202.25,19951.5625,9
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,38,19,202.25,32130.5625,9
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,38,19,202.25,30712.5625,9
28,320.0,512.0,5000.0,4.0,1.0,5.0,77,38,19,202.25,15687.5625,9
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,38,19,202.25,30712.5625,9
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,41,23,497.3636363636364,16734.95041322314,9
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,38,19,202.25,19390.5625,9
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,38,19,202.25,33215.0625,9
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,38,19,202.25,30015.5625,9
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,38,19,202.25,17226.5625,9
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,38,19,202.25,27639.0625,9
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,38,19,202.25,22575.0625,9
46,810.0,512.0,512.0,8.0,1.0,1.0,18,38,19,202.25,33948.0625,9
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,38,19,202.25,26325.0625,9
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,38,19,202.25,19670.0625,9
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,38,19,202.25,31773.0625,9
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,38,19,202.25,4128.0625,9
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,38,19,202.25,31064.0625,9
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,38,19,202.25,20235.0625,9
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,38,19,202.25,36195.0625,9
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,38,19,202.25,35438.0625,9
59,800.0,256.0,8000.0,0.0,1.0,4.0,20,38,19,202.25,33215.0625,9
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,41,23,497.3636363636364,124865.85950413224,9
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,38,19,202.25,31064.0625,9
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32,38,19,202.25,28985.0625,9
73,300.0,768.0,3000.0,0.0,6.0,24.0,36,38,19,202.25,27639.0625,9
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,38,19,202.25,24727.5625,9
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,38,19,202.25,22275.5625,9
78,300.0,192.0,768.0,6.0,6.0,24.0,36,38,19,202.25,27639.0625,9
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,38,19,202.25,13983.0625,9
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,38,19,202.25,26978.0625,9
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,38,19,202.25,26978.0625,9
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,38,19,202.25,34689.0625,9
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,38,19,202.25,18564.0625,9
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,38,19,202.25,3751.5625,9
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,38,19,202.25,175.5625,9
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,38,19,202.25,32490.0625,9
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,38,19,202.25,4935.0625,9
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,41,23,497.3636363636364,1047.4049586776866,9
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465,41,23,497.3636363636364,1047.4049586776866,9
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,38,19,202.25,297.5625,9
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,38,19,202.25,38122.5625,9
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,38,19,202.25,36576.5625,9
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,38,19,202.25,36576.5625,9
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,38,19,202.25,33948.0625,9
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,38,19,202.25,32490.0625,9
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,38,19,202.25,15939.0625,9
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66,38,19,202.25,18564.0625,9
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,38,19,202.25,31773.0625,9
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,38,19,202.25,23485.5625,9
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,38,19,202.25,33948.0625,9
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,38,19,202.25,24727.5625,9
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,38,19,202.25,17490.0625,9
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,38,19,202.25,24727.5625,9
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,38,19,202.25,21978.0625,9
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,38,19,202.25,18837.5625,9
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,38,19,202.25,20235.0625,9
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50,38,19,202.25,23180.0625,9
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,38,19,202.25,18564.0625,9
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,41,23,497.3636363636364,163509.95041322315,9
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,38,19,202.25,9457.5625,9
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,38,19,202.25,25680.0625,9
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,38,19,202.25,24414.0625,9
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,41,23,497.3636363636364,157897.85950413224,9
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,38,19,202.25,23180.0625,9
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,38,19,202.25,26978.0625,9
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,38,19,202.25,8695.5625,9
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,38,19,202.25,36576.5625,9
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,38,19,202.25,20808.0625,9
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,38,19,202.25,5220.0625,9
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,38,19,202.25,16192.5625,9
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,38,19,202.25,855.5625,9
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,41,23,497.3636363636364,62182.22314049587,9
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,38,19,202.25,17490.0625,9
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,38,19,202.25,7788.0625,9
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,38,19,202.25,25680.0625,9
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,45,27,185.0,23409.0,10
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,30,15,397.4,76950.75999999998,10
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,30,15,397.4,109164.15999999999,10
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,30,15,397.4,6304.359999999996,10
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,30,15,397.4,750.7599999999987,10
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,30,15,397.4,112493.15999999999,10
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24,45,27,185.0,25921.0,10
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,45,27,185.0,27225.0,10
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,30,15,397.4,12678.760000000006,10
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,45,27,185.0,22201.0,10
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,30,15,397.4,15227.559999999994,10
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,45,27,185.0,24025.0,10
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,45,27,185.0,28561.0,10
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,30,15,397.4,43848.35999999999,10
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,45,27,185.0,29584.0,10
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,45,27,185.0,32041.0,10
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,45,27,185.0,18225.0,10
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,45,27,185.0,12996.0,10
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,30,15,397.4,133517.15999999997,10
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,45,27,185.0,21025.0,10
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,45,27,185.0,28561.0,10
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,30,15,397.4,137937.96,10
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,45,27,185.0,14641.0,10
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,30,15,397.4,33635.55999999999,10
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,45,27,185.0,25600.0,10
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,30,15,397.4,8390.560000000005,10
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,30,15,397.4,127020.95999999998,10
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144,30,15,397.4,64211.55999999999,10
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,30,15,397.4,31470.75999999999,10
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,30,15,397.4,35872.35999999999,10
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,30,15,397.4,39760.35999999999,10
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,45,27,185.0,25921.0,10
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,45,27,185.0,25600.0,10
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,30,15,397.4,133517.15999999997,10
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,45,27,185.0,23104.0,10
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,45,27,185.0,18225.0,10
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,30,15,397.4,84913.95999999999,10
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,45,27,185.0,11881.0,10
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,30,15,397.4,100742.75999999998,10
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,30,15,397.4,566406.76,10
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,45,27,185.0,22801.0,10
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,45,27,185.0,24025.0,10
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,30,15,397.4,68329.95999999999,10
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,30,15,397.4,119992.95999999998,10
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,45,27,185.0,24336.0,10
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,30,15,397.4,16486.559999999994,10
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100,45,27,185.0,7225.0,10
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,45,27,185.0,12769.0,10
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,45,27,185.0,28561.0,10
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,45,27,185.0,23409.0,10
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,30,15,397.4,5097.959999999996,10
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,30,15,397.4,924.1599999999986,10
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,45,27,185.0,21025.0,10
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,45,27,185.0,28561.0,10
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,30,15,397.4,557411.56,10
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,45,27,185.0,26569.0,10
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17,45,27,185.0,28224.0,10
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,30,15,397.4,0.15999999999998182,10
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,30,15,397.4,104587.55999999998,10
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,45,27,185.0,12769.0,10
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,30,15,397.4,82024.95999999999,10
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,30,15,397.4,69907.35999999999,10
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31,45,27,185.0,23716.0,10
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,45,27,185.0,27889.0,10
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,45,27,185.0,18225.0,10
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,45,27,185.0,29241.0,10
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,30,15,397.4,25728.159999999993,10
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,30,15,397.4,8172.159999999996,10
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,30,15,397.4,34373.15999999999,10
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,45,27,185.0,23409.0,10
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,45,27,185.0,23409.0,10
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,45,27,185.0,26569.0,10
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,30,15,397.4,96969.95999999999,10
14,350.0,64.0,64.0,0.0,1.0,4.0,10,45,27,185.0,30625.0,10
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,45,27,185.0,24025.0,10
200,180.0,262.0,4000.0,0.0,1.0,3.0,12,45,27,185.0,29929.0,10
74,300.0,768.0,3000.0,6.0,6.0,24.0,44,45,27,185.0,19881.0,10
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,30,15,397.4,70437.15999999999,10
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,30,15,397.4,64719.359999999986,10
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,30,15,397.4,69379.55999999998,10
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,30,15,397.4,66254.76,10
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,45,27,185.0,19600.0,10
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,45,27,185.0,24964.0,10
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,45,27,185.0,29929.0,10
