,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,1,0,41.61666666666667,310.3469444444445,7
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,1,0,41.61666666666667,9679.280277777776,7
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,43,25,231.0,361.0,7
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,1,0,41.61666666666667,134.94694444444445,7
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,1,0,41.61666666666667,276.11361111111114,7
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,1,0,41.61666666666667,92.48027777777779,7
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,1,0,41.61666666666667,337.94694444444445,7
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,1,0,41.61666666666667,4540.51361111111,7
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,1,0,41.61666666666667,384.81361111111113,7
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,43,25,231.0,39204.0,7
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,1,0,41.61666666666667,268.4136111111111,7
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,1,0,41.61666666666667,7811.61361111111,7
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,43,25,231.0,1849.0,7
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,43,25,231.0,3364.0,7
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,43,25,231.0,30276.0,7
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,43,25,231.0,467856.0,7
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,43,25,231.0,844561.0,7
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,1,0,41.61666666666667,0.14694444444444407,7
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45,1,0,41.61666666666667,11.44694444444444,7
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,2,0,41.90909090909091,955.3719008264461,8
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,2,0,41.90909090909091,571.6446280991735,8
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,2,0,41.90909090909091,222.2809917355371,8
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,2,0,41.90909090909091,580.3719008264464,8
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,2,0,41.90909090909091,571.6446280991735,8
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,2,0,41.90909090909091,3.644628099173544,8
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,2,0,41.90909090909091,846.2809917355373,8
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,2,0,41.90909090909091,905.4628099173556,8
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,2,0,41.90909090909091,778.9173553719007,8
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,2,0,41.90909090909091,488.00826446281,8
15,200.0,512.0,16000.0,0.0,4.0,32.0,35,2,0,41.90909090909091,47.73553719008261,8
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,2,0,41.90909090909091,65.46280991735541,8
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,24,15,450.75,70623.0625,8
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172,24,15,450.75,77701.5625,8
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,2,0,41.90909090909091,47128.46280991736,8
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,24,15,450.75,1463.0625,8
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,2,0,41.90909090909091,524.8264462809916,8
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,2,0,41.90909090909091,101.82644628099179,8
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,24,15,450.75,123025.5625,8
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,24,15,450.75,163822.5625,8
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,24,15,450.75,56050.5625,8
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,2,0,41.90909090909091,671.2809917355371,8
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,2,0,41.90909090909091,894.5537190082644,8
46,810.0,512.0,512.0,8.0,1.0,1.0,18,2,0,41.90909090909091,571.6446280991735,8
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,2,0,41.90909090909091,285.9173553719007,8
25,320.0,512.0,2000.0,4.0,1.0,3.0,69,2,0,41.90909090909091,733.917355371901,8
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,2,0,41.90909090909091,480.0082644628098,8
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,2,0,41.90909090909091,253.0991735537189,8
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,24,15,450.75,99067.5625,8
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,2,0,41.90909090909091,1450.917355371901,8
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,2,0,41.90909090909091,34.9173553719008,8
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,2,0,41.90909090909091,357.55371900826435,8
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,24,15,450.75,112057.5625,8
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,2,0,41.90909090909091,16.735537190082667,8
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,24,15,450.75,159800.0625,8
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,2,0,41.90909090909091,65.46280991735541,8
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,2,0,41.90909090909091,5197.099173553719,8
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,2,0,41.90909090909091,327.28099173553727,8
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,2,0,41.90909090909091,15.28099173553717,8
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,2,0,41.90909090909091,1218.6446280991734,8
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,2,0,41.90909090909091,1162.1900826446283,8
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,2,0,41.90909090909091,222.2809917355371,8
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,2,0,41.90909090909091,789.0991735537192,8
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,2,0,41.90909090909091,629.5537190082646,8
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,24,15,450.75,114075.0625,8
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,2,0,41.90909090909091,444.82644628099183,8
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,24,15,450.75,41107.5625,8
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,2,0,41.90909090909091,106335.28099173556,8
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,2,0,41.90909090909091,253.0991735537189,8
99,480.0,96.0,512.0,0.0,1.0,1.0,6,2,0,41.90909090909091,1289.4628099173551,8
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,2,0,41.90909090909091,21635.735537190085,8
28,320.0,512.0,5000.0,4.0,1.0,5.0,77,2,0,41.90909090909091,1231.3719008264466,8
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,24,15,450.75,109395.5625,8
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,2,0,41.90909090909091,3.644628099173544,8
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,2,0,41.90909090909091,580.3719008264464,8
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,2,0,41.90909090909091,3.644628099173544,8
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,2,0,41.90909090909091,1149.8264462809916,8
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,24,15,450.75,94710.0625,8
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,2,0,41.90909090909091,894.5537190082644,8
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,2,0,41.90909090909091,79.37190082644624,8
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,2,0,41.90909090909091,955.3719008264461,8
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,2,0,41.90909090909091,98.19008264462805,8
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,2,0,41.90909090909091,3.644628099173544,8
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,2,0,41.90909090909091,3.644628099173544,8
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,2,0,41.90909090909091,98.19008264462805,8
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,24,15,450.75,3510.5625,8
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,2,0,41.90909090909091,1289.4628099173551,8
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,2,0,41.90909090909091,403.64462809917364,8
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,2,0,41.90909090909091,320.73553719008254,8
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,2,0,41.90909090909091,835.7355371900825,8
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,24,15,450.75,127985.0625,8
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,24,15,450.75,173680.5625,8
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,2,0,41.90909090909091,65.46280991735541,8
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,2,0,41.90909090909091,70273.19008264465,8
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,2,0,41.90909090909091,9.553719008264478,8
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,24,15,450.75,58927.5625,8
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26,2,0,41.90909090909091,253.0991735537189,8
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,2,0,41.90909090909091,101.82644628099179,8
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,24,15,450.75,167076.5625,8
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,2,0,41.90909090909091,2509.099173553719,8
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,2,0,41.90909090909091,437.190082644628,8
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,2,0,41.90909090909091,141.82644628099166,8
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,2,0,41.90909090909091,98.19008264462805,8
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,2,0,41.90909090909091,24364.37190082645,8
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,41,23,497.3636363636364,19220.041322314046,9
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,1,0,52.56666666666667,212.18777777777788,9
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,1,0,52.56666666666667,157.9211111111112,9
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,41,23,497.3636363636364,164319.67768595042,9
15,200.0,512.0,16000.0,0.0,4.0,32.0,35,1,0,52.56666666666667,308.5877777777779,9
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,1,0,52.56666666666667,1126.7211111111114,9
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,1,0,52.56666666666667,382.8544444444446,9
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,1,0,52.56666666666667,71.12111111111105,9
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,1,0,52.56666666666667,874.187777777778,9
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,1,0,52.56666666666667,653.6544444444446,9
28,320.0,512.0,5000.0,4.0,1.0,5.0,77,1,0,52.56666666666667,596.9877777777776,9
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,1,0,52.56666666666667,653.6544444444446,9
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,41,23,497.3636363636364,16734.95041322314,9
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,1,0,52.56666666666667,108.85444444444437,9
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,1,0,52.56666666666667,1060.587777777778,9
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,1,0,52.56666666666667,555.387777777778,9
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,1,0,52.56666666666667,339.78777777777765,9
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,1,0,52.56666666666667,274.45444444444456,9
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,1,0,52.56666666666667,0.32111111111111484,9
46,810.0,512.0,512.0,8.0,1.0,1.0,18,1,0,52.56666666666667,1194.8544444444447,9
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,1,0,52.56666666666667,157.9211111111112,9
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,1,0,52.56666666666667,88.98777777777771,9
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,1,0,52.56666666666667,816.0544444444446,9
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,1,0,52.56666666666667,7298.854444444445,9
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,1,0,52.56666666666667,705.7877777777779,9
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,1,0,52.56666666666667,55.254444444444395,9
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,1,0,52.56666666666667,1645.6544444444446,9
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,1,0,52.56666666666667,1487.387777777778,9
59,800.0,256.0,8000.0,0.0,1.0,4.0,20,1,0,52.56666666666667,1060.587777777778,9
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,41,23,497.3636363636364,124865.85950413224,9
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,1,0,52.56666666666667,705.7877777777779,9
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32,1,0,52.56666666666667,422.9877777777779,9
73,300.0,768.0,3000.0,0.0,6.0,24.0,36,1,0,52.56666666666667,274.45444444444456,9
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,1,0,52.56666666666667,57.254444444444495,9
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,1,0,52.56666666666667,0.1877777777777749,9
78,300.0,192.0,768.0,6.0,6.0,24.0,36,1,0,52.56666666666667,274.45444444444456,9
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,1,0,52.56666666666667,988.0544444444442,9
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,1,0,52.56666666666667,212.18777777777788,9
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,1,0,52.56666666666667,212.18777777777788,9
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,1,0,52.56666666666667,1337.1211111111113,9
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,1,0,52.56666666666667,180.45444444444436,9
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,1,0,52.56666666666667,7820.4544444444455,9
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,1,0,52.56666666666667,18614.054444444446,9
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,1,0,52.56666666666667,934.3211111111113,9
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,1,0,52.56666666666667,6309.654444444445,9
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,41,23,497.3636363636364,1047.4049586776866,9
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465,41,23,497.3636363636364,1047.4049586776866,9
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,1,0,52.56666666666667,17538.58777777778,9
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,1,0,52.56666666666667,2076.3211111111113,9
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,1,0,52.56666666666667,1727.787777777778,9
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,1,0,52.56666666666667,1727.787777777778,9
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,1,0,52.56666666666667,1194.8544444444447,9
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,1,0,52.56666666666667,934.3211111111113,9
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,1,0,52.56666666666667,549.121111111111,9
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66,1,0,52.56666666666667,180.45444444444436,9
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,1,0,52.56666666666667,816.0544444444446,9
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,1,0,52.56666666666667,12.721111111111135,9
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,1,0,52.56666666666667,1194.8544444444447,9
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,1,0,52.56666666666667,57.254444444444495,9
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,1,0,52.56666666666667,303.921111111111,9
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,1,0,52.56666666666667,57.254444444444495,9
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,1,0,52.56666666666667,2.0544444444444347,9
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,1,0,52.56666666666667,154.5877777777777,9
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,1,0,52.56666666666667,55.254444444444395,9
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50,1,0,52.56666666666667,6.587777777777795,9
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,1,0,52.56666666666667,180.45444444444436,9
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,41,23,497.3636363636364,163509.95041322315,9
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,1,0,52.56666666666667,2749.2544444444443,9
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,1,0,52.56666666666667,111.65444444444451,9
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,1,0,52.56666666666667,43.121111111111155,9
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,41,23,497.3636363636364,157897.85950413224,9
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,1,0,52.56666666666667,6.587777777777795,9
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,1,0,52.56666666666667,212.18777777777788,9
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,1,0,52.56666666666667,3184.7211111111105,9
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,1,0,52.56666666666667,1727.787777777778,9
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,1,0,52.56666666666667,29.521111111111075,9
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,1,0,52.56666666666667,5995.921111111112,9
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,1,0,52.56666666666667,503.2544444444443,9
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,1,0,52.56666666666667,14504.187777777779,9
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,41,23,497.3636363636364,62182.22314049587,9
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,1,0,52.56666666666667,303.921111111111,9
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,1,0,52.56666666666667,3774.054444444444,9
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,1,0,52.56666666666667,111.65444444444451,9
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,2,0,44.59016393442623,158.51222789572694,10
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,30,15,397.4,76950.75999999998,10
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,30,15,397.4,109164.15999999999,10
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,30,15,397.4,6304.359999999996,10
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,30,15,397.4,750.7599999999987,10
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,30,15,397.4,112493.15999999999,10
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24,2,0,44.59016393442623,423.9548508465466,10
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,2,0,44.59016393442623,604.6761623219564,10
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,30,15,397.4,12678.760000000006,10
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,2,0,44.59016393442623,73.79091642031712,10
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,30,15,397.4,15227.559999999994,10
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,2,0,44.59016393442623,212.87288363343185,10
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,2,0,44.59016393442623,817.3974737973663,10
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,30,15,397.4,43848.35999999999,10
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,2,0,44.59016393442623,997.9384574039236,10
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,2,0,44.59016393442623,1489.200752485891,10
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,2,0,44.59016393442623,29.266326256382694,10
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,2,0,44.59016393442623,697.4794410104811,10
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,30,15,397.4,133517.15999999997,10
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,2,0,44.59016393442623,21.06960494490728,10
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,2,0,44.59016393442623,817.3974737973663,10
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,30,15,397.4,137937.96,10
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,2,0,44.59016393442623,376.74173609244826,10
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,30,15,397.4,33635.55999999999,10
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,2,0,44.59016393442623,383.7745229776942,10
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,30,15,397.4,8390.560000000005,10
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,30,15,397.4,127020.95999999998,10
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144,30,15,397.4,64211.55999999999,10
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,30,15,397.4,31470.75999999999,10
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,30,15,397.4,35872.35999999999,10
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,30,15,397.4,39760.35999999999,10
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,2,0,44.59016393442623,423.9548508465466,10
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,2,0,44.59016393442623,383.7745229776942,10
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32,30,15,397.4,133517.15999999997,10
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,2,0,44.59016393442623,134.33190002687448,10
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,2,0,44.59016393442623,29.266326256382694,10
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,30,15,397.4,84913.95999999999,10
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,2,0,44.59016393442623,986.5778016662188,10
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,30,15,397.4,100742.75999999998,10
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,30,15,397.4,566406.76,10
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,2,0,44.59016393442623,112.15157215802203,10
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,2,0,44.59016393442623,212.87288363343185,10
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,30,15,397.4,68329.95999999999,10
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,30,15,397.4,119992.95999999998,10
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,2,0,44.59016393442623,243.0532115022843,10
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,30,15,397.4,16486.559999999994,10
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100,2,0,44.59016393442623,3070.2499328137596,10
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,2,0,44.59016393442623,751.2991131416286,10
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,2,0,44.59016393442623,817.3974737973663,10
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,2,0,44.59016393442623,158.51222789572694,10
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,30,15,397.4,5097.959999999996,10
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,30,15,397.4,924.1599999999986,10
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,2,0,44.59016393442623,21.06960494490728,10
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,2,0,44.59016393442623,817.3974737973663,10
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,30,15,397.4,557411.56,10
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,2,0,44.59016393442623,510.3155065842515,10
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17,2,0,44.59016393442623,761.2171459285138,10
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,30,15,397.4,0.15999999999998182,10
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,30,15,397.4,104587.55999999998,10
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,2,0,44.59016393442623,751.2991131416286,10
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,30,15,397.4,82024.95999999999,10
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,30,15,397.4,69907.35999999999,10
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31,2,0,44.59016393442623,184.6925557645794,10
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,2,0,44.59016393442623,707.0368180596614,10
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,2,0,44.59016393442623,29.266326256382694,10
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,2,0,44.59016393442623,935.7581295350712,10
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,30,15,397.4,25728.159999999993,10
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,30,15,397.4,8172.159999999996,10
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,30,15,397.4,34373.15999999999,10
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,2,0,44.59016393442623,158.51222789572694,10
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,2,0,44.59016393442623,158.51222789572694,10
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,2,0,44.59016393442623,510.3155065842515,10
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,30,15,397.4,96969.95999999999,10
14,350.0,64.0,64.0,0.0,1.0,4.0,10,2,0,44.59016393442623,1196.479441010481,10
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,2,0,44.59016393442623,212.87288363343185,10
200,180.0,262.0,4000.0,0.0,1.0,3.0,12,2,0,44.59016393442623,1062.1187852727762,10
74,300.0,768.0,3000.0,6.0,6.0,24.0,44,2,0,44.59016393442623,0.34829346949744666,10
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,30,15,397.4,70437.15999999999,10
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,30,15,397.4,64719.359999999986,10
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,30,15,397.4,69379.55999999998,10
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,30,15,397.4,66254.76,10
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,2,0,44.59016393442623,0.1679656006449881,10
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,2,0,44.59016393442623,309.41386723998926,10
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,2,0,44.59016393442623,1062.1187852727762,10
