,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID
1080,1,1,0,0,0,0,unacc,1.221460876838048,1.0404823269963452,Test6
4,3,3,0,0,1,1,unacc,1.2214608768794106,1.6702641668921048,Test6
517,2,3,3,0,1,1,unacc,1.2214608768794106,1.1296756679090338,Test6
945,1,3,3,0,0,0,unacc,1.2214608768794106,1.4358489552601543,Test6
381,3,0,2,0,1,0,unacc,1.2214608768794106,1.0925031686632563,Test6
238,3,1,0,2,1,1,unacc,1.2214608768794106,1.0466517790129746,Test6
876,1,3,0,1,1,0,unacc,1.2214608768794106,1.2814242618647307,Test6
1303,0,3,0,0,2,1,unacc,1.2214608768794106,1.7625018299116677,Test6
14,3,3,0,1,1,2,unacc,1.2214608768794106,1.5916245946364878,Test6
927,1,3,2,1,0,0,unacc,1.2214608768794106,0.9630066162597056,Test6
102,3,3,3,2,1,0,unacc,1.2214608768794106,1.6579700907869714,Test6
307,3,1,3,1,0,1,unacc,1.2214608768794106,0.8677431390750647,Test6
1272,1,0,3,0,1,0,unacc,1.2214608768794106,0.9605539190521745,Test6
582,2,2,1,1,2,0,unacc,1.2214608768794106,0.6855721364919836,Test6
1518,0,1,0,0,2,0,unacc,1.2214608768713846,1.413550236282303,Test6
512,2,3,2,2,2,2,unacc,1.2214608768794106,1.1169203029159698,Test6
1374,0,3,2,2,2,0,unacc,1.2214608768794106,1.4733866368108794,Test6
140,3,2,1,0,1,2,unacc,1.2214608768794106,0.9486819617021647,Test6
297,3,1,3,0,0,0,unacc,1.2214608768794106,1.2797160446640148,Test6
591,2,2,1,2,2,0,unacc,1.2214608768794106,0.8228842478205234,Test6
540,2,2,0,0,0,0,unacc,1.2214608768794106,1.1939858156417869,Test6
690,2,1,1,1,2,0,unacc,1.2214608768794106,0.5697871645572122,Test6
1624,0,0,0,0,1,1,unacc,1.2214603857954967,1.2097527885240178,Test6
1324,0,3,1,0,0,1,unacc,1.2214608768794106,1.2952031877146533,Test6
344,3,0,0,2,0,2,unacc,1.2214608768794106,1.509521910564379,Test6
186,3,2,2,2,2,0,unacc,1.2214608768794106,1.1374238814528799,Test6
507,2,3,2,2,1,0,unacc,1.2214608768794106,1.0100971238212815,Test6
393,3,0,2,1,2,0,unacc,1.2214608768794106,1.1018751595881306,Test6
886,1,3,0,2,1,1,unacc,1.2214608768794106,1.2027846896091139,Test6
696,2,1,1,2,1,0,unacc,1.2214608768794106,0.501706062956084,Test6
1708,0,0,3,0,2,1,unacc,1.2214608768794106,1.245610265094318,Test6
1161,1,1,3,0,0,0,unacc,1.2214608768794106,0.8709456780572781,Test6
1018,1,2,1,2,0,1,unacc,1.2214608768794106,0.49176095507366274,Test6
1193,1,0,0,0,1,2,unacc,1.2214608768788777,1.0315205342295017,Test6
146,3,2,1,1,0,2,unacc,1.2214608768794106,0.8806008601010366,Test6
1461,0,2,2,0,1,0,unacc,1.2214608768794106,0.877584229289361,Test6
1338,0,3,1,1,2,0,unacc,1.2214608768794106,1.3925867418200184,Test6
185,3,2,2,2,1,2,unacc,1.2214608768794106,0.8334606346882322,Test6
152,3,2,1,1,2,2,unacc,1.2214608768794106,0.9580539526270391,Test6
1536,0,1,0,2,2,0,unacc,1.221460876879386,1.354841125616679,Test6
1290,1,0,3,2,1,0,unacc,1.2214608768794106,0.9018448083759205,Test6
415,3,0,3,1,0,1,unacc,1.2214608768794106,1.0852915004736265,Test6
1674,0,0,2,0,0,0,unacc,1.221460870579713,1.1072877286645715,Test6
1425,0,2,0,2,1,0,unacc,1.2214608768794104,1.265232884621797,Test6
669,2,1,0,2,1,0,unacc,1.2214608768794106,0.8915516126270958,Test6
487,2,3,2,0,0,1,unacc,1.2214608768794106,0.9807946713170446,Test6
1112,1,1,1,0,1,2,unacc,1.2214608768794106,0.4241266231606568,Test6
1246,1,0,2,0,1,1,unacc,1.2214608768794106,0.4677811184723633,Test6
50,3,3,1,2,1,2,unacc,1.2214608768794106,1.3390911562940155,Test6
364,3,0,1,1,1,1,unacc,1.2214608768794106,0.7370424794119849,Test6
1033,1,2,2,0,2,1,unacc,1.2214608768794106,0.5714109419382406,Test6
1621,0,0,0,0,0,1,unacc,1.2213541419728118,1.3374566476016618,Test6
976,1,2,0,0,1,1,unacc,1.2214608768794106,0.8123754950172631,Test6
315,3,1,3,2,0,0,unacc,1.2214608768794106,1.2210069339877607,Test6
572,2,2,1,0,1,2,unacc,1.2214608768794106,0.5776301117321299,Test6
71,3,3,2,1,2,2,unacc,1.2214608768794106,1.3506600415574652,Test6
667,2,1,0,2,0,1,unacc,1.2214608768794106,0.803540049446605,Test6
731,2,1,3,0,0,2,unacc,1.2214608768794106,0.8100941608590001,Test6
1036,1,2,2,1,0,1,unacc,1.2214608768794106,0.2979366274074445,Test6
1281,1,0,3,1,1,0,unacc,1.2214608768794106,0.764532697047381,Test6
1359,0,3,2,1,0,0,unacc,1.2214608768794106,1.2586214329563374,Test6
215,3,2,3,2,2,2,unacc,1.2214608768794106,1.315674964613555,Test6
937,1,3,2,2,0,1,unacc,1.2214608768794106,0.8843670440040889,Test6
1092,1,1,0,1,1,0,unacc,1.2214608768793997,0.7165209846618432,Test6
457,2,3,0,2,2,1,unacc,1.2214608768794106,1.4458964191754837,Test6
490,2,3,2,0,1,1,unacc,1.2214608768794106,0.852854550913379,Test6
541,2,2,0,0,0,1,unacc,1.2214608768794106,0.9780341320576303,Test6
1707,0,0,3,0,2,0,unacc,1.2214608768794104,1.461561948678474,Test6
189,3,2,3,0,0,0,unacc,1.2214608768794106,1.3955010165987864,Test6
1032,1,2,2,0,2,0,unacc,1.2214608768794106,0.787362625522397,Test6
143,3,2,1,0,2,2,unacc,1.2214608768794106,1.1540751746318325,Test6
1017,1,2,1,2,0,0,unacc,1.2214608768794106,0.7077126386578193,Test6
810,2,0,2,0,0,0,unacc,1.2214608768794106,0.849391439096887,Test6
777,2,0,0,2,1,0,unacc,1.2214608768794086,1.1090999740256564,Test6
1485,0,2,3,0,0,0,unacc,1.2214608768794106,1.282345466688681,Test6
631,2,2,3,1,0,1,unacc,1.2214608768794106,0.6124762610398009,Test6
1407,0,2,0,0,1,0,unacc,1.2214608768793502,1.3239419952979732,Test6
1546,0,1,1,0,2,1,unacc,1.2214608768794106,0.8077530030377794,Test6
1719,0,0,3,2,0,0,unacc,1.2214608768793955,1.3253997454762094,Test6
1358,0,3,2,0,2,2,unacc,1.2214608768794106,1.4335257136521538,Test6
16,3,3,0,1,2,1,unacc,1.2214608768794106,1.6796361578169787,Test6
11,3,3,0,1,0,2,unacc,1.2214608768794106,1.7195647150401532,Test6
874,1,3,0,1,0,1,unacc,1.2214608768794106,1.19341269868424,Test6
101,3,3,3,2,0,2,unacc,1.2214608768794106,1.6873401773556571,Test6
126,3,2,0,2,0,0,unacc,1.2214608768794106,1.5063285549355678,Test6
1422,0,2,0,2,0,0,unacc,1.2214608768793707,1.3931730050254254,Test6
18,3,3,0,2,0,0,unacc,1.2214608768794106,1.9554468602036728,Test6
710,2,1,2,0,2,2,unacc,1.2214608768794106,0.6107261363893478,Test6
390,3,0,2,1,1,0,unacc,1.2214608768794106,0.8964819466584627,Test6
379,3,0,2,0,0,1,unacc,1.2214608768794106,1.0044916054827655,Test6
1299,0,3,0,0,1,0,unacc,1.2214608768794106,1.7730603005661563,Test6
601,2,2,2,0,2,1,unacc,1.2214608768794106,0.6091294585749423,Test6
472,2,3,1,1,1,1,unacc,1.2214608768794106,0.7133455452462639,Test6
765,2,0,0,1,0,0,unacc,1.2214608768720783,1.0997279830893778,Test6
1398,0,3,3,2,1,0,unacc,1.2214608768794106,1.5448145408768663,Test6
383,3,0,2,0,1,2,unacc,1.2214608768794106,0.9939331348282767,Test6
1351,0,3,2,0,0,1,unacc,1.2214608768794106,1.2386909713769747,Test6
1087,1,1,0,0,2,1,unacc,1.2214608768794106,0.9019837360121598,Test6
331,3,0,0,0,2,1,unacc,1.2214608768794106,1.5283024640174585,Test6
2,3,3,0,0,0,2,unacc,1.2214608768794106,1.9155859370449468,Test6
904,1,3,1,1,1,1,unacc,1.2214608768794106,0.6756270286095623,Test6
1671,0,0,1,2,2,0,unacc,1.2214608768788673,1.1825439373439142,Test6
1327,0,3,1,0,1,1,unacc,1.2214608768794106,1.1672630673109876,Test6
275,3,1,2,0,1,2,unacc,1.2214608768794106,0.776384773429715,Test6
48,3,3,1,2,1,0,unacc,1.2214608768794106,1.4376611901289948,Test6
1330,0,3,1,0,2,1,unacc,1.2214608768794106,1.3726562802406557,Test6
979,1,2,0,0,2,1,unacc,1.2214608768794106,1.0177687079469313,Test6
1590,0,1,2,2,2,0,unacc,1.2214608768794106,0.9084833596080034,Test6
1189,1,0,0,0,0,1,unacc,1.2214608651719032,1.0420789819785725,Test6
693,2,1,1,2,0,0,unacc,1.2214608768794106,0.6296461833597494,Test6
1220,1,0,1,0,1,2,unacc,1.2214608768794102,0.6416749845592183,Test6
1677,0,0,2,0,1,0,unacc,1.221460876850214,0.9793476187151463,Test6
243,3,1,1,0,0,0,unacc,1.2214608768794106,1.0594071440060386,Test6
990,1,2,0,2,0,0,unacc,1.2214608768794106,1.0975581883288312,Test6
1110,1,1,1,0,1,0,unacc,1.2214608768794104,0.5226966569956363,Test6
145,3,2,1,1,0,1,unacc,1.2214608768794106,0.7632192103518598,Test6
577,2,2,1,1,0,1,unacc,1.2214608768794106,0.3921673603818247,Test6
461,2,3,1,0,0,2,unacc,1.2214608768794106,1.1546885374039,Test6
1435,0,2,1,0,1,1,unacc,1.2214608768794106,0.718144762042883,Test6
594,2,2,2,0,0,0,unacc,1.2214608768794106,0.7476280496330964,Test6
442,2,3,0,1,0,1,unacc,1.2214608768794106,1.2311312153209415,Test6
883,1,3,0,2,0,1,unacc,1.2214608768794106,1.3307248100127795,Test6
1596,0,1,3,0,1,0,unacc,1.2214608768794106,1.0386203743502442,Test6
1482,0,2,2,2,2,0,unacc,1.2214608768794106,1.024268331542775,Test6
815,2,0,2,0,1,2,unacc,1.2214608768794106,0.6228812848582419,Test6
226,3,1,0,1,0,1,unacc,1.2214608768794106,1.0372797880881004,Test6
1260,1,0,2,2,0,0,unacc,1.2214608768794084,0.7529638117839298,Test6
1002,1,2,1,0,1,0,unacc,1.2214608768794106,0.6384816289304078,Test6
353,3,0,1,0,0,2,unacc,1.2214608768794106,1.178385471569621,Test6
879,1,3,0,1,2,0,unacc,1.2214608768794106,1.4868174747943987,Test6
370,3,0,1,2,0,1,unacc,1.2214608768794106,1.00229471114419,Test6
1196,1,0,0,0,2,2,unacc,1.2214608768794082,1.236913747159896,Test6
1515,0,1,0,0,1,0,unacc,1.2214608751505927,1.2081570204415752,Test6
681,2,1,1,0,2,0,unacc,1.2214608768794106,0.7658083865620059,Test6
763,2,0,0,0,2,1,unacc,1.2214608768794106,1.1572506140474232,Test6
208,3,2,3,2,0,1,unacc,1.2214608768794106,1.1208402223383758,Test6
653,2,1,0,0,1,2,unacc,1.2214608768794106,0.8516906894683701,Test6
24,3,3,0,2,2,0,unacc,1.2214608768794106,2.032899952729675,Test6
1217,1,0,1,0,0,2,unacc,1.2214608768793225,0.7696151049627661,Test6
544,2,2,0,0,1,1,unacc,1.2214608768794106,0.8500940116539648,Test6
444,2,3,0,1,1,0,unacc,1.2214608768794106,1.3191427785014322,Test6
861,2,0,3,2,2,0,unacc,1.2214608768794106,1.1449565379422901,Test6
191,3,2,3,0,0,2,unacc,1.2214608768794106,1.2969309827638067,Test6
793,2,0,1,1,0,1,unacc,1.2214608768794106,0.4939307498456153,Test6
1679,0,0,2,0,1,2,unacc,1.2214608768794077,0.8807775849181695,Test6
1701,0,0,3,0,0,0,unacc,1.2214608768745914,1.38410885614633,Test6
188,3,2,2,2,2,2,unacc,1.2214608768794106,1.0388538476179001,Test6
1401,0,3,3,2,2,0,unacc,1.2214608768794106,1.7502077538065344,Test6
1557,0,1,1,2,0,0,unacc,1.2214608768785353,0.8875424834188559,Test6
256,3,1,1,1,1,1,unacc,1.2214608768794106,0.5194941180134229,Test6
351,3,0,1,0,0,0,unacc,1.2214608768794106,1.2769555054046005,Test6
136,3,2,1,0,0,1,unacc,1.2214608768794106,0.9592404323566535,Test6
732,2,1,3,0,1,0,unacc,1.2214608768794106,0.7807240742903142,Test6
173,3,2,2,1,0,2,unacc,1.2214608768794106,0.824088643763358,Test6
81,3,3,3,0,0,0,unacc,1.2214608768794106,1.844619321866891,Test6
741,2,1,3,1,1,0,unacc,1.2214608768794106,0.5847028522855205,Test6
76,3,3,2,2,1,1,unacc,1.2214608768794106,1.16519729020716,Test6
28,3,3,1,0,0,1,unacc,1.2214608768794106,1.4083587376247582,Test6
488,2,3,2,0,0,2,unacc,1.2214608768794106,1.0981763210662214,Test6
462,2,3,1,0,1,0,unacc,1.2214608768794106,1.1253184508352139,Test6
845,2,0,3,0,2,2,unacc,1.2214608768794106,1.1050956147835647,Test6
849,2,0,3,1,1,0,unacc,1.2214608768794106,0.8022512136840826,Test6
888,1,3,0,2,2,0,unacc,1.2214608768794106,1.6241295861229386,Test6
6,3,3,0,0,2,0,unacc,1.2214608768794106,2.091609063405929,Test6
747,2,1,3,2,0,0,unacc,1.2214608768794106,0.8499550840177257,Test6
1379,0,3,3,0,0,2,unacc,1.2214608768794106,1.6328937381218063,Test6
45,3,3,1,2,0,0,unacc,1.2214608768794106,1.5656013105326607,Test6
1514,0,1,0,0,0,2,unacc,1.221460876843582,1.2375271098745275,Test6
154,3,2,1,2,0,1,unacc,1.2214608768794106,0.9005313216803995,Test6
1698,0,0,2,2,2,0,unacc,1.2214608768794102,1.1260317210065653,Test6
410,3,0,3,0,1,2,unacc,1.2214608768794106,1.2707542518239314,Test6
807,2,0,1,2,2,0,unacc,1.2214608768794106,0.924647637284314,Test6
896,1,3,1,0,1,2,unacc,1.2214608768794106,0.9890299003635327,Test6
919,1,3,2,0,0,1,unacc,1.2214608768794106,0.9430761546803429,Test6
1308,0,3,0,1,1,0,unacc,1.2214608768794106,1.5770390785613626,Test6
527,2,3,3,1,1,2,unacc,1.2214608768794106,1.0510360956534168,Test6
378,3,0,2,0,0,0,unacc,1.2214608768794106,1.220443289066922,Test6
1462,0,2,2,0,1,1,unacc,1.2214608768794106,0.6616325457052045,Test6
1061,1,2,3,0,2,2,unacc,1.2214608768794106,0.9656137086830722,Test6
1001,1,2,1,0,0,2,unacc,1.2214608768794106,0.6678517154990936,Test6
175,3,2,2,1,1,1,unacc,1.2214608768794106,0.5787668736105157,Test6
828,2,0,2,2,0,0,unacc,1.2214608768794106,0.7906823284206329,Test6
982,1,2,0,1,0,1,unacc,1.2214608768794106,0.7442943934161351,Test6
1012,1,2,1,1,1,1,unacc,1.2214608768794106,0.22650872334145764,Test6
729,2,1,3,0,0,0,unacc,1.2214608768794106,0.9086641946939796,Test6
1318,0,3,0,2,1,1,unacc,1.2214608768794106,1.4983995063057458,Test6
486,2,3,2,0,0,0,unacc,1.2214608768794106,1.196746354901201,Test6
1081,1,1,0,0,0,1,unacc,1.221460876879004,0.8245306434855216,Test6
1593,0,1,3,0,0,0,unacc,1.2214608768794104,1.1665604947539094,Test6
1230,1,0,1,1,2,0,unacc,1.2214608768794095,0.7496170093190718,Test6
1659,0,0,1,1,1,0,unacc,1.2214608747661788,0.8398386102713196,Test6
738,2,1,3,1,0,0,unacc,1.2214608768794106,0.712642972689186,Test6
1029,1,2,2,0,1,0,unacc,1.2214608768794106,0.5819694125927292,Test6
704,2,1,2,0,0,2,unacc,1.2214608768794106,0.5332730438633453,Test6
844,2,0,3,0,2,1,unacc,1.2214608768794106,0.9877139650343878,Test6
663,2,1,0,1,2,0,unacc,1.2214608768794106,0.9596327142282242,Test6
190,3,2,3,0,0,1,unacc,1.2214608768794106,1.1795493330146298,Test6
1173,1,1,3,1,1,0,unacc,1.2214608768794106,0.546984335648819,Test6
923,1,3,2,0,1,2,unacc,1.2214608768794106,0.9325176840258541,Test6
261,3,1,1,2,0,0,unacc,1.2214608768794106,1.0006980333297846,Test6
449,2,3,0,1,2,2,unacc,1.2214608768794106,1.4259659575961205,Test6
778,2,0,0,2,1,1,unacc,1.2214608768794106,0.8931482904415015,Test6
522,2,3,3,1,0,0,unacc,1.2214608768794106,1.277546249892062,Test6
915,1,3,1,2,2,0,unacc,1.2214608768794106,1.2342840364519263,Test6
301,3,1,3,0,1,1,unacc,1.2214608768794106,0.9358242406761929,Test6
441,2,3,0,1,0,0,unacc,1.2214608768794106,1.447082898905098,Test6
82,3,3,3,0,0,1,unacc,1.2214608768794106,1.6286676382827343,Test6
337,3,0,0,1,1,1,unacc,1.2214608768794106,1.1268880290829968,Test6
1004,1,2,1,0,1,2,unacc,1.2214608768794106,0.5399115950954282,Test6
247,3,1,1,0,1,1,unacc,1.2214608768794106,0.7155153400182166,Test6
1455,0,2,1,2,2,0,unacc,1.2214608768794106,1.0807805478804533,Test6
1251,1,0,2,1,0,0,unacc,1.2214608768793715,0.6156517004553513,Test6
167,3,2,2,0,1,2,unacc,1.2214608768794106,0.8921697453644861,Test6
64,3,3,2,1,0,1,unacc,1.2214608768794106,1.155825299282286,Test6
712,2,1,2,1,0,1,unacc,1.2214608768794106,0.21987017210937476,Test6
1167,1,1,3,0,2,0,unacc,1.2214608768794106,0.9483987705832804,Test6
543,2,2,0,0,1,0,unacc,1.2214608768794106,1.0660456952381212,Test6
1149,1,1,2,1,2,0,unacc,1.2214608768794106,0.47555643158283206,Test6
1254,1,0,2,1,1,0,unacc,1.2214608768794104,0.48771158005172593,Test6
407,3,0,3,0,0,2,unacc,1.2214608768794106,1.398694372227597,Test6
92,3,3,3,1,0,2,unacc,1.2214608768794106,1.5500280660271173,Test6
519,2,3,3,0,2,0,unacc,1.2214608768794106,1.5510205644228583,Test6
711,2,1,2,1,0,0,unacc,1.2214608768794106,0.4358218556935312,Test6
56,3,3,2,0,0,2,unacc,1.2214608768794106,1.4692281710362562,Test6
89,3,3,3,0,2,2,unacc,1.2214608768794106,1.8235023805579136,Test6
1665,0,0,1,2,0,0,unacc,1.2214608516132515,1.1050908110881803,Test6
1023,1,2,1,2,2,0,unacc,1.2214608768794106,0.7851657311838217,Test6
142,3,2,1,0,2,1,unacc,1.2214608768794106,1.0366935248826559,Test6
901,1,3,1,1,0,1,unacc,1.2214608768794106,0.8035671490132278,Test6
103,3,3,3,2,1,1,unacc,1.2214608768794106,1.4420184072028148,Test6
361,3,0,1,1,0,1,unacc,1.2214608768794106,0.8649825998156504,Test6
246,3,1,1,0,1,0,unacc,1.2214608768794106,0.931467023602373,Test6
216,3,1,0,0,0,0,unacc,1.2214608768794106,1.4492526936770505,Test6
217,3,1,0,0,0,1,unacc,1.2214608768794106,1.233301010092894,Test6
502,2,3,2,1,2,1,unacc,1.2214608768794106,0.8622265418382534,Test6
963,1,3,3,2,0,0,unacc,1.2214608768794106,1.3771398445839003,Test6
73,3,3,2,2,0,1,unacc,1.2214608768794106,1.2931374106108255,Test6
356,3,0,1,0,1,2,unacc,1.2214608768794106,1.0504453511659553,Test6
1034,1,2,2,0,2,2,unacc,1.2214608768794106,0.6887925916874175,Test6
576,2,2,1,1,0,0,unacc,1.2214608768794106,0.6081190439659813,Test6
1544,0,1,1,0,1,2,unacc,1.2214608768794104,0.7197414398572883,Test6
846,2,0,3,1,0,0,unacc,1.2214608768794106,0.930191334087748,Test6
636,2,2,3,1,2,0,unacc,1.2214608768794106,0.9058810371499599,Test6
515,2,3,3,0,0,2,unacc,1.2214608768794106,1.3749974380618761,Test6
464,2,3,1,0,1,2,unacc,1.2214608768794106,1.0267484170002343,Test6
1109,1,1,1,0,0,2,unacc,1.2214608768794106,0.5520667435643222,Test6
280,3,1,2,1,0,1,unacc,1.2214608768794106,0.5909220220794098,Test6
21,3,3,0,2,1,0,unacc,1.2214608768794106,1.8275067398000073,Test6
545,2,2,0,0,1,2,unacc,1.2214608768794106,0.9674756614031416,Test6
1245,1,0,2,0,1,0,unacc,1.2214608768794073,0.6837328020565164,Test6
23,3,3,0,2,1,2,unacc,1.2214608768794106,1.7289367059650276,Test6
1275,1,0,3,0,2,0,unacc,1.2214608768794106,1.1659471319818426,Test6
1098,1,1,0,2,0,0,unacc,1.2214608768792832,0.9817732163939241,Test6
866,1,3,0,0,0,2,unacc,1.2214608768794106,1.5068155704382102,Test6
1323,0,3,1,0,0,0,unacc,1.2214608768794106,1.5111548712988097,Test6
1466,0,2,2,0,2,2,unacc,1.2214608768794106,0.9844074083840493,Test6
219,3,1,0,0,1,0,unacc,1.2214608768794106,1.3213125732733848,Test6
298,3,1,3,0,0,1,unacc,1.2214608768794106,1.0637643610798584,Test6
406,3,0,3,0,0,1,unacc,1.2214608768794106,1.2813127224784202,Test6
1382,0,3,3,0,1,2,unacc,1.2214608768794106,1.5049536177181408,Test6
613,2,2,2,2,0,1,unacc,1.2214608768794106,0.4729672553726858,Test6
1385,0,3,3,0,2,2,unacc,1.2214608768794106,1.7103468306478087,Test6
795,2,0,1,1,1,0,unacc,1.2214608768794106,0.5819423130261064,Test6
46,3,3,1,2,0,1,unacc,1.2214608768794106,1.349649626948504,Test6
814,2,0,2,0,1,1,unacc,1.2214608768794106,0.5054996351090649,Test6
306,3,1,3,1,0,0,unacc,1.2214608768794106,1.0836948226592211,Test6
651,2,1,0,0,1,0,unacc,1.2214608768794106,0.9502607233033498,Test6
520,2,3,3,0,2,1,unacc,1.2214608768794106,1.335068880838702,Test6
1164,1,1,3,0,1,0,unacc,1.2214608768794106,0.7430055576536126,Test6
1614,0,1,3,2,1,0,unacc,1.2214608768794106,0.9799112636739902,Test6
922,1,3,2,0,1,1,unacc,1.2214608768794106,0.8151360342766774,Test6
44,3,3,1,1,2,2,unacc,1.2214608768794106,1.4071722578951436,Test6
253,3,1,1,1,0,1,unacc,1.2214608768794106,0.6474342384170884,Test6
196,3,2,3,0,2,1,unacc,1.2214608768794106,1.2570024255406322,Test6
1459,0,2,2,0,0,1,unacc,1.2214608768794106,0.78957266610887,Test6
112,3,2,0,0,1,1,unacc,1.2214608768794106,1.2211458616239999,Test6
66,3,3,2,1,1,0,unacc,1.2214608768794106,1.2438368624627767,Test6
192,3,2,3,0,1,0,unacc,1.2214608768794106,1.2675608961951206,Test6
1452,0,2,1,2,1,0,unacc,1.2214608768794106,0.8753873349507856,Test6
1384,0,3,3,0,2,1,unacc,1.2214608768794106,1.5929651808986318,Test6
1413,0,2,0,1,0,0,unacc,1.2214608768786934,1.2558608936959914,Test6
978,1,2,0,0,2,0,unacc,1.2214608768794106,1.2337203915310877,Test6
333,3,0,0,1,0,0,unacc,1.2214608768794097,1.4707798330708177,Test6
183,3,2,2,2,1,0,unacc,1.2214608768794106,0.9320306685232117,Test6
702,2,1,2,0,0,0,unacc,1.2214608768794106,0.6318430776983249,Test6
330,3,0,0,0,2,0,unacc,1.2214608768794106,1.7442541476016151,Test6
1185,1,1,3,2,2,0,unacc,1.2214608768794106,0.8896896599070264,Test6
1006,1,2,1,0,2,1,unacc,1.2214608768794106,0.6279231582759192,Test6
75,3,3,2,2,1,0,unacc,1.2214608768794106,1.3811489737913165,Test6
94,3,3,3,1,1,1,unacc,1.2214608768794106,1.304706295874275,Test6
194,3,2,3,0,1,2,unacc,1.2214608768794106,1.168990862360141,Test6
52,3,3,1,2,2,1,unacc,1.2214608768794106,1.4271027194745065,Test6
687,2,1,1,1,1,0,unacc,1.2214608768794106,0.36439395162754434,Test6
133,3,2,0,2,2,1,unacc,1.2214608768794106,1.3678299638774138,Test6
475,2,3,1,1,2,1,unacc,1.2214608768794106,0.9187387581759318,Test6
327,3,0,0,0,1,0,unacc,1.2214608768794106,1.5388609346719468,Test6
1412,0,2,0,0,2,2,unacc,1.2214608768794106,1.4307651743927396,Test6
206,3,2,3,1,2,2,unacc,1.2214608768794106,1.1783628532850152,Test6
369,3,0,1,2,0,0,unacc,1.2214608768794106,1.2182463947283464,Test6
248,3,1,1,0,1,2,unacc,1.2214608768794106,0.8328969897673933,Test6
518,2,3,3,0,1,2,unacc,1.2214608768794106,1.2470573176582105,Test6
332,3,0,0,0,2,2,unacc,1.2214608768794106,1.6456841137666354,Test6
460,2,3,1,0,0,1,unacc,1.2214608768794106,1.0373068876547231,Test6
170,3,2,2,0,2,2,unacc,1.2214608768794106,1.0975629582941542,Test6
1134,1,1,2,0,0,0,unacc,1.2214608768794106,0.5941245610616233,Test6
1031,1,2,2,0,1,2,unacc,1.2214608768794106,0.4833993787577495,Test6
618,2,2,2,2,2,0,unacc,1.2214608768794106,0.7663720314828448,Test6
291,3,1,2,2,1,0,unacc,1.2214608768794106,0.8162456965884406,Test6
1521,0,1,0,1,0,0,unacc,1.2214608562196725,1.1400758867864556,Test6
34,3,3,1,0,2,1,unacc,1.2214608768794106,1.4858118301507606,Test6
654,2,1,0,0,2,0,unacc,1.2214608768794106,1.1556539362330178,Test6
214,3,2,3,2,2,1,unacc,1.2214608768794106,1.1982933148643784,Test6
131,3,2,0,2,1,2,unacc,1.2214608768794106,1.2798184006969227,Test6
234,3,1,0,2,0,0,unacc,1.2214608768794106,1.3905435830007964,Test6
813,2,0,2,0,1,0,unacc,1.2214608768794106,0.7214513186932215,Test6
484,2,3,1,2,2,1,unacc,1.2214608768794106,1.0560508695044717,Test6
135,3,2,1,0,0,0,unacc,1.2214608768794106,1.1751921159408099,Test6
116,3,2,0,0,2,2,unacc,1.2214608768794106,1.5439207243028445,Test6
25,3,3,0,2,2,1,unacc,1.2214608768794106,1.8169482691455185,Test6
180,3,2,2,2,0,0,unacc,1.2214608768794106,1.0599707889268772,Test6
1317,0,3,0,2,1,0,unacc,1.2214608768794106,1.7143511898899024,Test6
762,2,0,0,0,2,0,unacc,1.2214608768794077,1.3732022976315763,Test6
734,2,1,3,0,1,2,unacc,1.2214608768794106,0.6821540404553347,Test6
127,3,2,0,2,0,1,unacc,1.2214608768794106,1.2903768713514114,Test6
1654,0,0,1,0,2,1,unacc,1.221460876877673,1.025301364434424,Test6
1581,0,1,2,1,2,0,unacc,1.2214608768794106,0.7711712482794638,Test6
452,2,3,0,2,0,2,unacc,1.2214608768794106,1.485824976398658,Test6
1005,1,2,1,0,2,0,unacc,1.2214608768794106,0.8438748418600758,Test6
346,3,0,0,2,1,1,unacc,1.2214608768794106,1.2642001404115366,Test6
5,3,3,0,0,1,2,unacc,1.2214608768794106,1.7876458166412814,Test6
680,2,1,1,0,1,2,unacc,1.2214608768794106,0.4618451397973584,Test6
1195,1,0,0,0,2,1,unacc,1.2214608768791584,1.1195320974104115,Test6
780,2,0,0,2,2,0,unacc,1.2214608768794106,1.3144931869553258,Test6
119,3,2,0,1,0,2,unacc,1.2214608768794106,1.2704464097720485,Test6
1560,0,1,1,2,1,0,unacc,1.2214608768794066,0.7596023630160117,Test6
501,2,3,2,1,2,0,unacc,1.2214608768794106,1.0781782254224097,Test6
162,3,2,2,0,0,0,unacc,1.2214608768794106,1.1186798996031313,Test6
892,1,3,1,0,0,1,unacc,1.2214608768794106,0.9995883710180214,Test6
436,2,3,0,0,1,1,unacc,1.2214608768794106,1.2992123169220695,Test6
491,2,3,2,0,1,2,unacc,1.2214608768794106,0.9702362006625558,Test6
887,1,3,0,2,1,2,acc,1.2214608768794106,1.3201663393582908,Test6
743,2,1,3,1,1,2,acc,1.2214608768794106,0.48613281845054096,Test6
1121,1,1,1,1,1,2,acc,1.2214608768794106,0.22810540115586309,Test6
1078,1,2,3,2,2,1,acc,1.2214608768794106,0.7895229482576415,Test6
607,2,2,2,1,1,1,acc,1.2214608768794106,0.2077150236404807,Test6
1103,1,1,0,2,1,2,acc,1.2214608768794106,0.7552630621554147,Test6
610,2,2,2,1,2,1,acc,1.2214608768794106,0.41310823657014856,Test6
