,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
2442,M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,160,88,9.666666666666666,0.44444444444444364,4
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,186,111,9.0,4.0,4
3628,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,225,136,10.0,9.0,4
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11,240,148,15.0,16.0,4
544,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,175,101,10.333333333333334,0.11111111111111151,4
3840,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,69,32,15.0,36.0,4
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,236,146,13.0,16.0,4
3065,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11,205,124,12.0,1.0,4
398,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,215,130,11.0,1.0,4
2890,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8,71,33,8.0,0.0,4
1804,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10,123,65,7.0,9.0,4
1150,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9,198,118,9.0,0.0,4
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11,91,44,14.666666666666666,13.44444444444444,4
1531,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,180,106,7.074074074074074,4.301783264746229,4
1300,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,188,112,10.0,1.0,4
3224,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,238,147,10.0,36.0,4
17,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10,97,48,6.0,16.0,4
571,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,183,110,8.692307692307692,28.171597633136102,4
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,109,58,8.0,1.0,4
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,71,33,8.0,49.0,4
3975,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6,182,108,8.333333333333334,5.444444444444447,4
1812,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10,203,122,8.75,1.5625,4
2979,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8,71,33,8.0,0.0,4
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,230,142,10.11111111111111,0.7901234567901242,4
205,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,211,128,12.65,13.322500000000003,4
211,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7,157,86,10.333333333333334,11.111111111111114,4
4112,F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9,76,36,7.0,4.0,4
2544,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,225,136,10.0,0.0,4
2211,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17,234,145,12.0,25.0,4
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12,75,35,14.0,4.0,4
1144,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8,198,118,9.0,1.0,4
3254,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7,170,96,9.0,4.0,4
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,182,108,8.333333333333334,0.11111111111111151,4
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,182,108,8.333333333333334,1.7777777777777795,4
3547,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,193,115,10.0,1.0,4
534,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,218,132,10.0,0.0,4
1533,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,181,107,6.666666666666667,0.44444444444444486,4
3339,F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,197,117,8.75,10.5625,4
1700,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12,239,148,14.0,4.0,4
464,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,57,26,8.0,4.0,4
3869,F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,212,129,12.0,9.0,4
3657,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,71,33,8.0,1.0,4
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,187,112,9.666666666666666,2.777777777777776,4
4,I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7,27,12,8.0,1.0,4
3798,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,231,142,12.5,6.25,4
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,173,99,8.0,4.0,4
105,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,212,129,12.0,0.0,4
3437,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,27,12,8.0,0.0,4
3042,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8,189,113,10.0,4.0,4
3616,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,240,148,15.0,1.0,4
649,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,97,48,6.0,9.0,4
1797,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8,202,121,10.5,6.25,4
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,75,35,14.0,4.0,4
3513,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,79,37,16.8,60.84000000000001,4
2862,M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10,224,136,10.25,0.0625,4
2034,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,231,142,12.5,2.25,4
3993,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,222,135,11.596273291925463,0.16299525481270208,4
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10,239,148,14.0,16.0,4
4010,M,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9,123,65,7.0,4.0,4
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11,203,122,8.75,5.0625,4
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8,199,120,9.0,1.0,4
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,27,12,8.0,4.0,4
1816,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10,76,36,7.0,9.0,4
1681,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11,230,142,10.11111111111111,0.7901234567901242,4
3056,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11,198,118,9.0,4.0,4
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,164,90,8.0,0.0,4
3082,F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11,221,135,11.5513698630137,0.3040087258397471,4
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,156,85,8.0,1.0,4
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,27,12,8.0,1.0,4
3323,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,51,23,14.0,4.0,4
1935,M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,233,145,12.8,0.6400000000000011,4
1427,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,221,135,11.5513698630137,5.995789547757543,4
4090,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11,239,148,14.0,9.0,4
2226,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,27,12,8.0,1.0,4
929,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6,186,111,9.0,9.0,4
3753,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8,184,110,9.0,1.0,4
3710,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,75,35,14.0,9.0,4
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,233,145,12.8,7.840000000000004,4
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,75,35,14.0,9.0,4
1077,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7,109,58,8.0,1.0,4
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,217,131,15.0,25.0,4
1942,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9,204,122,9.5,0.25,4
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,57,26,8.0,16.0,4
3801,I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,180,106,7.074074074074074,16.59807956104253,4
1358,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,209,126,8.75,5.0625,4
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,182,108,8.333333333333334,1.7777777777777795,4
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,198,118,9.0,1.0,4
2061,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,211,128,12.65,21.622500000000002,4
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8,119,63,8.0,0.0,4
889,F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,75,35,14.0,9.0,4
2773,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,197,117,8.75,5.0625,4
364,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,79,37,16.8,23.040000000000006,4
2164,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,164,90,8.0,9.0,4
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8,109,58,8.0,0.0,4
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,196,117,11.0,4.0,4
3948,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12,212,129,12.0,0.0,4
3432,I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,27,12,8.0,4.0,4
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,103,52,13.0,0.0,4
1652,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,198,118,9.0,1.0,4
1291,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,188,112,10.0,9.0,4
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,79,37,16.8,3.2400000000000024,4
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8,160,88,9.666666666666666,2.777777777777776,4
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11,179,105,11.0,0.0,4
2146,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,167,93,11.0,0.0,4
1503,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,207,125,9.25,0.5625,4
293,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,79,37,16.8,4.839999999999997,4
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10,123,65,7.0,9.0,4
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,184,110,9.0,9.0,4
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,213,129,14.0,9.0,4
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,218,132,10.0,4.0,4
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,244,151,15.0,1.0,4
2838,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9,204,122,9.5,0.25,4
1374,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,119,63,8.0,1.0,4
553,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,192,114,12.0,1.0,4
1236,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,27,12,8.0,4.0,4
1262,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,183,110,8.692307692307692,0.47928994082840143,4
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,193,115,10.0,1.0,4
4082,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9,220,134,9.25,0.0625,4
2751,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,173,99,8.0,1.0,4
4046,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11,198,118,9.0,4.0,4
1849,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7,191,114,11.0,16.0,4
3032,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9,220,134,9.25,0.0625,4
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,75,35,14.0,16.0,4
721,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13,71,33,8.0,25.0,4
2754,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,191,114,11.0,9.0,4
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,185,111,9.0,4.0,4
3935,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,167,93,11.0,0.0,4
1389,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,233,145,12.8,7.840000000000004,4
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10,225,136,10.0,0.0,4
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,167,93,11.0,25.0,4
213,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,215,130,11.0,4.0,4
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,119,63,8.0,1.0,4
3140,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20,234,145,12.0,64.0,4
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8,193,115,10.0,4.0,4
3271,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,215,130,11.0,36.0,4
1482,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,119,63,8.0,0.0,4
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,198,118,9.0,4.0,4
3209,I,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14,193,115,10.0,16.0,4
3006,M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11,75,35,14.0,9.0,4
2175,M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,234,145,12.0,0.0,4
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,140,77,9.0,1.0,4
2222,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,231,142,12.5,0.25,4
1377,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,236,146,13.0,1.0,4
1693,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,201,121,10.0,1.0,4
1002,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9,197,117,8.75,0.0625,4
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,192,114,12.0,9.0,4
3627,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,75,35,14.0,16.0,4
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,216,131,16.0,64.0,4
3671,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,190,113,9.0,1.0,4
1450,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,109,58,8.0,1.0,4
853,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,198,118,9.0,0.0,4
2651,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,219,133,9.75,3.0625,4
997,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8,119,63,8.0,0.0,4
3219,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16,237,147,11.76923076923077,17.89940828402366,4
1818,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,75,35,14.0,16.0,4
678,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23,69,32,15.0,64.0,4
2055,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,183,110,8.692307692307692,0.09467455621301817,4
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,183,110,8.692307692307692,13.633136094674551,4
1929,M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10,236,146,13.0,9.0,4
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,191,114,11.0,1.0,4
1363,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,198,118,9.0,1.0,4
3601,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,27,12,8.0,0.0,4
3141,I,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,5,180,106,7.074074074074074,4.301783264746229,4
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,76,36,7.0,16.0,4
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9,182,108,8.333333333333334,0.44444444444444364,4
2540,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,76,36,7.0,36.0,4
37,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8,173,99,8.0,0.0,4
1868,I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8,219,133,9.75,3.0625,4
1827,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,27,12,8.0,4.0,4
4131,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11,199,120,9.0,4.0,4
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8,69,32,15.0,49.0,4
2357,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,168,94,10.11111111111111,47.4567901234568,4
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,182,108,8.333333333333334,13.44444444444444,4
3487,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,187,112,9.666666666666666,2.777777777777776,4
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13,217,131,15.0,4.0,4
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,71,33,8.0,16.0,4
1841,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,182,108,8.333333333333334,1.7777777777777795,4
4151,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6,27,12,8.0,4.0,4
3404,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,159,87,9.0,1.0,4
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9,192,114,12.0,9.0,4
2166,I,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,27,12,8.0,4.0,4
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,75,35,14.0,9.0,4
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,155,85,8.666666666666666,5.444444444444447,4
1552,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,27,12,8.0,1.0,4
1024,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10,207,125,9.25,0.5625,4
2447,I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,181,107,6.666666666666667,0.44444444444444486,4
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,27,12,8.0,4.0,4
3238,M,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,75,35,14.0,0.0,4
597,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,200,120,9.666666666666666,11.111111111111114,4
565,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10,156,85,8.0,4.0,4
2881,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8,187,112,9.666666666666666,2.777777777777776,4
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,227,139,8.666666666666666,69.44444444444446,4
71,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8,51,23,14.0,36.0,4
1594,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,219,133,9.75,7.5625,4
2639,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,185,111,9.0,9.0,4
3559,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,69,32,15.0,25.0,4
4037,I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10,220,134,9.25,0.5625,4
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6,109,58,8.0,4.0,4
3581,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,123,65,7.0,4.0,4
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,27,12,8.0,0.0,4
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,102,52,15.0,4.0,4
2013,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10,161,88,9.0,1.0,4
1319,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,220,134,9.25,0.0625,4
3914,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,218,132,10.0,81.0,4
2336,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18,69,32,15.0,9.0,4
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9,123,65,7.0,4.0,4
2893,F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8,179,105,11.0,9.0,4
1815,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11,231,142,12.5,2.25,4
1230,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7,27,12,8.0,1.0,4
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,182,108,8.333333333333334,5.444444444444447,4
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9,123,65,7.0,4.0,4
4070,I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7,193,115,10.0,9.0,4
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10,206,124,9.0,1.0,4
1461,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,166,92,13.0,49.0,4
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,196,117,11.0,1.0,4
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,71,33,8.0,0.0,4
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13,229,141,13.0,0.0,4
3285,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,76,36,7.0,36.0,4
159,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13,79,37,16.8,14.440000000000005,4
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,184,110,9.0,16.0,4
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13,175,101,10.333333333333334,7.111111111111108,4
2483,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,69,32,15.0,1.0,4
379,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,196,117,11.0,1.0,4
648,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11,193,115,10.0,1.0,4
1583,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,187,112,9.666666666666666,7.111111111111108,4
2993,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11,76,36,7.0,16.0,4
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11,76,36,7.0,16.0,4
3609,F,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,179,105,11.0,4.0,4
2223,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,79,37,16.8,7.840000000000004,4
2134,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,51,23,14.0,36.0,4
3656,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,187,112,9.666666666666666,1.7777777777777795,4
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,123,65,7.0,9.0,4
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,211,128,12.65,7.022500000000002,4
1571,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8,184,110,9.0,1.0,4
1159,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,204,122,9.5,0.25,4
1524,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,208,125,8.733333333333333,5.1377777777777816,4
3076,F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11,228,141,13.6,6.759999999999998,4
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,180,106,7.074074074074074,9.449931412894378,4
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,182,108,8.333333333333334,0.11111111111111151,4
3865,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,215,130,11.0,64.0,4
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,180,106,7.074074074074074,4.301783264746229,4
3689,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,229,141,13.0,16.0,4
2056,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,211,128,12.65,31.922500000000003,4
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16,234,145,12.0,16.0,4
3952,I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,27,12,8.0,9.0,4
562,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11,97,48,6.0,25.0,4
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,205,124,12.0,1.0,4
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8,160,88,9.666666666666666,2.777777777777776,4
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,27,12,8.0,1.0,4
574,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10,244,151,15.0,25.0,4
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,173,99,8.0,4.0,4
3566,M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,198,118,9.0,0.0,4
2984,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10,69,32,15.0,25.0,4
1941,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,197,117,8.75,5.0625,4
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,119,63,8.0,1.0,4
2255,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12,215,130,11.0,1.0,4
3794,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,227,139,8.666666666666666,1.7777777777777795,4
2962,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9,152,83,8.0,1.0,4
249,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7,27,12,8.0,1.0,4
1673,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,190,113,9.0,0.0,4
1198,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10,75,35,14.0,16.0,4
2966,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10,140,77,9.0,1.0,4
3759,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,216,131,16.0,49.0,4
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,186,111,9.0,4.0,4
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,119,63,8.0,1.0,4
3053,F,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11,194,116,14.0,9.0,4
