,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,3.311637304949512,67,20,0.0,10.966941639533268,5
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057,170,117,1.3270750014599193,0.042188108301376544,5
487,5,4,8,2,95.1,141.3,605.8,17.7,26.4,34.0,3.6,0.0,2.856470206220483,269,230,2.329227023940467,0.2779853732607585,5
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58.0,1.3,0.0,0.0,189,134,1.2556160374777745,1.576571633571388,5
493,1,3,8,5,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,3.791436042439028,187,132,2.074428999856292,2.9481131842787125,5
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,3.726656818447966,269,230,2.329227023940467,1.9528100305772713,5
503,2,4,8,3,94.5,139.4,689.1,20.0,29.2,30.0,4.9,0.0,1.0818051703517284,189,134,1.2556160374777745,0.03021021753110805,5
504,4,3,8,3,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,3.923753928303845,189,134,1.2556160374777745,7.118959804461792,5
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.916922612182061,185,131,1.0647107369924282,0.7262650802142303,5
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0,74,24,0.0,0.0,5
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,1.1537315878891892,74,24,0.0,1.3310965768933098,5
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0,121,66,5.285637313390662,27.93796180870766,5
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,2.0068708488450007,121,66,5.285637313390662,10.750309529029257,5
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,4.012592060349841,121,66,5.285637313390662,1.6206442162897678,5
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0,267,227,2.2607208888953467,5.110858937487767,5
516,6,3,11,2,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0,8,0,2.4449316758781605,5.977690899712391,5
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,40,10,0.6418538861723948,0.41197641119460554,6
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0,248,197,0.9001613499442714,0.8102904559334931,6
260,2,4,8,1,93.6,97.9,542.0,14.4,28.3,32.0,4.0,0.0,2.2874714551839976,122,69,1.1216775615991057,1.3590754023198224,6
390,7,4,2,1,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,2.394252281519869,29,5,0.0,5.732443987563098,6
198,3,4,9,2,91.0,129.5,692.6,7.0,13.9,59.0,6.3,0.0,2.50470927708418,216,153,2.0844290831908747,0.17663544137899437,6
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.235471471385307,169,107,0.0,1.5263897566069755,6
335,4,3,9,1,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0,133,76,0.0,0.0,6
206,2,2,8,6,93.5,139.4,594.2,20.3,22.9,31.0,7.2,0.0,2.800325477211381,64,21,4.08260930600368,1.6442518175822376,6
51,4,3,8,7,90.2,99.6,631.2,6.3,21.5,34.0,2.2,0.0,0.0,110,62,4.012592060349841,16.100895042782586,6
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0,70,24,0.0,0.0,6
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,2.578700529074361,111,63,0.0,6.64969641864839,6
208,6,5,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,3.007166651179654,209,147,0.9895411936137476,4.070812487018033,6
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0,169,107,0.0,0.0,6
471,4,3,5,5,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,3.675794214565281,11,0,0.0,13.51146310783159,6
271,8,6,8,2,92.1,152.6,658.2,14.3,20.1,58.0,4.5,0.0,2.329227023940467,116,66,3.726656818447966,1.9528100305772713,6
75,9,9,2,4,84.2,6.8,26.6,7.7,6.7,79.0,3.1,0.0,0.0,32,5,0.0,0.0,6
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38.0,4.0,0.0,0.0,131,75,0.0,0.0,6
162,6,3,3,6,90.6,50.1,100.4,7.8,15.2,31.0,8.5,0.0,1.0784095813505905,52,18,0.0,1.162967225148756,6
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39.0,6.3,0.0,0.0,169,107,0.0,0.0,6
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0,120,68,3.7812307151781215,14.297705721406448,6
45,5,6,9,3,94.3,85.1,692.3,15.9,25.9,24.0,4.0,0.0,0.0,139,79,0.0,0.0,6
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856,205,145,1.9600947840472696,0.6451520667513411,6
102,2,4,8,2,94.8,108.3,647.1,17.0,20.1,40.0,4.0,0.0,0.0,278,234,1.4085449700547104,1.983998932666425,6
234,4,5,9,6,92.5,121.1,674.4,8.6,17.7,25.0,3.1,0.0,5.049086480470509,211,149,6.995619625423205,3.7889912843994358,6
26,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,0.0,209,147,0.9895411936137476,0.9791917738585203,6
120,3,4,8,1,91.5,145.4,608.2,10.7,10.3,74.0,2.2,0.0,0.0,70,24,0.0,0.0,6
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,111,63,0.0,0.0,6
324,6,5,9,4,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,1.6900958154515549,141,80,0.7514160886839212,0.8811196294445593,6
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0,51,18,0.0,0.0,6
19,6,4,4,6,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0,37,8,1.4701758451005926,2.161417015517242,6
146,5,4,3,1,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,0.6678293725756554,103,53,3.492256112609122,7.9773864098160745,6
218,4,5,9,3,92.9,133.3,699.6,9.2,19.4,19.0,1.3,0.0,3.487986511734546,143,81,0.0,12.166049906042128,6
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0.0,0.0,155,87,2.48989419129904,6.199573083864702,6
85,1,2,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,0.0,155,87,2.48989419129904,6.199573083864702,6
43,4,4,9,6,92.5,88.0,698.6,7.1,19.6,48.0,2.7,0.0,0.0,131,75,0.0,0.0,6
182,5,4,2,7,86.8,15.6,48.3,3.9,12.4,53.0,2.2,0.0,1.998773638612381,31,5,2.642622395779755,0.414541222105972,6
29,6,3,9,7,93.5,149.3,728.6,8.1,22.8,39.0,3.6,0.0,0.0,152,85,0.0,0.0,6
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0,37,8,1.4701758451005926,2.161417015517242,6
494,6,6,8,6,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,2.2607208888953467,111,63,0.0,5.110858937487767,6
163,8,6,9,6,92.5,121.1,674.4,8.6,17.8,56.0,1.8,0.0,1.0818051703517284,211,149,6.995619625423205,34.97320140901235,6
273,4,6,12,7,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,2.300583090323373,38,9,2.5006159434931803,0.04001314234725375,6
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,2.1174596088673567,248,197,0.9001613499442714,1.4818150511771746,6
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30.0,1.3,0.0,0.0,209,147,0.9895411936137476,0.9791917738585203,6
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0,192,129,1.1537315878891892,1.3310965768933098,6
346,1,4,9,1,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,3.373826184866024,205,145,1.9600947840472696,1.9986364736609579,6
275,4,6,12,4,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,1.8531680973566984,38,9,2.5006159434931803,0.4191887134667695,6
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,3.5655812377694427,155,87,2.48989419129904,1.1571026219442178,6
209,8,3,9,4,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0.0,3.1949928844048685,141,80,0.7514160886839212,5.971067556585851,6
8,8,6,9,2,91.0,129.5,692.6,7.0,13.1,63.0,5.4,0.0,0.0,216,153,2.0844290831908747,4.344844602851951,6
64,2,2,8,1,91.1,103.2,638.8,5.8,23.1,31.0,3.1,0.0,0.0,122,69,1.1216775615991057,1.2581605521949155,6
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,111,63,0.0,0.0,6
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.7850704810772584,111,63,0.0,3.186476622413395,6
72,5,4,3,5,91.7,33.3,77.5,9.0,15.6,25.0,6.3,0.0,0.0,98,49,0.0,0.0,6
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0,159,93,0.0,0.0,6
281,6,5,12,2,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,3.2492110246642736,339,326,2.8451534301306665,0.16326253970028487,6
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.0784095813505905,42,10,0.0,1.162967225148756,6
225,4,4,9,7,93.5,149.3,728.6,8.1,22.9,39.0,4.9,0.0,3.902982260775997,152,85,0.0,15.233270527932113,6
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.925707441737794,240,186,2.005525858729668,0.006370979691088658,6
252,6,5,8,3,93.1,157.3,666.7,13.5,22.1,37.0,3.6,0.0,0.1906203596086497,126,72,4.427836170705175,17.95399782980639,6
92,8,6,8,7,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0.0,0.0,169,107,0.0,0.0,6
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.5423242908253617,131,75,0.0,0.2941156364192315,6
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,2.3711778844596574,128,73,3.791436042439028,2.0171332353069547,6
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,2.081938421878423,95,35,0.9669838461896731,1.2431237058492801,6
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0784095813505905,111,63,0.0,1.162967225148756,6
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,3.966132331075178,31,5,2.642622395779755,1.7516785488256945,6
44,4,4,9,3,90.1,82.9,735.7,6.2,12.9,74.0,4.9,0.0,0.0,139,79,0.0,0.0,6
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,2.96010509591084,209,147,0.9895411936137476,3.883122093036345,6
68,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,0.0,209,147,0.9895411936137476,0.9791917738585203,6
203,8,6,10,3,91.4,37.9,673.8,5.2,20.2,37.0,2.7,0.0,2.6878474937846906,13,1,0.0,7.224524149844642,6
251,8,5,8,3,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,0.2151113796169455,126,72,4.427836170705175,17.747050165449373,6
20,6,4,9,2,91.0,129.5,692.6,7.0,18.3,40.0,2.7,0.0,0.0,216,153,2.0844290831908747,4.344844602851951,6
38,7,3,10,6,90.6,43.7,686.9,6.7,17.8,27.0,4.0,0.0,0.0,45,14,0.0,0.0,6
28,6,3,9,6,93.4,145.4,721.4,8.1,30.2,24.0,2.7,0.0,0.0,211,149,6.995619625423205,48.9386939436063,6
466,6,5,3,1,87.2,15.1,36.9,7.1,10.2,45.0,5.8,0.0,1.430311246536665,103,53,3.492256112609122,4.2516166307225625,6
405,2,2,8,2,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0,278,234,1.4085449700547104,1.983998932666425,6
171,8,6,8,3,85.6,90.4,609.6,6.6,17.4,50.0,4.0,0.0,1.3056264580524355,126,72,4.427836170705175,9.748193489783107,6
55,4,3,9,4,92.9,137.0,706.4,9.2,27.7,24.0,2.2,0.0,0.0,155,87,2.48989419129904,6.199573083864702,6
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0,116,66,3.726656818447966,13.887971042484716,6
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.7833912195575383,141,80,0.7514160886839212,1.0649726707416192,6
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.5953389880545987,133,76,0.0,2.545106486807071,6
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951,139,79,0.0,3.8087744498741047,6
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42.0,2.2,0.0,0.0,205,145,1.9600947840472696,3.8419715624493125,6
449,7,4,8,7,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0,169,107,0.0,0.0,6
488,4,4,8,2,95.1,141.3,605.8,17.7,19.4,71.0,7.6,0.0,3.864931397894296,116,66,3.726656818447966,0.019119859321059435,6
496,4,5,8,1,96.2,175.5,661.8,16.8,32.6,26.0,3.1,0.0,1.3270750014599193,122,69,1.1216775615991057,0.042188108301376544,6
327,6,5,9,6,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0,131,75,0.0,0.0,6
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27.0,2.2,0.0,0.959350221334602,211,149,6.995619625423205,36.436548318736186,6
40,4,4,7,2,79.5,60.6,366.7,1.5,23.3,37.0,3.1,0.0,0.0,95,35,0.9669838461896731,0.9350577587917734,6
302,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0,43,10,0.0,0.0,6
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.43977686362963,248,197,0.9001613499442714,6.449646957351348,6
112,3,4,9,7,89.7,90.0,704.4,4.8,22.8,39.0,3.6,0.0,0.0,138,78,1.8213182714696,3.317200245989011,6
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0,180,118,0.0,0.0,6
88,1,2,9,7,93.5,149.3,728.6,8.1,25.3,36.0,3.6,0.0,0.0,152,85,0.0,0.0,6
279,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.376764491168297,339,326,2.8451534301306665,0.21938819814229446,6
415,8,6,8,4,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,6.616439947564594,120,68,3.7812307151781215,8.038411391409488,6
36,6,3,10,2,90.6,35.4,669.1,6.7,21.7,24.0,4.5,0.0,0.0,13,1,0.0,0.0,6
167,6,5,8,3,96.0,127.1,570.5,16.5,23.4,33.0,4.5,0.0,1.2556160374777745,240,186,2.005525858729668,0.5623647400100465,6
139,1,4,9,2,91.0,129.5,692.6,7.0,21.7,38.0,2.2,0.0,0.3576744442718159,216,153,2.0844290831908747,2.9816815830284895,6
170,5,4,9,3,92.9,133.3,699.6,9.2,21.9,35.0,1.8,0.0,1.2725655957915476,143,81,0.0,1.6194231955922964,6
205,4,5,9,4,92.9,137.0,706.4,9.2,22.1,34.0,1.8,0.0,2.745345985845907,155,87,2.48989419129904,0.06525561933721466,6
259,7,4,8,6,91.8,170.9,692.3,13.7,23.7,40.0,1.8,0.0,0.8671004876833833,111,63,0.0,0.7518632557407612,6
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337,155,87,2.48989419129904,0.14787198666792103,6
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0,41,10,0.0,0.0,6
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833,91,34,0.0,13.235861377070236,6
76,9,9,2,5,86.6,13.2,43.0,5.3,15.7,43.0,3.1,0.0,0.0,32,5,0.0,0.0,6
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,1.8794650496471603,60,19,0.0,3.532388872845203,6
319,5,4,9,4,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,1.6882490928583902,155,87,2.48989419129904,0.6426348638539194,6
479,7,4,7,1,89.2,103.9,431.6,6.4,22.6,57.0,4.9,0.0,5.633109621361155,95,35,0.9669838461896731,21.772729749719662,6
98,3,4,8,7,91.4,142.4,601.4,10.6,11.6,87.0,4.5,0.0,0.0,169,107,0.0,0.0,6
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.9878743481543453,157,92,0.0,3.951644424050063,6
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,0.8153648132841945,248,197,0.9001613499442714,0.007190452629543769,6
235,8,6,8,7,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,5.285637313390662,169,107,0.0,27.93796180870766,6
283,3,4,2,3,86.9,6.6,18.7,3.2,8.8,35.0,3.1,0.0,0.7419373447293773,89,33,1.144222799920162,0.1618335874580568,6
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67.0,3.6,0.0,2.0241930674493576,91,34,0.0,4.097357574310039,6
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0,209,147,0.9895411936137476,0.9791917738585203,6
267,2,2,8,2,92.1,152.6,658.2,14.3,23.7,24.0,3.1,0.0,0.0,278,234,1.4085449700547104,1.983998932666425,6
168,6,5,3,5,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0.0,1.2612978709452054,98,49,0.0,1.590872319250908,6
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0,91,34,0.0,0.0,6
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0,216,153,2.0844290831908747,4.344844602851951,6
341,8,6,9,1,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0.0,0.0,133,76,0.0,0.0,6
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,143,81,0.0,0.0,6
229,8,6,8,6,92.2,81.8,480.8,11.9,16.4,43.0,4.0,0.0,4.280824129164719,64,21,4.08260930600368,0.03928911612076196,6
207,7,5,9,2,91.0,129.5,692.6,7.0,20.7,37.0,2.2,0.0,2.9014215940827497,216,153,2.0844290831908747,0.6674767628534104,6
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,0.8020015854720274,122,69,1.1216775615991057,0.10219272971280034,6
247,2,4,8,3,92.2,91.6,503.6,9.6,20.7,70.0,2.2,0.0,0.5596157879354227,126,72,4.427836170705175,14.963128929675372,6
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,2.8524391037275145,120,68,3.7812307151781215,0.8626538575010152,6
204,5,6,3,6,90.6,50.1,100.4,7.8,15.1,64.0,4.0,0.0,2.7073833121145063,52,18,0.0,7.3299243987161145,6
172,7,4,8,7,91.4,142.4,601.4,10.6,20.1,39.0,5.4,0.0,1.3190856114264409,169,107,0.0,1.7399868502722673,6
452,7,4,8,1,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0,70,24,0.0,0.0,6
96,3,4,2,6,83.9,8.0,30.2,2.6,12.7,48.0,1.8,0.0,0.0,30,5,0.0,0.0,6
349,5,4,9,5,92.1,99.0,745.3,9.6,12.8,64.0,3.6,0.0,0.9707789171582248,248,197,0.9001613499442714,0.0049868407992172264,6
140,2,5,9,1,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,0.3852624007906449,205,145,1.9600947840472696,2.48009703535374,6
41,4,4,8,6,90.2,96.9,624.2,8.9,18.4,42.0,6.7,0.0,0.0,64,21,4.08260930600368,16.66769874546785,6
95,4,4,9,7,89.7,90.0,704.4,4.8,17.8,64.0,1.3,0.0,0.0,138,78,1.8213182714696,3.317200245989011,6
91,8,6,3,5,91.7,35.8,80.8,7.8,17.4,24.0,5.4,0.0,0.0,98,49,0.0,0.0,6
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164,138,78,1.8213182714696,0.08214179849390993,6
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0,209,147,0.9895411936137476,0.9791917738585203,6
23,7,4,8,6,90.2,110.9,537.4,6.2,19.5,43.0,5.8,0.0,0.0,64,21,4.08260930600368,16.66769874546785,6
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263,152,85,0.0,2.4015326122892104,6
306,7,4,9,7,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,0.3435897043900769,138,78,1.8213182714696,2.1836817179629002,6
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51.0,8.9,0.0,0.4762341789963716,128,73,3.791436042439028,10.990563395373659,6
183,7,4,10,1,91.7,48.5,696.1,11.1,16.8,45.0,4.5,0.0,2.057962510002712,48,17,3.9193957597575593,3.464933743292892,6
284,5,4,2,5,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,3.228430037673012,32,5,0.0,10.422760508149366,6
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,1.208960345836975,122,69,1.1216775615991057,0.0076182844243144615,6
126,3,5,3,1,87.6,52.2,103.8,5.0,9.0,49.0,2.2,0.0,0.0,56,19,0.0,0.0,6
491,4,4,8,4,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0,120,68,3.7812307151781215,14.297705721406448,6
232,6,4,9,2,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,4.648133885420207,216,153,2.0844290831908747,6.57258231297374,6
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33.0,2.2,0.0,2.528125768907977,216,153,2.0844290831908747,0.19686674891634107,6
157,2,2,8,3,92.1,111.2,654.1,9.6,18.4,45.0,3.6,0.0,0.9669838461896731,126,72,4.427836170705175,11.977498812104358,6
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0,169,107,0.0,0.0,6
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.724550719534605,37,8,1.4701758451005926,0.06470657674331957,6
137,3,6,9,1,90.9,126.5,686.5,7.0,15.6,66.0,3.1,0.0,0.0,205,145,1.9600947840472696,3.8419715624493125,6
6,8,6,8,1,92.3,88.9,495.6,8.5,24.1,27.0,3.1,0.0,0.0,122,69,1.1216775615991057,1.2581605521949155,6
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197,209,147,0.9895411936137476,0.06369421455431667,6
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,2.498151876538021,110,62,4.012592060349841,2.2935290703439803,6
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0,116,66,3.726656818447966,13.887971042484716,6
53,4,3,8,3,92.1,111.2,654.1,9.6,20.4,42.0,4.9,0.0,0.0,126,72,4.427836170705175,19.605733154605073,6
201,6,5,3,7,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0.0,2.5726122302071057,165,101,2.2235418856535927,0.12185010544670831,6
155,7,4,8,7,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,0.9400072584914712,169,107,0.0,0.8836136460166515,6
7,8,6,8,1,91.5,145.4,608.2,10.7,8.0,86.0,2.2,0.0,0.0,70,24,0.0,0.0,6
123,3,4,9,2,84.4,73.4,671.9,3.2,17.9,45.0,3.1,0.0,0.0,139,79,0.0,0.0,6
243,7,4,8,7,91.8,175.1,700.7,13.8,21.9,73.0,7.6,1.0,0.0,169,107,0.0,0.0,6
437,8,6,8,6,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0,111,63,0.0,0.0,6
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29.0,3.1,0.0,0.0,58,19,0.0,0.0,6
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627,211,149,6.995619625423205,17.504267706200054,6
22,7,4,6,7,94.3,96.3,200.0,56.1,21.0,44.0,4.5,0.0,0.0,40,10,0.6418538861723948,0.41197641119460554,6
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27.0,7.6,0.0,0.0,58,19,0.0,0.0,6
12,6,5,8,5,63.5,70.8,665.3,0.8,17.0,72.0,6.7,0.0,0.0,192,129,1.1537315878891892,1.3310965768933098,6
86,1,2,9,4,92.9,137.0,706.4,9.2,25.4,27.0,2.2,0.0,0.0,155,87,2.48989419129904,6.199573083864702,6
322,6,5,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,0.6981347220709844,155,87,2.48989419129904,3.210401995568404,6
124,3,4,9,5,94.3,85.1,692.3,15.9,19.8,50.0,5.4,0.0,0.0,248,197,0.9001613499442714,0.8102904559334931,6
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0,162,96,1.3217558399823195,1.747038500527367,6
196,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,2.4790562361098245,37,8,1.4701758451005926,1.0178396433629406,6
366,4,5,9,2,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.01160091167848,216,153,2.0844290831908747,1.150960285590628,6
228,4,6,9,7,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,4.175924549214524,152,85,0.0,17.438345840732524,6
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,2.7523860149222616,278,234,1.4085449700547104,1.805908753870712,6
178,2,5,9,3,90.1,82.9,735.7,6.2,18.3,45.0,2.2,0.0,1.7715567619105357,139,79,0.0,3.1384133606709423,6
433,2,4,8,7,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,2.7936160894318567,169,107,0.0,7.80429085513254,6
17,8,5,10,1,84.9,32.8,664.2,3.0,16.7,47.0,4.9,0.0,0.0,47,17,1.8625285401162623,3.4690125627476154,6
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,2.643333886382519,248,197,0.9001613499442714,3.0386504917925534,6
211,7,4,8,6,93.5,139.4,594.2,20.3,5.1,96.0,5.8,0.0,3.295836866004329,64,21,4.08260930600368,0.6190108723425319,6
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039,41,10,0.0,4.905543595240149,6
253,7,4,8,4,91.9,109.2,565.5,8.0,21.4,38.0,2.7,0.0,0.924258901523332,120,68,3.7812307151781215,8.162287944017937,6
47,6,6,7,1,94.2,62.3,442.9,11.0,23.0,36.0,3.1,0.0,0.0,95,35,0.9669838461896731,0.9350577587917734,6
161,6,4,8,4,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0647107369924282,120,68,3.7812307151781215,7.379480791881999,6
