,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID
201,6,5,0.9224806201550387,0.12577532736044109,0.08889410109065321,0.31718061674008813,0.29770992366412213,0.43902439024390244,0.31764705882352945,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5726122302071057,0.49934275360969294,0.1695670713937346,Train6
205,4,5,0.9586563307493542,0.46829772570640943,0.8191626597865603,0.4052863436123348,0.6679389312977099,0.1951219512195122,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.745345985845907,0.49934275360970837,0.09469102200847147,Train6
207,7,5,0.934108527131783,0.44245348035837356,0.8029787733083148,0.30837004405286345,0.6145038167938931,0.23170731707317074,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.9014215940827497,0.4993427536096918,0.2607691906637998,Train6
209,8,3,0.9689922480620156,0.2749827705031014,0.7943004573707049,0.7885462555066078,0.7099236641221374,0.0975609756097561,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.1949928844048685,0.49934275360969704,0.48802933337675347,Train6
213,7,3,0.8901808785529716,0.17608545830461753,0.11246628356983697,0.22026431718061676,0.24427480916030533,0.34146341463414637,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3446270301737613,0.4993427536098138,0.3187607442289402,Train6
214,4,4,0.9431524547803619,0.11957270847691247,0.08549313943942768,0.3436123348017621,0.47328244274809156,0.10975609756097561,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.389799336709786,0.4993427536109395,0.10441961617351175,Train6
215,4,4,0.9431524547803619,0.11957270847691247,0.08549313943942768,0.3436123348017621,0.47328244274809156,0.10975609756097561,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.389799336709786,0.4993427536109395,0.10441961617351175,Train6
226,7,5,0.9431524547803619,0.1633356305995865,0.8070833821977249,0.4889867841409692,0.4389312977099237,0.3170731707317073,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.9193957597575593,0.4993427536096919,0.28679460747696295,Train6
228,4,6,0.9664082687338502,0.5106822880771882,0.8451976075993902,0.3568281938325991,0.9045801526717557,0.0975609756097561,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.175924549214524,0.49934275360969244,0.18473097825850554,Train6
233,9,4,0.8488372093023258,0.24913852515506552,0.7787029435909464,0.14096916299559473,0.7519083969465649,0.21951219512195122,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.669646205172456,0.4993427536096919,0.700304787106982,Train6
235,8,6,0.9392764857881138,0.4869055823569952,0.696024393104257,0.4669603524229075,0.5725190839694656,0.2804878048780488,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.285637313390662,0.4993427536096918,0.5580643664397849,Train6
237,1,2,0.934108527131783,0.44245348035837356,0.8029787733083148,0.30837004405286345,0.5419847328244275,0.2682926829268293,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.365415110080531,0.49934281024648547,0.6802727115262922,Train6
240,6,3,0.8953488372093024,0.05547898001378359,0.04174973613228568,0.16740088105726872,0.4045801526717557,0.4024390243902439,0.21176470588235297,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.49934275361066777,0.20221505527047803,Train6
246,5,4,0.9444444444444444,0.5995864920744315,0.8124780110238068,0.6079295154185023,0.8053435114503816,0.25609756097560976,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08617769624105233,0.49934275360973535,0.07234599160596379,Train6
247,2,4,0.9496124031007753,0.31185389386629914,0.5813298932801689,0.42290748898678415,0.6145038167938931,0.6341463414634146,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5596157879354227,0.49934275363482306,0.312798154058726,Train6
250,8,5,0.9612403100775194,0.5382494831150931,0.77260466752668,0.5947136563876653,0.8473282442748091,0.08536585365853659,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5187937934151675,0.49934275360969177,0.4708278308860679,Train6
251,8,5,0.9612403100775194,0.5382494831150931,0.77260466752668,0.5947136563876653,0.7404580152671755,0.21951219512195122,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2151113796169455,0.49934275360969177,0.4674757582291635,Train6
252,6,5,0.9612403100775194,0.5382494831150931,0.77260466752668,0.5947136563876653,0.6679389312977099,0.23170731707317074,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19062035960864973,0.4993427536096923,0.14563741393499727,Train6
253,7,4,0.9457364341085273,0.3725017229496899,0.653922833352879,0.3524229074889868,0.6412213740458014,0.24390243902439024,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9242589015233319,0.4993427536096946,0.25491614237060317,Train6
256,8,6,0.9754521963824291,0.4000689179875948,0.6722176615456784,0.4845814977973568,0.7366412213740456,0.2804878048780488,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.199444334074532,0.4993427536096918,0.5624665227579955,Train6
259,7,4,0.9444444444444444,0.5851137146795314,0.8026269496892224,0.6035242290748899,0.7290076335877862,0.2682926829268293,0.10588235294117647,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8671004876833833,0.49934275360969366,0.2579269451813473,Train6
260,2,4,0.9677002583979328,0.33356305995864927,0.6263633165239826,0.6343612334801763,0.9045801526717557,0.17073170731707318,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2874714551839976,0.4993427536249515,0.3139167544733959,Train6
264,4,4,0.9767441860465117,0.5737422467263956,0.7933622610531254,0.5726872246696035,0.6564885496183206,0.4268292682926829,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.020222182019865,0.49934275361016667,0.07056155404923523,Train6
267,2,2,0.9483204134366925,0.5220537560303239,0.7626363316523983,0.6299559471365639,0.7290076335877862,0.07317073170731707,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.4993427637510331,0.4793250314253157,Train6
270,2,2,0.9483204134366925,0.5220537560303239,0.7626363316523983,0.6299559471365639,0.6564885496183206,0.4634146341463415,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41871033485818504,0.4993427635524571,0.47747758561846754,Train6
276,4,4,0.8617571059431526,0.0837353549276361,0.4008443766858215,0.1145374449339207,0.0,0.036585365853658534,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.93651291389402,0.49934275361096114,0.12087405339466242,Train6
280,4,6,0.8527131782945737,0.08821502412129566,0.40424533833704707,0.18061674008810572,-0.09160305343511448,0.5,0.47058823529411764,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.329227023940467,0.499342753609695,0.21740334117748736,Train6
281,6,5,0.8617571059431526,0.0837353549276361,0.4008443766858215,0.1145374449339207,0.019083969465648852,0.07317073170731707,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2492110246642736,0.49934275360969343,0.19039316614733418,Train6
282,6,3,0.8552971576227392,0.09097174362508614,0.40530080919432393,0.14977973568281938,-0.015267175572519063,0.4024390243902439,0.3647058823529412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.49934275361033376,0.2013594667354242,Train6
283,3,4,0.8811369509043929,0.018952446588559616,0.012665650287322621,0.14096916299559473,0.1603053435114504,0.2073170731707317,0.25882352941176473,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7419373447293773,0.4993427536226421,0.19714931718228476,Train6
289,7,4,0.9418604651162791,0.35527222605099934,0.547672100387006,0.39647577092511016,0.7519083969465649,0.14634146341463414,0.10588235294117647,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.499342753609695,0.2691947452283977,Train6
290,2,5,0.9418604651162791,0.35527222605099934,0.547672100387006,0.39647577092511016,0.5381679389312977,0.4268292682926829,0.10588235294117647,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.49934275361104596,0.3501751786986688,Train6
292,4,5,0.9418604651162791,0.3414886285320469,0.5375864899730268,0.2775330396475771,0.6984732824427479,0.2682926829268293,0.047058823529411764,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2919836816486494,0.4993427536097309,0.10769116441279512,Train6
294,8,6,0.9509043927648579,0.3022053756030324,0.5077987568898792,0.3744493392070485,0.4770992366412214,0.5975609756097561,0.31764705882352945,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0241930674493576,0.4993427536096918,0.5753503904518877,Train6
296,6,4,0.9263565891472869,0.3046175051688491,0.33176967280403424,0.28193832599118945,0.3702290076335878,0.34146341463414637,0.10588235294117647,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6418538861723948,0.499342753609713,0.13319623092722704,Train6
298,8,6,0.9366925064599484,0.5055134390075811,0.43309487510261524,0.5594713656387665,0.5725190839694656,0.3048780487804878,0.47058823529411764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4993427536096918,0.55987609799241,Train6
299,6,5,0.4483204134366926,0.24086836664369404,0.26492318517649815,0.01762114537444934,0.22900763358778622,0.8780487804878049,0.21176470588235297,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.4993427536096941,0.18541673816626852,Train6
301,6,5,0.9263565891472869,0.3177119228118539,0.34033071420194677,0.3303964757709251,0.5534351145038168,0.25609756097560976,0.5294117647058824,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.5085119938441398,0.4993427536096927,0.15006493711162178,Train6
304,6,5,0.8578811369509044,0.0926946933149552,0.12419373753958014,0.15418502202643172,0.2557251908396947,0.926829268292683,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.4993427536096932,0.19327640052305248,Train6
306,7,4,0.9160206718346253,0.28600964851826327,0.8284273484226574,0.2511013215859031,0.4770992366412214,0.4268292682926829,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3435897043900769,0.499342753609693,0.23696706961877448,Train6
308,2,4,0.9521963824289407,0.36078566505858034,0.8797935968101325,0.43612334801762115,0.43511450381679384,0.32926829268292684,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.4993427536203158,0.29868226868977105,Train6
314,4,4,0.9547803617571059,0.39386629910406623,0.9020757593526445,0.38766519823788553,0.5763358778625953,0.2804878048780488,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9477893989335261,0.499342753610099,0.06548954436577091,Train6
323,3,5,0.930232558139535,0.4679531357684356,0.9556702239943707,0.29955947136563876,0.31679389312977096,0.25609756097560976,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.1568811967920856,0.4993427536098122,0.17778712153910126,Train6
329,4,3,0.9496124031007753,0.34872501722949695,0.872053477190102,0.37004405286343617,0.7213740458015265,0.10975609756097561,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.4655675420143985,0.49934275361729485,0.11642674468603849,Train6
331,7,4,0.9366925064599484,0.4248793935217092,0.923419725577577,0.3744493392070485,0.6450381679389312,0.12195121951219512,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.8118094353930627,0.4993427536096931,0.2400968456789397,Train6
336,7,4,0.9418604651162791,0.36974500344589945,0.8867127946522809,0.27312775330396477,0.5610687022900763,0.3170731707317073,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.49934275360969316,0.23577461089828217,Train6
341,8,6,0.9457364341085273,0.3811164713990352,0.8941010906532191,0.28634361233480177,0.4236641221374045,0.4024390243902439,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.4993427536096918,0.5447055510972322,Train6
344,6,3,0.9405684754521965,0.4445210199862164,0.937258121261874,0.3303964757709251,0.2900763358778625,0.5853658536585366,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.9600947840472698,0.4993427536098912,0.16026468957029277,Train6
345,2,2,0.9405684754521965,0.4445210199862164,0.937258121261874,0.3303964757709251,0.46564885496183206,0.3048780487804878,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.9213246735826988,0.4993427601574432,0.4581905987500458,Train6
346,1,4,0.9405684754521965,0.4445210199862164,0.937258121261874,0.3303964757709251,0.6374045801526718,0.2073170731707317,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.3738261848660236,0.49934275368236897,0.5167481982208234,Train6
349,5,4,0.9483204134366925,0.3373535492763612,0.8647824557288611,0.42290748898678415,0.31297709923664124,0.5609756097560976,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9707789171582248,0.4993427536097641,0.04496205805577008,Train6
350,5,4,0.9483204134366925,0.3373535492763612,0.8647824557288611,0.42290748898678415,0.2099236641221374,0.6951219512195121,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.5496879080283263,0.4993427536097671,0.049862749664271885,Train6
351,4,4,0.9483204134366925,0.3373535492763612,0.8647824557288611,0.42290748898678415,0.41221374045801523,0.4268292682926829,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.1174596088673567,0.49934275361008723,0.0562370940977702,Train6
354,7,4,0.9483204134366925,0.3373535492763612,0.8647824557288611,0.42290748898678415,0.5381679389312977,0.3902439024390244,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.9416152247724325,0.49934275360969343,0.22559161880124526,Train6
357,6,3,0.9534883720930233,0.41660923501033775,0.9168523513545209,0.44933920704845814,0.4312977099236641,0.45121951219512196,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.49934275360992514,0.14644437894262471,Train6
359,1,4,0.9534883720930233,0.41660923501033775,0.9168523513545209,0.44933920704845814,0.6297709923664121,0.25609756097560976,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.21046980408624,0.4993427536969146,0.5063598429802713,Train6
360,6,5,0.9534883720930233,0.41660923501033775,0.9168523513545209,0.44933920704845814,0.5267175572519083,0.2926829268292683,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7371640659767197,0.4993427536096922,0.12265202615964786,Train6
361,4,3,0.9534883720930233,0.41660923501033775,0.9168523513545209,0.44933920704845814,0.4847328244274809,0.32926829268292684,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.597365331199831,0.4993427536182811,0.10066461219117182,Train6
363,4,3,0.9457364341085273,0.3811164713990352,0.8941010906532191,0.28634361233480177,0.4312977099236641,0.4268292682926829,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3686394258811698,0.4993427536198435,0.11672764038255742,Train6
364,6,5,0.9457364341085273,0.3811164713990352,0.8941010906532191,0.28634361233480177,0.6297709923664121,0.2073170731707317,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.8946168546677629,0.49934275360969227,0.13596565501968835,Train6
367,4,5,0.9354005167958657,0.4521019986216403,0.9431218482467456,0.5506607929515419,0.4503816793893129,0.10975609756097561,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.49934275360970914,0.09218113615052342,Train6
368,6,5,0.9366925064599484,0.321157822191592,0.8637269848715843,0.37004405286343617,0.46564885496183206,0.35365853658536583,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.613006652415316,0.49934275360969227,0.1345794681108803,Train6
371,3,4,0.9457364341085273,0.4565816678152998,0.6011492904890349,0.3524229074889868,0.36641221374045796,0.4878048780487805,0.3647058823529412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.49934275361516095,0.17192015696563007,Train6
373,5,4,0.9832041343669251,0.7625775327360442,0.8100152456901607,0.6123348017621145,0.599236641221374,0.2926829268292683,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.49934275360976593,0.07840632246764297,Train6
375,6,5,0.9366925064599484,0.321157822191592,0.8637269848715843,0.37004405286343617,0.41221374045801523,0.47560975609756095,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.6975913947159578,0.4993427536096923,0.13583040791409456,Train6
383,9,6,0.9418604651162791,0.852170916609235,0.8747507916031428,0.2775330396475771,0.6068702290076335,0.4878048780487805,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7812307151781224,0.4993427536096918,0.8371171786087565,Train6
384,8,4,0.9418604651162791,0.9396967608545831,0.9513310660255658,0.3392070484581498,0.6374045801526718,0.3170731707317073,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.578700529074361,0.49934275360969194,0.4595383110260624,Train6
385,2,4,0.9418604651162791,0.6209510682288079,0.7096282397091591,0.33480176211453744,0.6221374045801525,0.3902439024390244,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.833213344056216,0.4993427536236478,0.31325293146248745,Train6
387,5,5,0.9328165374677004,0.06133700895933838,0.026621320511316996,0.3524229074889868,0.2671755725190839,0.36585365853658536,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.49934275360970315,0.12204144786288432,Train6
390,7,4,0.8527131782945737,0.02894555478980014,0.059106368007505565,0.18061674008810572,0.11068702290076336,0.6463414634146342,0.6352941176470588,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3942522815198695,0.49934275360969776,0.2905243664113851,Train6
393,2,4,0.9651162790697676,0.047898001378359756,0.02075759352644541,0.5022026431718062,0.4045801526717557,0.012195121951219513,0.7882352941176469,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.4993427536619303,0.34652365853513134,Train6
399,9,5,0.9638242894056848,0.1667815299793246,0.339861616043157,0.6167400881057269,0.8931297709923662,0.1951219512195122,0.4235294117647059,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4993427536096918,0.7408354632045192,Train6
400,9,5,0.9638242894056848,0.1667815299793246,0.339861616043157,0.6167400881057269,0.8931297709923662,0.1951219512195122,0.4235294117647059,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.214846178686039,0.4993427536096918,0.7408354632045192,Train6
401,3,4,0.9354005167958657,0.30013783597518956,0.8488331183300106,0.36563876651982385,0.6946564885496184,0.34146341463414637,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7833912195575383,0.49934275361197034,0.15153054891060264,Train6
402,9,9,0.9832041343669251,0.7784286698828394,0.8195144834056527,0.5286343612334802,0.7786259541984731,0.21951219512195122,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.4993427536096918,1.5050589061537736,Train6
407,4,5,0.8527131782945737,0.02446588559614059,0.05523630819749032,0.1277533039647577,0.36641221374045796,0.34146341463414637,0.3647058823529412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.4993427536097613,0.13694204431081258,Train6
408,4,3,0.9250645994832042,0.9955203308063404,0.993784449396036,0.3259911894273128,0.5839694656488549,0.3170731707317073,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.174751721484161,0.4993427536165301,0.11523766447515695,Train6
415,8,6,0.9832041343669251,0.7625775327360442,0.8100152456901607,0.6123348017621145,0.8740458015267174,0.10975609756097561,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.616439947564594,0.4993427536096918,0.5736791874579648,Train6
416,6,3,0.9560723514211887,0.5616815988973122,0.6660021109417145,0.39207048458149785,0.8282442748091603,0.25609756097560976,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.081938421878423,0.4993427536100756,0.1884117556433965,Train6
417,6,5,0.9651162790697676,0.055823569951757405,0.023924006098276062,0.43612334801762115,0.35114503816793896,0.07317073170731707,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4993427536096933,0.17275865479259586,Train6
421,2,4,0.9883720930232559,0.746381805651275,0.7999296352761815,0.7929515418502203,1.0,0.012195121951219513,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.49934275362298386,0.3268577998467716,Train6
425,2,2,0.9418604651162791,0.852170916609235,0.8747507916031428,0.2775330396475771,0.6030534351145037,0.4634146341463415,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.49934276297599994,0.4887672915845599,Train6
431,1,3,0.9483204134366925,0.609579600275672,0.7005981001524568,0.42290748898678415,0.7137404580152672,0.2682926829268293,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9960599327407849,0.4993427561576096,0.5799803544375493,Train6
433,2,4,0.9677002583979328,0.8063404548587182,0.8387475079160315,0.44493392070484583,0.6221374045801525,0.5853658536585366,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7936160894318567,0.4993427536199434,0.31904556254070715,Train6
436,8,6,0.9483204134366925,0.7095106822880772,0.7795238653688285,0.36123348017621143,0.8473282442748091,0.2073170731707317,0.047058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.43178241642553783,0.4993427536096918,0.5661256190100054,Train6
437,8,6,0.9134366925064601,0.8700895933838733,0.8918728743989679,0.42731277533039647,0.36641221374045796,0.6707317073170732,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.4993427536096918,0.5753127133351574,Train6
438,2,5,0.9689922480620156,0.7925568573397657,0.8293655447402369,0.37004405286343617,0.7251908396946564,0.4268292682926829,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.005525858729668,0.4993427536103448,0.3421746383326792,Train6
442,6,5,0.8940568475452197,0.08201240523776705,0.03952151987803448,0.1629955947136564,0.24045801526717558,0.5609756097560976,0.25882352941176473,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4701758451005926,0.4993427536096934,0.1813597815994135,Train6
445,5,5,0.9728682170542636,0.16126809097174363,0.10883077283921659,0.4713656387665198,0.4847328244274809,0.7560975609756098,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.4993427536096957,0.1063048578600403,Train6
450,4,5,0.9883720930232559,0.746381805651275,0.7999296352761815,0.7929515418502203,0.7175572519083968,0.3780487804878049,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.005525858729668,0.4993427536097088,0.10943988403309018,Train6
465,2,2,0.7855297157622739,0.00861474844934528,0.008678315937609945,0.07929515418502203,0.0,0.5,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0592388343623163,0.4993427999808,0.5273665455975134,Train6
466,6,5,0.8850129198966409,0.048242591316333565,0.03400961651225519,0.31277533039647576,0.21374045801526714,0.32926829268292684,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.430311246536665,0.4993427536096932,0.17376094945247403,Train6
467,3,4,0.9237726098191216,0.05995864920744314,0.038935147179547325,0.32158590308370044,0.25190839694656486,0.2804878048780488,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8794650496471605,0.499342753619863,0.1857704374492141,Train6
469,6,3,0.934108527131783,0.046519641626464506,0.02075759352644541,0.5418502202643173,0.34732824427480913,0.18292682926829268,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.129228964075603,0.49934275361017394,0.2163367994778583,Train6
473,9,4,0.9276485788113695,0.2067539627842867,0.28697079863961533,0.4140969162995595,0.7595419847328243,0.3902439024390244,0.25882352941176473,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.267176792994939,0.499342753609692,0.7202761534506547,Train6
474,4,3,0.9599483204134368,0.3538938662991041,0.36214377858566904,0.4757709251101322,0.8320610687022899,0.2073170731707317,0.21176470588235297,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.405141681319138,0.4993427536279299,0.13958217649461926,Train6
476,4,3,0.9664082687338502,0.290144727773949,0.45396974316875804,0.43612334801762115,0.8625954198473282,0.12195121951219512,0.047058823529411764,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0152306797290584,0.499342753627736,0.15266053889452585,Train6
477,4,3,0.9689922480620156,0.3452791178497588,0.48727571244282863,0.6475770925110133,0.8206106870229006,0.32926829268292684,0.3647058823529412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1234584270966104,0.4993427536194776,0.14258166432651212,Train6
478,7,4,0.9689922480620156,0.3452791178497588,0.48727571244282863,0.6475770925110133,0.5190839694656488,0.7804878048780488,0.4235294117647059,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1662709371419244,0.499342753609694,0.271242561807099,Train6
