,buying,maint,doors,persons,lug_boot,safety,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
739,2,1,3,1,0,1,unacc,34,12,acc,False,6
382,3,0,2,0,1,1,unacc,106,36,acc,False,6
884,1,3,0,2,0,2,unacc,74,22,acc,False,6
580,2,2,1,1,1,1,unacc,102,33,acc,False,6
985,1,2,0,1,1,1,unacc,100,33,unacc,True,6
1023,1,2,1,2,2,0,unacc,2,0,unacc,True,6
541,2,2,0,0,0,1,unacc,115,38,good,False,6
912,1,3,1,2,1,0,unacc,2,0,unacc,True,6
1596,0,1,3,0,1,0,unacc,2,0,unacc,True,6
205,3,2,3,1,2,1,unacc,102,33,acc,False,6
1083,1,1,0,0,1,0,unacc,2,0,unacc,True,6
1125,1,1,1,2,0,0,unacc,2,0,unacc,True,6
1168,1,1,3,0,2,1,unacc,108,37,unacc,True,6
208,3,2,3,2,0,1,unacc,31,11,acc,False,6
22,3,3,0,2,1,1,unacc,31,11,acc,False,6
1546,0,1,1,0,2,1,unacc,108,37,unacc,True,6
1277,1,0,3,0,2,2,unacc,168,80,good,False,6
378,3,0,2,0,0,0,unacc,2,0,unacc,True,6
1590,0,1,2,2,2,0,unacc,2,0,unacc,True,6
652,2,1,0,0,1,1,unacc,110,37,acc,False,6
87,3,3,3,0,2,0,unacc,2,0,unacc,True,6
919,1,3,2,0,0,1,unacc,115,38,good,False,6
1223,1,0,1,0,2,2,unacc,168,80,good,False,6
166,3,2,2,0,1,1,unacc,114,38,good,False,6
1533,0,1,0,2,1,0,unacc,2,0,unacc,True,6
490,2,3,2,0,1,1,unacc,114,38,good,False,6
297,3,1,3,0,0,0,unacc,2,0,unacc,True,6
457,2,3,0,2,2,1,unacc,31,11,acc,False,6
1422,0,2,0,2,0,0,unacc,2,0,unacc,True,6
240,3,1,0,2,2,0,unacc,2,0,unacc,True,6
1467,0,2,2,1,0,0,unacc,2,0,unacc,True,6
1434,0,2,1,0,1,0,unacc,2,0,unacc,True,6
1440,0,2,1,1,0,0,unacc,2,0,unacc,True,6
1254,1,0,2,1,1,0,unacc,2,0,unacc,True,6
829,2,0,2,2,0,1,unacc,92,29,acc,False,6
1378,0,3,3,0,0,1,unacc,115,38,good,False,6
71,3,3,2,1,2,2,unacc,76,23,acc,False,6
627,2,2,3,0,2,0,unacc,2,0,unacc,True,6
474,2,3,1,1,2,0,unacc,2,0,unacc,True,6
88,3,3,3,0,2,1,unacc,113,38,acc,False,6
388,3,0,2,1,0,1,unacc,104,35,good,False,6
172,3,2,2,1,0,1,unacc,102,33,acc,False,6
1380,0,3,3,0,1,0,unacc,2,0,unacc,True,6
1392,0,3,3,1,2,0,unacc,2,0,unacc,True,6
621,2,2,3,0,0,0,unacc,2,0,unacc,True,6
1266,1,0,2,2,2,0,unacc,2,0,unacc,True,6
950,1,3,3,0,1,2,unacc,169,80,vgood,False,6
501,2,3,2,1,2,0,unacc,2,0,unacc,True,6
1725,0,0,3,2,2,0,unacc,2,0,unacc,True,6
18,3,3,0,2,0,0,unacc,2,0,unacc,True,6
518,2,3,3,0,1,2,unacc,173,81,vgood,False,6
1111,1,1,1,0,1,1,unacc,110,37,acc,False,6
981,1,2,0,1,0,0,unacc,2,0,unacc,True,6
1299,0,3,0,0,1,0,unacc,2,0,unacc,True,6
65,3,3,2,1,0,2,unacc,76,23,acc,False,6
814,2,0,2,0,1,1,unacc,106,36,acc,False,6
98,3,3,3,1,2,2,unacc,76,23,acc,False,6
305,3,1,3,0,2,2,unacc,166,79,acc,False,6
27,3,3,1,0,0,0,unacc,2,0,unacc,True,6
447,2,3,0,1,2,0,unacc,2,0,unacc,True,6
483,2,3,1,2,2,0,unacc,2,0,unacc,True,6
709,2,1,2,0,2,1,unacc,108,37,unacc,True,6
515,2,3,3,0,0,2,unacc,173,81,vgood,False,6
726,2,1,2,2,2,0,unacc,2,0,unacc,True,6
143,3,2,1,0,2,2,unacc,167,79,acc,False,6
1629,0,0,0,1,0,0,unacc,2,0,unacc,True,6
918,1,3,2,0,0,0,unacc,2,0,unacc,True,6
336,3,0,0,1,1,0,unacc,2,0,unacc,True,6
1330,0,3,1,0,2,1,unacc,113,38,acc,False,6
196,3,2,3,0,2,1,unacc,113,38,acc,False,6
1639,0,0,0,2,0,1,unacc,92,29,acc,False,6
1218,1,0,1,0,1,0,unacc,2,0,unacc,True,6
28,3,3,1,0,0,1,unacc,115,38,good,False,6
159,3,2,1,2,2,0,unacc,2,0,unacc,True,6
992,1,2,0,2,0,2,unacc,74,22,acc,False,6
54,3,3,2,0,0,0,unacc,2,0,unacc,True,6
1101,1,1,0,2,1,0,unacc,2,0,unacc,True,6
558,2,2,0,2,0,0,unacc,2,0,unacc,True,6
138,3,2,1,0,1,0,unacc,2,0,unacc,True,6
594,2,2,2,0,0,0,unacc,2,0,unacc,True,6
1587,0,1,2,2,1,0,unacc,2,0,unacc,True,6
66,3,3,2,1,1,0,unacc,2,0,unacc,True,6
1112,1,1,1,0,1,2,unacc,170,80,vgood,False,6
7,3,3,0,0,2,1,unacc,113,38,acc,False,6
1362,0,3,2,1,1,0,unacc,2,0,unacc,True,6
1017,1,2,1,2,0,0,unacc,2,0,unacc,True,6
1449,0,2,1,2,0,0,unacc,2,0,unacc,True,6
736,2,1,3,0,2,1,unacc,108,37,unacc,True,6
966,1,3,3,2,1,0,unacc,2,0,unacc,True,6
528,2,3,3,1,2,0,unacc,2,0,unacc,True,6
1412,0,2,0,0,2,2,unacc,175,82,good,False,6
1514,0,1,0,0,0,2,unacc,174,82,vgood,False,6
1086,1,1,0,0,2,0,unacc,2,0,unacc,True,6
1220,1,0,1,0,1,2,unacc,168,80,good,False,6
387,3,0,2,1,0,0,unacc,2,0,unacc,True,6
1515,0,1,0,0,1,0,unacc,2,0,unacc,True,6
148,3,2,1,1,1,1,unacc,102,33,acc,False,6
543,2,2,0,0,1,0,unacc,2,0,unacc,True,6
1466,0,2,2,0,2,2,unacc,175,82,good,False,6
705,2,1,2,0,1,0,unacc,2,0,unacc,True,6
366,3,0,1,1,2,0,unacc,2,0,unacc,True,6
1323,0,3,1,0,0,0,unacc,2,0,unacc,True,6
1036,1,2,2,1,0,1,unacc,100,33,unacc,True,6
561,2,2,0,2,1,0,unacc,2,0,unacc,True,6
786,2,0,1,0,1,0,unacc,2,0,unacc,True,6
1061,1,2,3,0,2,2,unacc,169,80,vgood,False,6
1383,0,3,3,0,2,0,unacc,2,0,unacc,True,6
1719,0,0,3,2,0,0,unacc,2,0,unacc,True,6
1119,1,1,1,1,1,0,unacc,2,0,unacc,True,6
933,1,3,2,1,2,0,unacc,2,0,unacc,True,6
223,3,1,0,0,2,1,unacc,108,37,unacc,True,6
328,3,0,0,0,1,1,unacc,106,36,acc,False,6
947,1,3,3,0,0,2,unacc,169,80,vgood,False,6
1536,0,1,0,2,2,0,unacc,2,0,unacc,True,6
952,1,3,3,0,2,1,unacc,113,38,acc,False,6
793,2,0,1,1,0,1,unacc,104,35,good,False,6
763,2,0,0,0,2,1,unacc,105,36,unacc,True,6
258,3,1,1,1,2,0,unacc,2,0,unacc,True,6
220,3,1,0,0,1,1,unacc,110,37,acc,False,6
278,3,1,2,0,2,2,unacc,166,79,acc,False,6
1482,0,2,2,2,2,0,unacc,2,0,unacc,True,6
1710,0,0,3,1,0,0,unacc,2,0,unacc,True,6
668,2,1,0,2,0,2,unacc,73,22,acc,False,6
980,1,2,0,0,2,2,unacc,169,80,vgood,False,6
514,2,3,3,0,0,1,unacc,115,38,good,False,6
1248,1,0,2,0,2,0,unacc,2,0,unacc,True,6
110,3,2,0,0,0,2,unacc,167,79,acc,False,6
178,3,2,2,1,2,1,unacc,102,33,acc,False,6
921,1,3,2,0,1,0,unacc,2,0,unacc,True,6
930,1,3,2,1,1,0,unacc,2,0,unacc,True,6
549,2,2,0,1,0,0,unacc,2,0,unacc,True,6
1200,1,0,0,1,1,0,unacc,2,0,unacc,True,6
939,1,3,2,2,1,0,unacc,2,0,unacc,True,6
798,2,0,1,1,2,0,unacc,2,0,unacc,True,6
870,1,3,0,0,2,0,unacc,2,0,unacc,True,6
882,1,3,0,2,0,0,unacc,2,0,unacc,True,6
491,2,3,2,0,1,2,unacc,173,81,vgood,False,6
173,3,2,2,1,0,2,unacc,76,23,acc,False,6
1435,0,2,1,0,1,1,unacc,114,38,good,False,6
840,2,0,3,0,1,0,unacc,2,0,unacc,True,6
146,3,2,1,1,0,2,unacc,76,23,acc,False,6
1167,1,1,3,0,2,0,unacc,2,0,unacc,True,6
569,2,2,1,0,0,2,unacc,172,81,vgood,False,6
530,2,3,3,1,2,2,unacc,77,23,acc,False,6
685,2,1,1,1,0,1,unacc,34,12,acc,False,6
168,3,2,2,0,2,0,unacc,2,0,unacc,True,6
645,2,2,3,2,2,0,unacc,2,0,unacc,True,6
1572,0,1,2,0,2,0,unacc,2,0,unacc,True,6
1222,1,0,1,0,2,1,unacc,105,36,unacc,True,6
93,3,3,3,1,1,0,unacc,2,0,unacc,True,6
1143,1,1,2,1,0,0,unacc,2,0,unacc,True,6
451,2,3,0,2,0,1,unacc,31,11,acc,False,6
979,1,2,0,0,2,1,unacc,113,38,acc,False,6
816,2,0,2,0,2,0,unacc,2,0,unacc,True,6
1309,0,3,0,1,1,1,unacc,98,32,unacc,True,6
15,3,3,0,1,2,0,unacc,2,0,unacc,True,6
953,1,3,3,0,2,2,unacc,169,80,vgood,False,6
572,2,2,1,0,1,2,unacc,172,81,vgood,False,6
1459,0,2,2,0,0,1,unacc,115,38,good,False,6
1176,1,1,3,1,2,0,unacc,2,0,unacc,True,6
1260,1,0,2,2,0,0,unacc,2,0,unacc,True,6
1355,0,3,2,0,1,2,unacc,175,82,good,False,6
150,3,2,1,1,2,0,unacc,2,0,unacc,True,6
838,2,0,3,0,0,1,unacc,107,36,acc,False,6
1368,0,3,2,2,0,0,unacc,2,0,unacc,True,6
225,3,1,0,1,0,0,unacc,2,0,unacc,True,6
615,2,2,2,2,1,0,unacc,2,0,unacc,True,6
603,2,2,2,1,0,0,unacc,2,0,unacc,True,6
454,2,3,0,2,1,1,unacc,31,11,acc,False,6
224,3,1,0,0,2,2,unacc,166,79,acc,False,6
393,3,0,2,1,2,0,unacc,2,0,unacc,True,6
704,2,1,2,0,0,2,unacc,171,81,acc,False,6
102,3,3,3,2,1,0,unacc,2,0,unacc,True,6
910,1,3,1,2,0,1,unacc,31,11,acc,False,6
1395,0,3,3,2,0,0,unacc,2,0,unacc,True,6
1651,0,0,1,0,1,1,unacc,106,36,acc,False,6
498,2,3,2,1,1,0,unacc,2,0,unacc,True,6
439,2,3,0,0,2,1,unacc,113,38,acc,False,6
356,3,0,1,0,1,2,unacc,165,79,acc,False,6
26,3,3,0,2,2,2,unacc,71,22,unacc,True,6
337,3,0,0,1,1,1,unacc,104,35,good,False,6
586,2,2,1,2,0,1,unacc,31,11,acc,False,6
868,1,3,0,0,1,1,unacc,114,38,good,False,6
1008,1,2,1,1,0,0,unacc,2,0,unacc,True,6
865,1,3,0,0,0,1,unacc,115,38,good,False,6
744,2,1,3,1,2,0,unacc,2,0,unacc,True,6
1398,0,3,3,2,1,0,unacc,2,0,unacc,True,6
379,3,0,2,0,0,1,unacc,107,36,acc,False,6
1215,1,0,1,0,0,0,unacc,2,0,unacc,True,6
1001,1,2,1,0,0,2,unacc,169,80,vgood,False,6
459,2,3,1,0,0,0,unacc,2,0,unacc,True,6
443,2,3,0,1,0,2,unacc,77,23,acc,False,6
1653,0,0,1,0,2,0,unacc,2,0,unacc,True,6
1470,0,2,2,1,1,0,unacc,2,0,unacc,True,6
119,3,2,0,1,0,2,unacc,76,23,acc,False,6
413,3,0,3,0,2,2,unacc,165,79,acc,False,6
1005,1,2,1,0,2,0,unacc,2,0,unacc,True,6
156,3,2,1,2,1,0,unacc,2,0,unacc,True,6
140,3,2,1,0,1,2,unacc,167,79,acc,False,6
771,2,0,0,1,2,0,unacc,2,0,unacc,True,6
734,2,1,3,0,1,2,unacc,171,81,acc,False,6
127,3,2,0,2,0,1,unacc,31,11,acc,False,6
497,2,3,2,1,0,2,unacc,77,23,acc,False,6
1598,0,1,3,0,1,2,unacc,174,82,vgood,False,6
795,2,0,1,1,1,0,unacc,2,0,unacc,True,6
1209,1,0,0,2,1,0,unacc,2,0,unacc,True,6
765,2,0,0,1,0,0,unacc,2,0,unacc,True,6
1027,1,2,2,0,0,1,unacc,115,38,good,False,6
272,3,1,2,0,0,2,unacc,166,79,acc,False,6
344,3,0,0,2,0,2,unacc,71,22,unacc,True,6
104,3,3,3,2,1,2,unacc,71,22,unacc,True,6
774,2,0,0,2,0,0,unacc,2,0,unacc,True,6
815,2,0,2,0,1,2,unacc,171,81,acc,False,6
504,2,3,2,2,0,0,unacc,2,0,unacc,True,6
1570,0,1,2,0,1,1,unacc,110,37,acc,False,6
506,2,3,2,2,0,2,unacc,73,22,acc,False,6
924,1,3,2,0,2,0,unacc,2,0,unacc,True,6
1396,0,3,3,2,0,1,unacc,31,11,acc,False,6
1416,0,2,0,1,1,0,unacc,2,0,unacc,True,6
960,1,3,3,1,2,0,unacc,2,0,unacc,True,6
1139,1,1,2,0,1,2,unacc,170,80,vgood,False,6
385,3,0,2,0,2,1,unacc,105,36,unacc,True,6
276,3,1,2,0,2,0,unacc,2,0,unacc,True,6
44,3,3,1,1,2,2,unacc,76,23,acc,False,6
972,1,2,0,0,0,0,unacc,2,0,unacc,True,6
247,3,1,1,0,1,1,unacc,110,37,acc,False,6
1116,1,1,1,1,0,0,unacc,2,0,unacc,True,6
72,3,3,2,2,0,0,unacc,2,0,unacc,True,6
1425,0,2,0,2,1,0,unacc,2,0,unacc,True,6
19,3,3,0,2,0,1,unacc,31,11,acc,False,6
521,2,3,3,0,2,2,unacc,173,81,vgood,False,6
1162,1,1,3,0,0,1,unacc,111,37,acc,False,6
666,2,1,0,2,0,0,unacc,2,0,unacc,True,6
76,3,3,2,2,1,1,unacc,31,11,acc,False,6
560,2,2,0,2,0,2,unacc,73,22,acc,False,6
1034,1,2,2,0,2,2,unacc,169,80,vgood,False,6
1271,1,0,3,0,0,2,unacc,168,80,good,False,6
1306,0,3,0,1,0,1,unacc,98,32,unacc,True,6
1479,0,2,2,2,1,0,unacc,2,0,unacc,True,6
1344,0,3,1,2,1,0,unacc,2,0,unacc,True,6
1573,0,1,2,0,2,1,unacc,108,37,unacc,True,6
109,3,2,0,0,0,1,unacc,115,38,good,False,6
1439,0,2,1,0,2,2,unacc,175,82,good,False,6
198,3,2,3,1,0,0,unacc,2,0,unacc,True,6
1192,1,0,0,0,1,1,unacc,106,36,acc,False,6
507,2,3,2,2,1,0,unacc,2,0,unacc,True,6
1250,1,0,2,0,2,2,unacc,168,80,good,False,6
579,2,2,1,1,1,0,unacc,2,0,unacc,True,6
250,3,1,1,0,2,1,unacc,108,37,unacc,True,6
538,2,3,3,2,2,1,unacc,31,11,acc,False,6
721,2,1,2,2,0,1,unacc,96,30,acc,False,6
631,2,2,3,1,0,1,unacc,102,33,acc,False,6
574,2,2,1,0,2,1,unacc,113,38,acc,False,6
1216,1,0,1,0,0,1,unacc,107,36,acc,False,6
1324,0,3,1,0,0,1,unacc,115,38,good,False,6
1243,1,0,2,0,0,1,unacc,107,36,acc,False,6
399,3,0,2,2,1,0,unacc,2,0,unacc,True,6
58,3,3,2,0,1,1,unacc,114,38,good,False,6
1521,0,1,0,1,0,0,unacc,2,0,unacc,True,6
213,3,2,3,2,2,0,unacc,2,0,unacc,True,6
97,3,3,3,1,2,1,unacc,99,32,acc,False,6
1161,1,1,3,0,0,0,unacc,2,0,unacc,True,6
946,1,3,3,0,0,1,unacc,115,38,good,False,6
778,2,0,0,2,1,1,unacc,91,29,unacc,True,6
864,1,3,0,0,0,0,unacc,2,0,unacc,True,6
653,2,1,0,0,1,2,unacc,171,81,acc,False,6
182,3,2,2,2,0,2,unacc,71,22,unacc,True,6
359,3,0,1,0,2,2,unacc,165,79,acc,False,6
822,2,0,2,1,1,0,unacc,2,0,unacc,True,6
1465,0,2,2,0,2,1,unacc,113,38,acc,False,6
503,2,3,2,1,2,2,unacc,77,23,acc,False,6
714,2,1,2,1,1,0,unacc,2,0,unacc,True,6
577,2,2,1,1,0,1,unacc,102,33,acc,False,6
1333,0,3,1,1,0,1,unacc,98,32,unacc,True,6
1197,1,0,0,1,0,0,unacc,2,0,unacc,True,6
1047,1,2,2,2,1,0,unacc,2,0,unacc,True,6
526,2,3,3,1,1,1,unacc,99,32,acc,False,6
629,2,2,3,0,2,2,unacc,172,81,vgood,False,6
169,3,2,2,0,2,1,unacc,113,38,acc,False,6
74,3,3,2,2,0,2,unacc,71,22,unacc,True,6
1002,1,2,1,0,1,0,unacc,2,0,unacc,True,6
334,3,0,0,1,0,1,unacc,104,35,good,False,6
1681,0,0,2,0,2,1,unacc,105,36,unacc,True,6
1597,0,1,3,0,1,1,unacc,110,37,acc,False,6
975,1,2,0,0,1,0,unacc,2,0,unacc,True,6
1543,0,1,1,0,1,1,unacc,110,37,acc,False,6
813,2,0,2,0,1,0,unacc,2,0,unacc,True,6
1708,0,0,3,0,2,1,unacc,105,36,unacc,True,6
432,2,3,0,0,0,0,unacc,2,0,unacc,True,6
89,3,3,3,0,2,2,unacc,167,79,acc,False,6
154,3,2,1,2,0,1,unacc,31,11,acc,False,6
1088,1,1,0,0,2,2,unacc,170,80,vgood,False,6
1128,1,1,1,2,1,0,unacc,2,0,unacc,True,6
564,2,2,0,2,2,0,unacc,2,0,unacc,True,6
122,3,2,0,1,1,2,unacc,76,23,acc,False,6
1485,0,2,3,0,0,0,unacc,2,0,unacc,True,6
512,2,3,2,2,2,2,unacc,73,22,acc,False,6
957,1,3,3,1,1,0,unacc,2,0,unacc,True,6
1029,1,2,2,0,1,0,unacc,2,0,unacc,True,6
1338,0,3,1,1,2,0,unacc,2,0,unacc,True,6
261,3,1,1,2,0,0,unacc,2,0,unacc,True,6
1071,1,2,3,2,0,0,unacc,2,0,unacc,True,6
801,2,0,1,2,0,0,unacc,2,0,unacc,True,6
1270,1,0,3,0,0,1,unacc,107,36,acc,False,6
134,3,2,0,2,2,2,unacc,71,22,unacc,True,6
505,2,3,2,2,0,1,unacc,31,11,acc,False,6
1007,1,2,1,0,2,2,unacc,169,80,vgood,False,6
1692,0,0,2,2,0,0,unacc,2,0,unacc,True,6
423,3,0,3,2,0,0,unacc,2,0,unacc,True,6
270,3,1,2,0,0,0,unacc,2,0,unacc,True,6
0,3,3,0,0,0,0,unacc,2,0,unacc,True,6
478,2,3,1,2,0,1,unacc,31,11,acc,False,6
1689,0,0,2,1,2,0,unacc,2,0,unacc,True,6
1043,1,2,2,1,2,2,acc,78,23,vgood,False,6
1505,0,2,3,2,0,2,acc,160,72,acc,True,6
367,3,0,1,1,2,1,acc,104,35,good,False,6
995,1,2,0,2,1,2,acc,74,22,acc,True,6
691,2,1,1,1,2,1,acc,34,12,acc,True,6
1102,1,1,0,2,1,1,acc,94,30,unacc,False,6
983,1,2,0,1,0,2,acc,78,23,vgood,False,6
1720,0,0,3,2,0,1,acc,92,29,acc,True,6
317,3,1,3,2,0,2,acc,71,22,unacc,False,6
1022,1,2,1,2,1,2,acc,74,22,acc,True,6
563,2,2,0,2,1,2,acc,73,22,acc,True,6
1496,0,2,3,1,0,2,acc,163,75,vgood,False,6
803,2,0,1,2,0,2,acc,73,22,acc,True,6
401,3,0,2,2,1,2,acc,71,22,unacc,False,6
749,2,1,3,2,0,2,acc,73,22,acc,True,6
1339,0,3,1,1,2,1,acc,98,32,unacc,False,6
281,3,1,2,1,0,2,acc,76,23,acc,True,6
1010,1,2,1,1,0,2,acc,78,23,vgood,False,6
1013,1,2,1,1,1,2,acc,78,23,vgood,False,6
917,1,3,1,2,2,2,acc,74,22,acc,True,6
935,1,3,2,1,2,2,acc,78,23,vgood,False,6
371,3,0,1,2,0,2,acc,71,22,unacc,False,6
1420,0,2,0,1,2,1,acc,101,33,unacc,False,6
1090,1,1,0,1,0,1,acc,34,12,acc,True,6
403,3,0,2,2,2,1,acc,90,29,unacc,False,6
340,3,0,0,1,2,1,acc,104,35,good,False,6
1507,0,2,3,2,1,1,acc,31,11,acc,True,6
314,3,1,3,1,2,2,acc,76,23,acc,True,6
392,3,0,2,1,1,2,acc,76,23,acc,True,6
1288,1,0,3,2,0,1,acc,92,29,acc,True,6
1390,0,3,3,1,1,1,acc,98,32,unacc,False,6
1126,1,1,1,2,0,1,acc,96,30,acc,True,6
773,2,0,0,1,2,2,acc,77,23,acc,True,6
614,2,2,2,2,0,2,acc,73,22,acc,True,6
1019,1,2,1,2,0,2,acc,74,22,acc,True,6
1321,0,3,0,2,2,1,acc,31,11,acc,True,6
782,2,0,0,2,2,2,acc,73,22,acc,True,6
287,3,1,2,1,2,2,acc,76,23,acc,True,6
755,2,1,3,2,2,2,acc,73,22,acc,True,6
956,1,3,3,1,0,2,acc,78,23,vgood,False,6
391,3,0,2,1,1,1,acc,104,35,good,False,6
428,3,0,3,2,1,2,acc,71,22,unacc,False,6
1469,0,2,2,1,0,2,acc,163,75,vgood,False,6
313,3,1,3,1,2,1,acc,34,12,acc,True,6
260,3,1,1,1,2,2,acc,76,23,acc,True,6
659,2,1,0,1,0,2,acc,77,23,acc,True,6
1349,0,3,1,2,2,2,acc,161,72,acc,True,6
965,1,3,3,2,0,2,acc,74,22,acc,True,6
1552,0,1,1,1,1,1,acc,34,12,acc,True,6
1180,1,1,3,2,0,1,acc,96,30,acc,True,6
890,1,3,0,2,2,2,acc,74,22,acc,True,6
589,2,2,1,2,1,1,acc,31,11,acc,True,6
427,3,0,3,2,1,1,acc,91,29,unacc,False,6
320,3,1,3,2,1,2,acc,71,22,unacc,False,6
724,2,1,2,2,1,1,acc,94,30,unacc,False,6
557,2,2,0,1,2,2,acc,77,23,acc,True,6
1117,1,1,1,1,0,1,acc,34,12,acc,True,6
1183,1,1,3,2,1,1,acc,94,30,unacc,False,6
1501,0,2,3,1,2,1,acc,101,33,unacc,False,6
1037,1,2,2,1,0,2,acc,78,23,vgood,False,6
425,3,0,3,2,0,2,acc,71,22,unacc,False,6
1313,0,3,0,1,2,2,acc,164,75,good,False,6
584,2,2,1,1,2,2,acc,77,23,acc,True,6
266,3,1,1,2,1,2,acc,71,22,unacc,False,6
958,1,3,3,1,1,1,acc,97,32,unacc,False,6
389,3,0,2,1,0,2,acc,76,23,acc,True,6
322,3,1,3,2,2,1,acc,95,30,acc,True,6
1172,1,1,3,1,0,2,acc,78,23,vgood,False,6
1094,1,1,0,1,1,2,acc,78,23,vgood,False,6
1510,0,2,3,2,2,1,acc,31,11,acc,True,6
1307,0,3,0,1,0,2,acc,164,75,good,False,6
1103,1,1,0,2,1,2,acc,74,22,acc,True,6
1361,0,3,2,1,0,2,acc,164,75,good,False,6
686,2,1,1,1,0,2,acc,77,23,acc,True,6
1456,0,2,1,2,2,1,acc,31,11,acc,True,6
944,1,3,2,2,2,2,acc,74,22,acc,True,6
257,3,1,1,1,1,2,acc,76,23,acc,True,6
1603,0,1,3,1,0,1,acc,34,12,acc,True,6
376,3,0,1,2,2,1,acc,90,29,unacc,False,6
1478,0,2,2,2,0,2,acc,160,72,acc,True,6
1441,0,2,1,1,0,1,acc,101,33,unacc,False,6
1376,0,3,2,2,2,2,acc,161,72,acc,True,6
1181,1,1,3,2,0,2,acc,74,22,acc,True,6
1483,0,2,2,2,2,1,acc,31,11,acc,True,6
286,3,1,2,1,2,1,acc,34,12,acc,True,6
1340,0,3,1,1,2,2,acc,164,75,good,False,6
827,2,0,2,1,2,2,acc,77,23,acc,True,6
1040,1,2,2,1,1,2,acc,78,23,vgood,False,6
377,3,0,1,2,2,2,acc,71,22,unacc,False,6
646,2,2,3,2,2,1,acc,31,11,acc,True,6
394,3,0,2,1,2,1,acc,104,35,good,False,6
1046,1,2,2,2,0,2,acc,74,22,acc,True,6
1132,1,1,1,2,2,1,acc,95,30,acc,True,6
805,2,0,1,2,1,1,acc,91,29,unacc,False,6
860,2,0,3,2,1,2,acc,73,22,acc,True,6
1234,1,0,1,2,0,1,acc,92,29,acc,True,6
1453,0,2,1,2,1,1,acc,31,11,acc,True,6
620,2,2,2,2,2,2,acc,73,22,acc,True,6
943,1,3,2,2,2,1,acc,31,11,acc,True,6
767,2,0,0,1,0,2,acc,77,23,acc,True,6
290,3,1,2,2,0,2,acc,71,22,unacc,False,6
605,2,2,2,1,0,2,acc,77,23,acc,True,6
581,2,2,1,1,1,2,acc,77,23,acc,True,6
997,1,2,0,2,2,1,acc,31,11,acc,True,6
554,2,2,0,1,1,2,acc,77,23,acc,True,6
863,2,0,3,2,2,2,acc,73,22,acc,True,6
551,2,2,0,1,0,2,acc,77,23,acc,True,6
740,2,1,3,1,0,2,acc,77,23,acc,True,6
1021,1,2,1,2,1,1,acc,31,11,acc,True,6
1348,0,3,1,2,2,1,acc,31,11,acc,True,6
826,2,0,2,1,2,1,acc,104,35,good,False,6
1279,1,0,3,1,0,1,acc,104,35,good,False,6
268,3,1,1,2,2,1,acc,95,30,acc,True,6
823,2,0,2,1,1,1,acc,104,35,good,False,6
431,3,0,3,2,2,2,acc,71,22,unacc,False,6
1480,0,2,2,2,1,1,acc,31,11,acc,True,6
1066,1,2,3,1,1,1,acc,100,33,unacc,False,6
1447,0,2,1,1,2,1,acc,101,33,unacc,False,6
641,2,2,3,2,0,2,acc,73,22,acc,True,6
1451,0,2,1,2,0,2,acc,160,72,acc,True,6
905,1,3,1,1,1,2,acc,78,23,vgood,False,6
880,1,3,0,1,2,1,acc,97,32,unacc,False,6
1310,0,3,0,1,1,2,acc,164,75,good,False,6
722,2,1,2,2,0,2,acc,73,22,acc,True,6
878,1,3,0,1,1,2,acc,78,23,vgood,False,6
1118,1,1,1,1,0,2,acc,78,23,vgood,False,6
263,3,1,1,2,0,2,acc,71,22,unacc,False,6
1048,1,2,2,2,1,1,acc,31,11,acc,True,6
902,1,3,1,1,0,2,acc,78,23,vgood,False,6
1156,1,1,2,2,1,1,acc,94,30,unacc,False,6
929,1,3,2,1,0,2,acc,78,23,vgood,False,6
374,3,0,1,2,1,2,acc,71,22,unacc,False,6
419,3,0,3,1,1,2,acc,76,23,acc,True,6
967,1,3,3,2,1,1,acc,31,11,acc,True,6
728,2,1,2,2,2,2,acc,73,22,acc,True,6
1630,0,0,0,1,0,1,acc,103,35,acc,True,6
913,1,3,1,2,1,1,acc,31,11,acc,True,6
1468,0,2,2,1,0,1,acc,101,33,unacc,False,6
1429,0,2,0,2,2,1,acc,31,11,acc,True,6
713,2,1,2,1,0,2,acc,77,23,acc,True,6
296,3,1,2,2,2,2,acc,71,22,unacc,False,6
1079,1,2,3,2,2,2,acc,74,22,acc,True,6
940,1,3,2,2,1,1,acc,31,11,acc,True,6
608,2,2,2,1,1,2,acc,77,23,acc,True,6
1093,1,1,0,1,1,1,acc,34,12,acc,True,6
373,3,0,1,2,1,1,acc,91,29,unacc,False,6
968,1,3,3,2,1,2,acc,74,22,acc,True,6
1075,1,2,3,2,1,1,acc,31,11,acc,True,6
1585,0,1,2,2,0,1,acc,96,30,acc,True,6
911,1,3,1,2,0,2,acc,74,22,acc,True,6
1127,1,1,1,2,0,2,acc,74,22,acc,True,6
265,3,1,1,2,1,1,acc,94,30,unacc,False,6
848,2,0,3,1,0,2,acc,77,23,acc,True,6
1120,1,1,1,1,1,1,acc,34,12,acc,True,6
1664,0,0,1,1,2,2,vgood,162,75,unacc,False,6
1562,0,1,1,2,1,2,vgood,159,72,acc,False,6
1184,1,1,3,2,1,2,vgood,74,22,acc,False,6
1454,0,2,1,2,1,2,vgood,160,72,acc,False,6
1292,1,0,3,2,1,2,vgood,74,22,acc,False,6
